Date,Time,"VR VCC 전류 (SVID IOUT) [A]","CPU 패키지 전력 소비 [W]","IA 코어 전력 소비 [W]","시스템 에이전트 전력 소비 [W]","PL1 전력 제한 (Static) [W]","PL2 전력 제한 (Static) [W]","GPU 전력 소비 [W]","GPU 라인 전력 소비 (avg) [W]","GPU PCIe +12V 입력 전력 소비 [W]","GPU 12VHPWR 전력 소비 [W]","GPU Unknown Rail (D6) 전력 소비 (sum) [W]","GPU Core (NVVDD) 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D4) 전력 소비 (sum) [W]","GPU Misc0 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D) 전력 소비 (sum) [W]","GPU Unknown Rail (10) 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","나머지 칩 전력 소비 [W]","PCH 전력 소비 [W]","총 전력 소비 [W]","총 전력 소비 [W]","T3 [°C]",
17.11.2025,12:42:55.317,20.391,25.809,18.436,2.997,250.0,250.0,77.408,42.569,8.742,69.760,48.445,30.040,18.405,29.687,107.529,29.181,78.348,5.554,0.000,0.000,2.125,0.000,31.0,
17.11.2025,12:42:56.324,29.907,27.216,19.754,3.013,250.0,250.0,73.810,22.212,8.777,69.754,48.478,30.057,18.421,29.693,5.843,0.595,5.248,5.257,0.000,0.000,0.000,0.000,31.0,
17.11.2025,12:42:57.311,20.391,25.601,18.208,2.971,250.0,250.0,77.674,22.043,8.764,68.878,47.928,29.715,18.213,29.363,6.103,0.710,5.393,5.358,0.000,0.000,0.000,0.000,31.0,
17.11.2025,12:42:58.308,25.829,26.211,18.694,3.032,250.0,250.0,74.511,21.926,8.773,68.667,47.789,29.636,18.153,29.271,5.852,0.595,5.257,5.266,0.000,0.000,0.000,0.000,31.0,
17.11.2025,12:42:59.306,23.110,25.866,18.484,2.982,250.0,250.0,76.131,22.360,8.823,70.195,48.772,30.245,18.527,29.880,5.921,0.613,5.308,5.317,0.000,0.000,0.000,0.000,31.0,
17.11.2025,12:43:0.304,32.625,27.539,20.081,3.010,250.0,250.0,77.343,22.226,8.787,69.652,48.428,30.027,18.401,29.675,5.970,0.620,5.350,5.350,0.000,0.000,0.000,0.000,31.0,
17.11.2025,12:43:1.306,21.750,27.669,20.229,2.989,250.0,250.0,77.594,19.297,8.706,58.632,41.596,25.788,15.808,25.484,5.852,0.595,5.257,5.257,0.000,0.000,0.000,0.000,31.0,
17.11.2025,12:43:2.318,23.110,26.204,18.791,2.979,250.0,250.0,74.052,22.115,8.743,69.348,48.198,29.887,18.311,29.522,5.916,0.608,5.308,5.308,0.000,0.000,0.000,0.000,31.0,
17.11.2025,12:43:3.317,25.829,26.789,19.424,2.979,250.0,250.0,77.549,22.165,8.743,69.492,48.299,29.950,18.349,29.585,5.948,0.615,5.333,5.333,0.000,0.000,0.000,0.000,31.0,
17.11.2025,12:43:4.319,20.391,26.922,19.510,2.998,250.0,250.0,77.206,30.558,8.728,69.771,48.455,30.050,18.405,29.686,47.467,6.144,41.323,5.554,0.000,0.000,2.125,0.000,31.0,
17.11.2025,12:43:5.317,25.829,25.991,18.536,2.983,250.0,250.0,74.332,21.815,8.737,68.225,47.510,29.461,18.049,29.096,5.890,0.599,5.291,5.291,0.000,0.000,0.000,0.000,31.0,
17.11.2025,12:43:6.317,21.750,24.352,16.918,3.010,250.0,250.0,77.729,43.241,8.772,68.083,47.452,29.427,18.025,29.062,112.994,30.617,82.377,5.605,0.000,0.000,0.000,0.000,31.0,
17.11.2025,12:43:7.316,23.110,25.777,18.316,2.978,250.0,250.0,74.147,22.212,8.762,69.716,48.423,30.026,18.397,29.673,5.909,0.601,5.308,5.308,0.000,0.000,0.000,0.000,31.0,
