Date,Time,"VR VCC 전류 (SVID IOUT) [A]","CPU 패키지 전력 소비 [W]","IA 코어 전력 소비 [W]","시스템 에이전트 전력 소비 [W]","나머지 칩 전력 소비 [W]","PL1 전력 제한 (Static) [W]","PL2 전력 제한 (Static) [W]","GPU 전력 소비 [W]","GPU 라인 전력 소비 (avg) [W]","GPU PCIe +12V 입력 전력 소비 [W]","GPU 12VHPWR 전력 소비 [W]","GPU Unknown Rail (D6) 전력 소비 (sum) [W]","GPU Core (NVVDD) 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D4) 전력 소비 (sum) [W]","GPU Misc0 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D) 전력 소비 (sum) [W]","GPU Unknown Rail (10) 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","PCH 전력 소비 [W]","총 전력 소비 [W]","총 전력 소비 [W]","T3 [°C]",
16.11.2025,18:3:25.244,119.627,178.674,169.285,4.419,0.000,250.0,250.0,286.943,99.486,12.691,347.700,221.994,137.653,84.341,135.986,19.081,1.418,17.663,16.331,0.000,1.000,2.500,30.0,
16.11.2025,18:3:26.250,116.908,178.217,168.728,4.450,0.000,250.0,250.0,285.237,32.962,13.128,93.313,66.025,40.944,25.081,40.441,17.324,1.287,16.037,16.037,0.000,2.500,1.875,7.0,
16.11.2025,18:3:27.256,115.549,181.632,171.859,4.591,0.000,250.0,250.0,193.475,33.229,13.932,93.425,66.579,41.281,25.298,40.790,17.425,1.293,16.132,16.132,0.000,0.500,2.750,7.0,
16.11.2025,18:3:28.248,116.908,177.617,167.829,4.666,0.000,250.0,250.0,214.626,34.416,14.572,100.790,71.219,44.160,27.059,43.623,14.704,1.371,13.333,13.333,0.000,0.375,2.500,7.0,
16.11.2025,18:3:29.244,111.470,174.751,165.317,4.390,0.000,250.0,250.0,122.554,18.439,14.222,46.533,37.683,23.370,14.313,23.088,8.610,0.651,7.959,7.959,0.000,2.125,0.250,7.0,
16.11.2025,18:3:30.241,107.392,181.693,172.298,4.451,0.001,250.0,250.0,171.281,213.832,13.472,447.282,284.454,176.382,108.072,174.258,274.382,126.391,147.991,385.633,0.000,1.875,0.875,7.0,
16.11.2025,18:3:31.250,107.392,178.763,169.005,4.595,0.000,250.0,250.0,456.220,182.991,12.439,438.206,278.140,172.462,105.678,170.384,236.048,107.377,128.671,180.508,0.000,1.125,0.000,42.0,
16.11.2025,18:3:32.242,111.470,185.616,175.953,4.586,0.000,250.0,250.0,468.318,176.551,12.488,420.161,266.863,165.477,101.386,163.486,163.784,69.332,94.453,308.080,0.000,2.375,2.375,19.0,
16.11.2025,18:3:33.250,119.627,178.154,168.745,4.446,0.000,250.0,250.0,326.860,117.925,12.552,351.029,223.946,138.858,85.088,137.180,107.190,24.410,82.780,16.214,0.000,1.625,2.250,19.0,
16.11.2025,18:3:34.256,106.033,195.843,186.386,4.439,0.000,250.0,250.0,286.679,94.733,12.824,331.068,211.752,131.301,80.451,129.718,17.168,1.284,15.884,15.884,0.000,0.500,1.125,19.0,
16.11.2025,18:3:35.242,115.549,189.816,180.335,4.460,0.000,250.0,250.0,287.539,59.686,13.059,193.615,127.183,78.867,48.316,77.921,19.787,1.464,18.323,18.323,0.000,2.500,2.375,19.0,
16.11.2025,18:3:36.252,119.627,170.498,161.030,4.451,0.000,250.0,250.0,292.549,214.556,13.332,234.545,152.631,94.643,57.988,93.504,370.654,171.028,199.626,757.609,0.000,1.375,0.000,19.0,
16.11.2025,18:3:37.268,120.986,166.681,156.962,4.579,0.000,250.0,250.0,232.780,172.354,13.396,316.491,203.111,125.944,77.167,124.422,423.814,139.031,284.783,15.377,0.000,2.250,1.750,19.0,
16.11.2025,18:3:38.261,114.189,170.662,160.860,4.618,0.000,250.0,250.0,204.640,79.552,12.916,136.864,92.206,57.175,35.031,56.483,161.042,70.390,90.652,82.756,0.000,2.250,2.250,19.0,
16.11.2025,18:3:39.268,116.908,175.604,166.267,4.359,0.000,250.0,250.0,137.022,17.195,12.357,43.786,34.826,21.587,13.239,21.330,8.495,0.663,7.832,7.832,0.000,0.000,0.875,19.0,
16.11.2025,18:3:40.271,110.111,158.696,149.053,4.506,0.000,250.0,250.0,287.732,240.135,12.434,487.375,308.548,191.320,117.228,189.019,435.201,136.710,298.491,225.021,0.000,2.375,0.375,19.0,
16.11.2025,18:3:41.258,120.986,181.531,171.922,4.536,0.000,250.0,250.0,461.172,199.493,13.010,439.810,279.353,173.221,106.132,171.136,347.521,156.819,190.704,117.228,0.000,1.375,1.000,19.0,
16.11.2025,18:3:42.264,116.908,180.487,171.013,4.417,0.000,250.0,250.0,357.441,72.178,13.320,242.543,157.332,97.557,59.775,96.384,19.297,1.545,17.751,16.274,0.000,2.375,0.875,19.0,
16.11.2025,18:3:43.258,100.595,159.175,149.771,4.398,0.000,250.0,250.0,293.961,192.147,13.343,225.711,147.208,91.280,55.928,90.177,375.742,156.937,218.805,546.339,0.000,1.000,2.750,19.0,
16.11.2025,18:3:44.260,119.627,189.127,179.660,4.446,0.000,250.0,250.0,303.274,165.989,12.909,345.137,220.504,136.728,83.776,135.086,353.541,92.876,260.665,18.665,0.000,1.500,0.500,19.0,
16.11.2025,18:3:45.264,119.627,174.770,165.317,4.462,0.000,250.0,250.0,288.269,95.049,12.475,330.008,210.851,130.744,80.107,129.174,20.317,1.534,18.783,16.497,0.000,1.375,0.375,19.0,
16.11.2025,18:3:46.273,118.267,172.875,163.402,4.456,0.000,250.0,250.0,290.086,73.965,12.268,250.495,161.607,100.209,61.398,98.999,19.215,1.488,17.727,16.249,0.000,2.125,0.000,19.0,
16.11.2025,18:3:47.274,111.470,190.534,180.812,4.605,0.000,250.0,250.0,225.796,32.801,12.538,93.922,66.029,40.946,25.083,40.443,16.763,1.244,15.519,15.519,0.000,0.375,1.125,19.0,
16.11.2025,18:3:48.299,116.908,181.755,171.893,4.673,0.000,250.0,250.0,201.557,147.054,12.921,240.836,156.122,96.809,59.313,95.648,392.175,141.505,250.670,24.539,0.000,2.250,1.750,19.0,
16.11.2025,18:3:49.291,114.189,173.792,164.084,4.625,0.000,250.0,250.0,233.765,271.784,13.956,493.114,313.059,194.125,118.934,191.787,424.472,120.389,304.082,543.921,0.000,1.500,0.500,19.0,
16.11.2025,18:3:50.290,118.267,188.878,179.237,4.573,0.000,250.0,250.0,466.021,68.655,14.349,226.700,148.273,91.941,56.332,90.838,20.771,2.318,18.453,16.579,0.000,2.000,0.000,19.0,
16.11.2025,18:3:51.291,114.189,178.134,168.686,4.423,0.000,250.0,250.0,312.090,116.641,15.250,168.196,113.126,70.152,42.974,69.300,284.712,128.850,155.862,117.985,0.000,2.500,0.250,19.0,
16.11.2025,18:3:52.294,116.908,171.463,162.047,4.415,0.000,250.0,250.0,295.280,172.600,14.336,347.720,222.975,138.264,84.711,136.598,380.858,103.278,277.580,19.678,0.000,0.000,1.125,19.0,
16.11.2025,18:3:53.291,112.830,188.010,178.608,4.435,0.000,250.0,250.0,291.936,100.632,13.083,351.218,224.311,139.095,85.216,137.418,19.504,1.485,18.019,16.969,0.000,0.000,1.750,19.0,
16.11.2025,18:3:54.292,110.111,192.216,182.719,4.431,0.000,250.0,250.0,284.694,65.022,11.931,215.677,139.997,86.808,53.189,85.767,20.251,2.200,18.052,16.344,0.000,1.000,2.625,19.0,
16.11.2025,18:3:55.302,111.470,183.416,174.076,4.414,0.000,250.0,250.0,284.694,65.022,11.931,215.677,139.997,86.808,53.189,85.767,20.251,2.200,18.052,16.344,0.000,1.000,2.500,19.0,
16.11.2025,18:3:56.290,120.986,167.700,158.230,4.425,0.000,250.0,250.0,296.252,78.981,12.654,161.700,107.460,66.642,40.818,65.840,141.462,60.471,80.991,174.595,0.000,0.375,0.000,19.0,
16.11.2025,18:3:57.293,111.470,161.181,151.387,4.585,0.000,250.0,250.0,239.971,91.263,13.081,320.838,205.660,127.519,78.141,125.984,324.236,88.879,235.357,15.766,0.000,1.875,1.875,19.0,
16.11.2025,18:3:58.315,112.830,190.127,180.360,4.599,0.000,250.0,250.0,229.579,23.256,13.018,61.851,46.436,28.796,17.640,28.453,13.235,3.339,9.896,9.896,0.000,2.125,0.875,19.0,
16.11.2025,18:3:59.320,110.111,176.165,166.771,4.419,0.000,250.0,250.0,163.777,18.224,13.204,46.489,37.022,22.958,14.064,22.688,8.833,0.681,8.152,8.152,0.000,0.000,0.000,19.0,
16.11.2025,18:4:0.337,118.267,193.027,183.466,4.470,0.000,250.0,250.0,168.351,143.594,13.485,407.733,259.511,160.919,98.592,158.979,107.424,30.273,77.151,121.871,0.000,2.250,0.500,19.0,
16.11.2025,18:4:1.345,112.830,191.044,181.362,4.596,0.001,250.0,250.0,460.149,158.977,12.896,428.198,271.915,168.614,103.301,166.579,136.526,56.975,79.551,165.217,0.000,1.750,0.500,19.0,
16.11.2025,18:4:2.335,115.549,174.415,164.884,4.500,0.000,250.0,250.0,429.498,64.525,12.223,211.763,137.744,85.407,52.337,84.378,21.101,1.906,19.195,19.195,0.000,1.125,0.000,19.0,
16.11.2025,18:4:3.340,114.189,188.780,179.290,4.463,0.000,250.0,250.0,289.238,143.564,12.402,211.528,137.873,85.489,52.384,84.459,371.347,171.754,199.594,108.809,0.000,1.125,1.500,19.0,
16.11.2025,18:4:4.345,111.470,179.937,170.452,4.486,0.000,250.0,250.0,291.431,147.745,13.018,349.826,223.460,138.558,84.902,136.892,256.960,63.875,193.084,16.873,0.000,1.000,0.750,19.0,
16.11.2025,18:4:5.339,115.549,185.129,175.647,4.500,0.000,250.0,250.0,292.883,147.745,13.599,351.055,224.478,139.197,85.281,137.520,17.916,1.371,16.545,16.543,0.000,1.000,1.000,19.0,
16.11.2025,18:4:6.338,115.549,185.129,175.647,4.500,0.000,250.0,250.0,292.883,100.350,13.599,351.055,224.478,139.197,85.281,137.520,17.916,1.371,16.545,16.543,0.000,0.375,0.500,19.0,
16.11.2025,18:4:7.348,108.752,175.956,166.246,4.588,0.000,250.0,250.0,253.983,81.696,12.755,280.062,180.213,111.742,68.471,110.399,18.225,1.351,16.873,16.873,0.000,1.250,1.125,19.0,
16.11.2025,18:4:8.343,107.392,175.956,166.246,4.588,0.000,250.0,250.0,253.983,81.696,12.755,280.062,180.213,111.742,68.471,110.399,18.225,1.351,16.873,16.873,0.000,0.000,2.375,19.0,
16.11.2025,18:4:9.338,107.392,179.777,169.934,4.647,0.001,250.0,250.0,209.299,33.108,12.029,95.068,66.426,41.187,25.239,40.697,17.265,1.380,15.885,15.907,0.000,1.000,1.750,19.0,
16.11.2025,18:4:10.344,120.986,165.702,156.248,4.453,0.000,250.0,250.0,196.381,21.282,12.221,52.983,40.444,25.078,15.366,24.772,16.758,1.323,15.435,8.437,0.000,2.500,2.500,19.0,
16.11.2025,18:4:11.337,101.955,168.344,158.830,4.479,0.001,250.0,250.0,246.470,211.772,12.906,478.487,303.511,188.196,115.315,185.929,357.832,155.310,202.522,117.708,0.000,1.125,0.000,19.0,
16.11.2025,18:4:12.339,106.033,189.831,180.191,4.546,0.000,250.0,250.0,414.390,211.878,13.406,446.726,283.943,176.074,107.869,173.952,360.104,163.794,196.310,196.603,0.000,0.125,0.000,19.0,
16.11.2025,18:4:13.532,118.267,163.111,153.542,4.513,0.000,250.0,250.0,420.593,183.254,14.000,278.576,180.078,111.661,68.417,110.307,382.196,144.727,237.469,305.110,0.000,0.000,2.625,19.0,
16.11.2025,18:4:14.545,110.111,185.921,176.556,4.375,0.001,250.0,250.0,294.985,35.078,14.608,95.982,68.593,42.535,26.058,42.021,20.863,1.609,19.254,19.254,0.000,1.375,1.250,19.0,
16.11.2025,18:4:15.549,122.346,181.214,171.745,4.435,0.000,250.0,250.0,294.145,154.561,14.645,223.062,146.406,90.781,55.625,89.679,374.561,154.456,220.105,176.284,0.000,0.000,1.125,19.0,
16.11.2025,18:4:16.546,108.752,163.755,154.301,4.419,0.001,250.0,250.0,287.968,186.179,13.684,354.074,226.465,140.429,86.036,138.740,442.602,135.990,306.613,17.156,0.000,1.625,0.000,19.0,
16.11.2025,18:4:17.539,116.908,175.587,166.139,4.437,0.000,250.0,250.0,286.441,134.417,12.740,352.146,224.744,139.363,85.381,137.685,187.599,47.861,139.738,16.909,0.000,2.375,1.000,19.0,
16.11.2025,18:4:18.551,112.830,179.629,169.936,4.546,0.000,250.0,250.0,235.256,148.587,12.317,232.603,150.817,93.514,57.303,92.387,364.834,172.275,192.559,117.258,0.000,2.125,1.875,19.0,
16.11.2025,18:4:19.545,99.236,180.106,170.406,4.613,0.000,250.0,250.0,209.379,85.425,12.625,297.366,190.689,118.247,72.442,116.822,18.038,1.341,16.697,9.986,0.000,0.000,2.500,19.0,
16.11.2025,18:4:20.545,116.908,184.354,174.759,4.475,0.000,250.0,250.0,176.839,219.522,13.171,450.277,286.103,177.403,108.700,175.269,381.438,152.561,228.877,221.425,0.000,0.500,2.500,19.0,
16.11.2025,18:4:21.538,116.908,163.058,153.430,4.563,0.000,250.0,250.0,449.485,213.123,13.490,468.273,297.408,184.413,112.995,182.196,378.503,170.008,208.495,115.449,0.000,1.500,0.000,19.0,
16.11.2025,18:4:22.538,112.830,166.310,156.816,4.485,0.000,250.0,250.0,349.412,117.592,13.453,182.890,120.993,75.027,45.966,74.116,274.680,124.362,150.318,114.115,0.000,2.000,0.000,30.0,
16.11.2025,18:4:23.547,112.830,177.182,167.524,4.569,0.000,250.0,250.0,294.688,144.496,13.607,214.237,140.363,87.041,53.322,85.986,370.760,167.449,203.311,108.888,0.000,2.250,1.750,30.0,
16.11.2025,18:4:24.551,106.033,185.027,175.222,4.635,0.000,250.0,250.0,285.396,100.023,13.095,148.533,99.725,61.841,37.884,61.099,194.044,84.856,109.188,189.962,0.000,1.125,0.500,30.0,
16.11.2025,18:4:25.543,118.267,171.362,161.853,4.477,0.000,250.0,250.0,286.327,142.232,12.618,189.910,124.814,77.393,47.421,76.458,350.912,160.900,190.013,191.881,0.000,1.125,0.000,30.0,
16.11.2025,18:4:26.541,104.673,164.543,155.137,4.429,0.000,250.0,250.0,291.915,236.283,12.439,349.965,223.170,138.388,84.782,136.710,446.185,127.069,319.116,525.008,0.000,0.000,0.500,30.0,
16.11.2025,18:4:27.553,120.986,172.549,163.064,4.459,0.000,250.0,250.0,289.191,125.590,12.937,352.738,225.176,139.631,85.545,137.942,141.937,36.909,105.028,18.052,0.000,2.750,1.125,30.0,
16.11.2025,18:4:28.558,111.470,169.490,159.805,4.570,0.000,250.0,250.0,247.790,91.960,13.383,318.937,204.627,126.882,77.745,125.360,17.910,1.331,16.579,16.850,0.000,2.625,1.750,30.0,
16.11.2025,18:4:29.565,119.627,174.012,164.264,4.628,0.000,250.0,250.0,218.818,33.765,13.413,94.909,67.179,41.658,25.521,41.156,18.949,2.631,16.318,15.920,0.000,2.375,1.250,30.0,
16.11.2025,18:4:30.553,114.189,171.753,162.009,4.615,0.000,250.0,250.0,193.778,204.469,13.132,449.892,285.740,177.175,108.565,175.040,411.517,122.023,289.494,12.117,0.000,0.500,2.375,30.0,
16.11.2025,18:4:31.554,118.267,180.821,171.153,4.548,0.000,250.0,250.0,453.864,235.538,12.687,465.578,295.132,183.006,112.126,180.802,397.547,150.937,246.610,310.955,0.000,0.375,1.750,30.0,
16.11.2025,18:4:32.555,108.752,178.461,169.049,4.431,0.000,250.0,250.0,315.105,134.615,12.400,352.273,224.560,139.238,85.322,137.561,188.567,47.364,141.204,17.657,0.000,1.000,1.375,30.0,
16.11.2025,18:4:33.559,111.470,160.985,151.513,4.405,0.000,250.0,250.0,286.828,101.331,12.667,353.039,225.161,139.624,85.537,137.935,20.997,1.554,19.443,17.357,0.000,0.000,1.375,30.0,
16.11.2025,18:4:34.554,111.470,190.782,181.422,4.420,0.000,250.0,250.0,297.745,62.689,12.730,206.689,134.955,83.682,51.273,82.676,19.018,1.454,17.564,16.850,0.000,0.375,1.000,30.0,
16.11.2025,18:4:35.560,120.986,184.090,174.614,4.439,0.000,250.0,250.0,294.191,83.350,13.431,283.973,182.895,113.409,69.486,112.044,19.924,1.506,18.418,18.417,0.000,1.250,0.000,30.0,
16.11.2025,18:4:36.560,115.549,173.325,163.849,4.466,0.001,250.0,250.0,296.088,65.375,14.240,213.054,139.817,86.695,53.122,85.654,20.904,1.544,19.360,19.360,0.000,0.000,2.250,30.0,
16.11.2025,18:4:37.562,114.189,187.870,178.433,4.450,0.000,250.0,250.0,290.257,121.180,15.126,184.099,122.812,76.158,46.654,75.235,290.034,130.656,159.378,111.651,0.000,0.125,2.375,30.0,
16.11.2025,18:4:38.557,111.470,183.025,173.392,4.502,0.000,250.0,250.0,255.628,173.671,14.158,204.154,134.479,83.387,51.092,82.381,368.312,168.442,199.869,430.432,0.000,0.500,2.375,30.0,
16.11.2025,18:4:39.572,110.111,179.861,170.165,4.615,0.000,250.0,250.0,211.042,45.050,12.817,139.346,93.869,58.204,35.665,57.498,18.200,1.502,16.698,16.698,0.000,0.375,0.000,30.0,
16.11.2025,18:4:40.588,115.549,183.776,173.914,4.635,0.000,250.0,250.0,177.764,144.349,12.433,388.743,247.382,153.399,93.983,151.552,140.999,64.246,76.753,113.999,0.000,1.000,2.625,30.0,
16.11.2025,18:4:41.591,112.830,183.776,173.914,4.635,0.000,250.0,250.0,452.758,95.167,12.297,183.230,120.310,74.609,45.701,73.711,82.408,30.734,51.674,276.999,0.000,0.125,0.125,30.0,
16.11.2025,18:4:42.587,118.267,197.786,188.403,4.409,0.000,250.0,250.0,330.381,158.549,12.766,231.797,150.583,93.378,57.205,92.251,376.992,163.961,213.031,193.522,0.000,2.375,2.500,30.0,
16.11.2025,18:4:43.591,118.267,180.146,170.688,4.425,0.000,250.0,250.0,296.482,186.613,13.205,353.631,225.849,140.051,85.798,138.363,445.901,125.295,320.606,17.428,0.000,0.000,0.000,30.0,
16.11.2025,18:4:44.589,115.549,170.963,161.495,4.465,0.000,250.0,250.0,294.068,105.114,13.382,354.016,226.178,140.248,85.930,138.560,37.869,3.912,33.957,17.085,0.000,1.375,1.125,30.0,
16.11.2025,18:4:45.592,112.830,170.963,161.495,4.465,0.000,250.0,250.0,293.357,88.891,13.452,305.488,196.183,121.650,74.533,120.189,19.633,1.486,18.147,18.146,0.000,0.500,0.000,30.0,
16.11.2025,18:4:46.591,115.549,194.854,185.349,4.442,0.000,250.0,250.0,287.177,57.728,13.380,181.446,119.890,74.333,45.557,73.436,24.747,4.998,19.749,19.749,0.000,1.375,1.750,30.0,
16.11.2025,18:4:47.590,108.752,180.399,170.968,4.446,0.000,250.0,250.0,290.475,166.619,12.955,235.910,153.177,94.982,58.195,93.832,378.547,162.505,216.042,260.046,0.000,2.125,2.625,30.0,
16.11.2025,18:4:48.598,116.908,177.920,168.386,4.508,0.001,250.0,250.0,277.001,33.405,12.287,95.090,66.602,41.297,25.305,40.794,18.215,1.342,16.873,16.249,0.000,0.875,2.375,30.0,
16.11.2025,18:4:49.587,116.908,169.855,160.085,4.622,0.000,250.0,250.0,188.841,33.838,12.328,96.854,67.720,41.990,25.730,41.488,17.909,1.330,16.579,16.450,0.000,1.125,0.875,30.0,
16.11.2025,18:4:50.587,106.033,173.354,163.607,4.595,0.000,250.0,250.0,213.663,20.980,12.802,55.607,42.432,26.307,16.125,25.988,10.694,0.772,9.922,9.150,0.000,0.375,2.375,30.0,
16.11.2025,18:4:51.593,111.470,191.322,181.844,4.469,0.000,250.0,250.0,115.244,145.536,13.773,392.420,250.544,155.354,95.190,153.483,143.238,66.115,77.123,108.119,0.000,2.125,0.000,30.0,
16.11.2025,18:4:52.585,114.189,172.807,163.155,4.589,0.000,250.0,250.0,451.373,163.663,13.574,413.373,263.266,163.247,100.019,161.281,127.664,52.291,75.373,266.543,0.000,1.000,0.500,19.0,
16.11.2025,18:4:53.589,118.267,174.069,164.521,4.497,0.000,250.0,250.0,443.480,100.081,12.813,348.157,222.285,137.836,84.449,136.171,20.592,1.570,19.022,17.911,0.000,1.125,1.625,19.0,
16.11.2025,18:4:54.596,115.549,187.458,178.012,4.447,0.001,250.0,250.0,286.189,88.693,12.241,306.885,196.432,121.802,74.630,120.340,18.647,1.582,17.065,17.309,0.000,1.625,0.000,19.0,
16.11.2025,18:4:55.593,115.549,169.510,160.103,4.436,0.000,250.0,250.0,288.976,69.546,12.225,232.619,150.561,93.364,57.197,92.239,20.066,1.530,18.536,17.121,0.000,0.375,1.125,19.0,
16.11.2025,18:4:56.600,114.189,186.998,177.535,4.431,0.000,250.0,250.0,286.683,97.813,12.554,180.982,119.161,73.884,45.277,72.998,132.262,56.066,76.196,208.753,0.000,2.375,1.875,19.0,
16.11.2025,18:4:57.586,116.908,188.659,179.167,4.465,0.000,250.0,250.0,292.979,210.433,13.058,322.920,206.917,128.302,78.615,126.755,426.712,138.708,288.004,374.337,0.000,0.125,1.875,9.0,
16.11.2025,18:4:58.588,110.111,179.769,170.226,4.552,0.000,250.0,250.0,293.517,33.802,13.609,95.118,67.434,41.818,25.616,41.316,18.418,1.419,16.999,16.274,0.000,0.000,1.625,9.0,
16.11.2025,18:4:59.592,115.549,180.196,170.314,4.689,0.000,250.0,250.0,217.467,69.708,14.441,232.743,152.063,94.293,57.770,93.155,17.972,1.333,16.638,16.673,0.000,1.500,2.375,9.0,
16.11.2025,18:5:0.592,114.189,185.709,175.858,4.662,0.000,250.0,250.0,221.583,48.158,14.859,157.890,106.252,65.881,40.371,65.081,10.720,0.858,9.862,9.810,0.000,1.250,2.375,9.0,
16.11.2025,18:5:1.586,115.549,173.204,163.861,4.421,0.001,250.0,250.0,126.338,153.253,13.726,352.270,226.091,140.194,85.897,138.495,218.243,91.124,127.119,139.371,0.000,1.000,2.500,9.0,
16.11.2025,18:5:2.590,112.830,168.283,158.499,4.646,0.000,250.0,250.0,340.120,188.775,13.059,424.229,269.787,167.292,102.495,165.264,210.237,93.067,117.170,325.153,0.000,0.375,1.750,9.0,
16.11.2025,18:5:3.596,116.908,185.331,175.631,4.589,0.000,250.0,250.0,467.792,101.098,12.158,351.027,223.638,138.675,84.963,136.997,22.647,1.674,20.973,18.228,0.000,1.375,1.750,9.0,
16.11.2025,18:5:4.585,115.549,177.779,168.363,4.464,0.000,250.0,250.0,335.002,125.469,12.471,351.521,224.144,138.984,85.160,137.318,143.493,37.484,106.009,18.111,0.000,0.500,0.000,9.0,
16.11.2025,18:5:5.586,115.549,186.338,176.812,4.477,0.000,250.0,250.0,287.399,100.121,12.866,347.786,222.076,137.708,84.368,136.042,21.426,1.571,19.855,17.509,0.000,2.625,1.125,9.0,
16.11.2025,18:5:6.593,125.064,186.402,176.985,4.467,0.000,250.0,250.0,288.529,101.938,13.266,356.549,227.751,141.215,86.536,139.513,18.644,1.382,17.262,17.262,0.000,0.250,1.750,9.0,
16.11.2025,18:5:7.590,114.189,188.308,178.822,4.460,0.000,250.0,250.0,288.650,90.695,13.390,312.369,200.578,124.380,76.198,122.881,19.531,1.444,18.087,18.087,0.000,2.125,0.000,9.0,
16.11.2025,18:5:8.596,112.830,167.497,158.035,4.458,0.000,250.0,250.0,286.752,72.160,13.532,240.126,155.996,96.726,59.270,95.565,20.637,1.525,19.112,19.112,0.000,1.750,1.625,9.0,
16.11.2025,18:5:9.590,119.627,193.817,183.955,4.639,0.001,250.0,250.0,202.483,34.454,12.970,97.235,68.354,42.392,25.962,41.878,19.052,1.412,17.640,17.640,0.000,0.750,1.125,9.0,
16.11.2025,18:5:10.597,119.627,171.694,161.936,4.624,0.000,250.0,250.0,203.541,84.523,12.823,300.045,192.419,119.319,73.100,117.882,10.128,0.746,9.382,9.382,0.000,0.500,2.500,9.0,
16.11.2025,18:5:11.587,116.908,151.376,141.865,4.511,0.000,250.0,250.0,275.880,281.140,12.486,468.503,296.796,184.029,112.767,181.813,423.072,142.901,280.171,708.866,0.000,0.000,0.000,9.0,
16.11.2025,18:5:12.596,111.470,169.940,160.337,4.550,0.000,250.0,250.0,446.285,123.346,12.774,358.386,228.492,141.682,86.810,139.970,123.509,29.098,94.411,18.323,0.000,1.125,0.500,9.0,
16.11.2025,18:5:13.586,118.267,183.151,173.603,4.462,0.000,250.0,250.0,287.803,99.667,13.356,347.923,222.538,137.989,84.549,136.322,18.455,1.370,17.085,17.085,0.000,1.125,1.625,9.0,
16.11.2025,18:5:14.591,115.549,184.319,174.854,4.478,0.000,250.0,250.0,295.790,81.711,13.574,277.202,178.864,110.909,67.955,109.567,20.191,1.539,18.652,18.652,0.000,1.000,2.375,9.0,
16.11.2025,18:5:15.587,120.986,177.270,167.786,4.476,0.000,250.0,250.0,290.978,100.142,13.123,174.792,115.673,71.731,43.942,70.870,108.524,43.598,64.926,294.236,0.000,1.500,2.500,9.0,
16.11.2025,18:5:16.590,111.470,171.782,162.327,4.468,0.000,250.0,250.0,288.369,150.028,12.648,241.179,156.272,96.903,59.369,95.728,357.166,165.603,191.563,123.855,0.000,1.625,0.500,9.0,
16.11.2025,18:5:17.591,110.111,172.058,162.500,4.504,0.000,250.0,250.0,293.895,149.099,12.295,351.507,224.031,138.920,85.111,137.242,262.214,64.080,198.134,17.451,0.000,1.625,0.000,9.0,
16.11.2025,18:5:18.597,119.627,189.466,179.920,4.514,0.000,250.0,250.0,294.488,173.525,12.507,241.257,156.220,96.866,59.354,95.704,374.217,153.536,220.681,324.904,0.000,2.125,0.000,9.0,
16.11.2025,18:5:19.586,115.549,180.365,170.530,4.668,0.000,250.0,250.0,201.323,35.092,12.638,96.064,67.427,41.802,25.625,41.299,24.860,5.748,19.112,16.344,0.000,2.125,2.500,9.0,
16.11.2025,18:5:20.599,115.549,184.059,174.193,4.662,0.000,250.0,250.0,196.771,82.420,13.573,284.707,183.522,113.796,69.726,112.418,18.059,1.338,16.721,10.343,0.000,2.000,0.500,9.0,
16.11.2025,18:5:21.599,125.064,169.779,160.275,4.453,0.000,250.0,250.0,141.212,19.987,13.987,51.649,40.701,25.235,15.466,24.941,9.688,0.714,8.974,8.513,0.000,1.125,0.000,9.0,
16.11.2025,18:5:22.598,112.830,170.936,161.434,4.523,0.000,250.0,250.0,217.335,224.308,15.076,494.832,314.818,195.211,119.607,192.850,445.019,126.171,318.848,20.645,0.000,2.375,2.625,9.0,
16.11.2025,18:5:23.586,115.549,173.517,163.817,4.610,0.000,250.0,250.0,474.431,162.418,14.849,428.972,273.582,169.636,103.946,167.588,106.313,30.266,76.047,252.976,0.000,0.000,0.000,9.0,
16.11.2025,18:5:24.589,115.549,188.069,178.334,4.592,0.001,250.0,250.0,428.334,126.409,13.537,353.049,225.718,139.970,85.748,138.280,144.552,37.341,107.210,18.688,0.000,0.000,1.125,19.0,
16.11.2025,18:5:25.596,122.346,190.358,180.369,4.788,0.000,250.0,250.0,286.557,138.449,12.330,174.073,114.941,71.274,43.667,70.411,281.291,127.805,153.486,335.213,0.000,1.500,2.250,19.0,
16.11.2025,18:5:26.587,118.267,182.913,173.154,4.638,0.000,250.0,250.0,262.657,98.348,12.332,341.338,217.777,135.036,82.741,133.406,21.680,1.601,20.079,17.486,0.000,2.375,2.000,19.0,
16.11.2025,18:5:27.589,116.908,172.735,163.299,4.420,0.000,250.0,250.0,291.421,86.338,12.640,296.627,190.234,117.962,72.272,116.537,19.871,1.623,18.248,17.368,0.000,0.500,1.750,19.0,
16.11.2025,18:5:28.596,112.830,182.512,172.975,4.481,0.000,250.0,250.0,283.735,67.598,12.978,224.420,145.971,90.512,55.459,89.423,20.017,1.482,18.535,17.181,0.000,1.375,0.625,19.0,
16.11.2025,18:5:29.596,111.470,169.707,159.961,4.620,0.001,250.0,250.0,246.067,33.978,13.188,96.691,68.145,42.252,25.893,41.749,17.642,1.311,16.331,16.579,0.000,1.000,1.625,19.0,
