Date,Time,"VR VCC 전류 (SVID IOUT) [A]","CPU 패키지 전력 소비 [W]","IA 코어 전력 소비 [W]","시스템 에이전트 전력 소비 [W]","나머지 칩 전력 소비 [W]","PL1 전력 제한 (Static) [W]","PL2 전력 제한 (Static) [W]","GPU 전력 소비 [W]","GPU 라인 전력 소비 (avg) [W]","GPU PCIe +12V 입력 전력 소비 [W]","GPU 12VHPWR 전력 소비 [W]","GPU Unknown Rail (D6) 전력 소비 (sum) [W]","GPU Core (NVVDD) 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D4) 전력 소비 (sum) [W]","GPU Misc0 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D) 전력 소비 (sum) [W]","GPU Unknown Rail (10) 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","PCH 전력 소비 [W]","총 전력 소비 [W]","총 전력 소비 [W]","T3 [°C]",
16.11.2025,18:2:15.191,111.470,177.142,167.827,4.463,0.001,250.0,250.0,285.425,97.701,12.057,343.176,218.704,135.611,83.093,133.981,17.811,1.325,16.486,14.764,0.000,2.375,0.625,30.0,
16.11.2025,18:2:16.190,114.189,171.764,162.437,4.435,0.000,250.0,250.0,286.752,68.187,12.308,230.690,149.457,92.669,56.788,91.556,17.014,1.271,15.743,14.376,0.000,1.125,2.500,30.0,
16.11.2025,18:2:17.178,107.392,180.867,171.401,4.444,0.000,250.0,250.0,289.240,154.776,12.537,227.073,147.590,91.510,56.080,90.407,370.336,169.774,200.561,181.895,0.000,2.500,0.000,30.0,
16.11.2025,18:2:18.191,112.830,179.922,170.544,4.425,0.000,250.0,250.0,279.371,170.135,13.160,299.677,192.637,119.452,73.185,118.013,414.894,140.829,274.066,55.436,0.000,1.375,0.000,30.0,
16.11.2025,18:2:19.181,112.830,162.713,153.191,4.507,0.000,250.0,250.0,241.974,31.611,13.756,90.207,64.475,39.977,24.498,39.499,14.912,1.114,13.798,13.869,0.000,1.750,2.500,30.0,
16.11.2025,18:2:20.184,108.752,187.495,177.832,4.634,0.000,250.0,250.0,214.356,87.771,14.624,189.702,125.533,77.840,47.693,76.896,120.890,49.543,71.347,103.642,0.000,1.875,1.125,30.0,
16.11.2025,18:2:21.191,19.032,67.612,59.218,3.740,0.000,250.0,250.0,198.375,31.351,14.344,88.978,64.079,39.737,24.342,39.259,14.633,1.107,13.526,13.503,0.000,0.000,0.000,30.0,
16.11.2025,18:2:22.180,118.267,152.130,142.961,4.323,0.000,250.0,250.0,298.205,99.480,13.478,348.153,222.705,138.093,84.612,136.437,17.981,1.343,16.638,15.365,0.000,1.125,2.250,30.0,
16.11.2025,18:2:23.183,119.627,171.156,161.850,4.435,0.000,250.0,250.0,332.644,62.777,12.288,208.315,135.676,84.124,51.552,83.107,19.060,3.094,15.966,14.588,0.000,2.500,1.375,30.0,
16.11.2025,18:2:24.200,111.470,177.292,167.920,4.430,0.001,250.0,250.0,285.631,159.710,12.060,256.606,165.405,102.567,62.838,101.321,385.494,153.573,231.921,125.318,0.000,0.500,2.250,30.0,
16.11.2025,18:2:25.220,114.189,166.208,156.841,4.415,0.000,250.0,250.0,284.050,160.243,12.493,341.175,217.833,135.066,82.767,133.435,331.764,86.981,244.782,16.132,0.000,0.000,1.125,30.0,
16.11.2025,18:2:26.228,106.033,173.246,163.816,4.416,0.001,250.0,250.0,287.324,90.599,12.767,315.145,201.930,125.204,76.726,123.692,17.802,1.382,16.420,14.917,0.000,0.375,2.625,30.0,
16.11.2025,18:2:27.233,114.189,173.988,164.555,4.443,0.000,250.0,250.0,286.882,57.605,13.044,186.725,122.958,76.240,46.718,75.330,20.185,4.265,15.920,14.670,0.000,0.375,0.625,30.0,
16.11.2025,18:2:28.239,114.189,169.605,160.150,4.432,0.000,250.0,250.0,282.812,162.565,13.243,198.080,130.199,80.731,49.468,79.761,336.400,153.669,182.732,401.368,0.000,0.375,0.750,30.0,
16.11.2025,18:2:29.229,111.470,171.841,162.392,4.442,0.000,250.0,250.0,295.446,226.757,13.556,329.971,211.571,131.188,80.383,129.605,432.674,135.722,296.952,505.948,0.000,0.000,0.500,30.0,
16.11.2025,18:2:30.233,114.189,180.304,170.644,4.584,0.000,250.0,250.0,239.330,31.623,12.874,90.713,64.243,39.842,24.401,39.364,15.311,1.136,14.175,14.175,0.000,0.000,1.250,30.0,
16.11.2025,18:2:31.230,36.704,181.688,171.935,4.596,0.000,250.0,250.0,225.160,31.460,12.304,90.665,63.862,39.596,24.266,39.118,15.278,1.138,14.140,14.234,0.000,1.625,2.500,30.0,
16.11.2025,18:2:32.229,21.750,31.633,23.517,3.603,0.000,250.0,250.0,135.582,18.751,11.749,43.305,34.144,21.178,12.966,20.921,14.782,1.101,13.681,13.681,0.000,0.000,0.000,30.0,
16.11.2025,18:2:33.233,119.627,38.801,30.569,3.655,0.000,250.0,250.0,65.352,177.143,12.515,270.746,174.964,108.489,66.475,107.177,291.172,95.044,196.128,448.721,0.000,0.000,2.375,30.0,
16.11.2025,18:2:34.226,106.033,138.488,129.288,4.251,0.000,250.0,250.0,122.838,217.309,13.415,442.317,281.355,174.462,106.893,172.362,413.720,132.888,280.832,154.848,0.000,2.250,2.250,30.0,
16.11.2025,18:2:35.238,111.470,169.289,159.846,4.517,0.000,250.0,250.0,372.637,211.680,13.584,456.480,289.957,179.791,110.166,177.623,435.439,124.534,310.905,18.323,0.000,0.375,1.625,19.0,
16.11.2025,18:2:36.232,111.470,183.684,174.233,4.442,0.000,250.0,250.0,380.462,183.355,12.994,348.483,222.595,138.021,84.574,136.355,437.576,134.747,302.829,15.377,0.000,2.500,0.000,19.0,
16.11.2025,18:2:37.233,115.549,159.712,150.333,4.427,0.000,250.0,250.0,288.978,98.572,12.378,347.422,221.570,137.391,84.179,135.737,16.082,1.200,14.882,14.882,0.000,1.000,0.375,19.0,
16.11.2025,18:2:38.235,116.908,170.134,160.663,4.430,0.001,250.0,250.0,283.582,73.174,12.099,248.911,160.459,99.499,60.960,98.290,17.617,1.333,16.284,16.284,0.000,0.000,1.125,19.0,
16.11.2025,18:2:39.239,111.470,185.176,175.708,4.466,0.000,250.0,250.0,297.024,159.306,12.355,227.412,147.669,91.559,56.110,90.456,364.285,172.099,192.186,238.925,0.000,0.000,0.375,19.0,
16.11.2025,18:2:40.232,116.908,172.826,163.347,4.443,0.000,250.0,250.0,288.532,182.342,12.847,350.510,223.818,138.785,85.033,137.106,430.003,123.116,306.887,15.319,0.000,0.000,1.125,19.0,
16.11.2025,18:2:41.236,110.111,172.035,162.627,4.416,0.000,250.0,250.0,288.718,98.135,13.365,344.674,220.484,136.723,83.761,135.068,16.161,1.208,14.953,14.953,0.000,1.125,0.000,19.0,
16.11.2025,18:2:42.229,110.111,176.850,167.274,4.539,0.001,250.0,250.0,262.376,90.499,14.245,315.115,202.838,125.773,77.065,124.261,15.658,1.279,14.379,14.376,0.000,2.250,1.250,19.0,
16.11.2025,18:2:43.238,110.111,181.299,171.492,4.582,0.000,250.0,250.0,194.534,23.964,14.780,58.976,45.743,28.367,17.376,28.024,15.852,1.182,14.670,14.670,0.000,1.750,1.125,19.0,
16.11.2025,18:2:44.229,107.392,169.840,160.301,4.501,0.000,250.0,250.0,194.831,19.058,13.824,49.179,39.074,24.226,14.848,23.944,8.709,0.643,8.066,8.066,0.000,0.375,1.125,19.0,
16.11.2025,18:2:45.239,25.829,154.280,145.103,4.229,0.000,250.0,250.0,84.870,15.730,12.658,39.327,32.248,19.999,12.249,19.754,7.226,0.616,6.610,6.610,0.000,0.500,0.000,19.0,
16.11.2025,18:2:46.226,17.672,26.457,18.420,3.524,0.000,250.0,250.0,51.004,14.350,11.438,36.365,29.648,18.388,11.260,18.167,6.316,0.606,5.710,5.606,0.000,0.000,0.000,19.0,
16.11.2025,18:2:47.235,27.188,26.784,18.778,3.507,0.000,250.0,250.0,47.200,13.438,11.728,33.026,27.761,17.216,10.545,17.008,5.900,0.601,5.299,5.299,0.000,0.000,0.000,19.0,
16.11.2025,18:2:48.234,20.391,25.545,17.491,3.520,0.000,250.0,250.0,45.225,13.480,12.107,32.874,27.897,17.295,10.602,17.087,5.843,0.595,5.248,5.257,0.000,0.000,0.000,19.0,
16.11.2025,18:2:49.240,114.189,78.569,70.142,3.871,0.001,250.0,250.0,44.897,132.709,13.186,388.484,247.677,153.575,94.102,151.728,84.986,39.272,45.714,108.367,0.000,1.625,1.250,19.0,
16.11.2025,18:2:50.228,114.189,172.030,162.546,4.515,0.000,250.0,250.0,379.942,210.096,13.377,460.563,292.649,181.464,111.185,179.268,369.080,158.908,210.172,124.294,0.000,1.625,0.000,19.0,
16.11.2025,18:2:51.229,123.705,188.789,179.283,4.497,0.000,250.0,250.0,463.972,167.055,13.471,329.884,211.398,131.075,80.323,129.492,333.388,151.461,181.927,108.130,0.000,0.875,0.000,19.0,
16.11.2025,18:2:52.229,112.830,178.959,169.544,4.370,0.000,250.0,250.0,364.337,179.315,13.364,350.073,223.885,138.824,85.061,137.145,413.593,111.801,301.792,17.609,0.000,1.500,0.125,19.0,
16.11.2025,18:2:53.236,116.908,195.051,185.709,4.369,0.001,250.0,250.0,288.410,97.373,12.927,340.133,217.469,134.844,82.625,133.225,18.582,1.378,17.204,15.342,0.000,0.875,1.750,19.0,
16.11.2025,18:2:54.239,115.549,164.622,155.221,4.400,0.000,250.0,250.0,285.448,73.769,12.167,204.094,133.122,82.537,50.585,81.542,24.685,8.505,16.180,124.268,0.000,2.375,1.250,19.0,
16.11.2025,18:2:55.227,115.549,163.701,154.331,4.369,0.000,250.0,250.0,283.329,116.265,12.128,165.868,109.764,68.063,41.701,67.235,292.154,132.629,159.525,113.584,0.000,0.500,0.000,19.0,
16.11.2025,18:2:56.233,112.830,168.807,159.187,4.553,0.001,250.0,250.0,245.169,130.512,12.779,164.697,109.488,67.885,41.603,67.070,306.898,138.119,168.779,227.799,0.000,1.375,2.500,19.0,
16.11.2025,18:2:57.239,104.673,179.679,169.906,4.594,0.000,250.0,250.0,205.128,31.892,13.170,91.018,64.621,40.065,24.556,39.587,15.698,1.169,14.529,14.505,0.000,1.000,2.500,19.0,
16.11.2025,18:2:58.234,107.392,163.145,153.829,4.365,0.000,250.0,250.0,199.453,19.174,12.992,50.418,39.329,24.392,14.937,24.098,8.952,0.697,8.255,7.673,0.000,0.125,0.000,19.0,
16.11.2025,18:2:59.225,115.549,175.914,166.748,4.285,0.000,250.0,250.0,57.337,58.763,12.271,81.598,57.991,35.962,22.029,35.523,120.043,48.311,71.732,102.173,0.000,0.250,2.500,19.0,
16.11.2025,18:3:0.239,115.549,167.585,157.984,4.527,0.000,250.0,250.0,453.425,216.407,12.348,472.730,299.340,185.613,113.727,183.382,439.304,124.754,314.551,18.323,0.000,2.125,1.750,19.0,
16.11.2025,18:3:1.232,120.986,172.566,163.003,4.515,0.000,250.0,250.0,462.418,182.237,12.410,431.120,273.498,169.594,103.904,167.542,148.958,44.542,104.416,366.386,0.000,1.000,1.125,19.0,
16.11.2025,18:3:2.237,107.392,183.900,174.388,4.479,0.000,250.0,250.0,363.542,99.341,12.488,349.706,223.040,138.310,84.730,136.643,16.577,1.235,15.342,15.342,0.000,0.000,2.375,19.0,
16.11.2025,18:3:3.237,116.908,189.591,180.181,4.404,0.000,250.0,250.0,288.717,64.238,12.903,212.456,138.622,85.960,52.662,84.918,18.749,1.392,17.357,17.357,0.000,1.375,2.500,19.0,
16.11.2025,18:3:4.233,118.267,178.741,169.345,4.442,0.001,250.0,250.0,285.765,98.920,13.588,158.362,105.900,65.668,40.232,64.879,82.196,31.118,51.078,376.179,0.000,0.375,0.500,19.0,
16.11.2025,18:3:5.237,112.830,207.629,198.130,4.452,0.000,250.0,250.0,287.686,201.301,14.545,295.033,190.680,118.239,72.441,116.811,410.536,137.189,273.347,384.189,0.000,0.375,0.500,19.0,
16.11.2025,18:3:6.227,114.189,177.117,167.499,4.523,0.000,250.0,250.0,235.490,91.606,14.865,318.613,205.378,127.353,78.025,125.817,15.727,1.174,14.552,14.552,0.000,0.500,2.500,19.0,
16.11.2025,18:3:7.236,122.346,182.501,172.641,4.666,0.000,250.0,250.0,228.155,146.052,13.751,318.619,204.727,126.950,77.777,125.414,289.253,75.999,213.254,14.776,0.000,1.750,1.125,19.0,
16.11.2025,18:3:8.237,110.111,175.783,166.154,4.504,0.000,250.0,250.0,182.662,20.210,12.461,54.422,41.481,25.720,15.761,25.414,9.166,0.660,8.506,8.506,0.000,1.500,0.000,19.0,
16.11.2025,18:3:9.229,118.267,165.691,156.371,4.327,0.000,250.0,250.0,57.385,15.355,11.696,38.612,31.202,19.346,11.856,19.113,7.496,0.628,6.868,6.729,0.000,1.125,0.875,19.0,
16.11.2025,18:3:10.232,114.189,186.620,177.027,4.510,0.000,250.0,250.0,373.887,235.918,12.603,459.922,291.721,180.883,110.838,178.700,341.913,154.915,186.998,440.688,0.000,1.500,1.250,56.0,
16.11.2025,18:3:11.236,111.470,157.674,148.068,4.504,0.000,250.0,250.0,462.948,239.649,12.936,478.429,303.468,188.179,115.289,185.911,368.767,171.753,197.014,374.739,0.000,0.500,2.750,56.0,
16.11.2025,18:3:12.240,115.549,176.774,167.185,4.528,0.000,250.0,250.0,389.853,90.323,13.078,311.952,200.093,124.068,76.025,122.569,19.792,1.576,18.216,15.860,0.000,1.125,0.250,56.0,
16.11.2025,18:3:13.246,118.267,187.171,177.691,4.446,0.000,250.0,250.0,284.733,63.811,13.293,209.811,137.272,85.115,52.157,84.084,20.429,3.768,16.661,15.519,0.000,1.000,2.375,56.0,
16.11.2025,18:3:14.247,114.189,189.268,179.862,4.404,0.002,250.0,250.0,291.366,183.800,13.518,223.153,145.800,90.415,55.385,89.323,368.611,170.284,198.327,483.184,0.000,0.000,1.125,56.0,
16.11.2025,18:3:15.246,120.986,179.025,169.597,4.387,0.000,250.0,250.0,283.756,184.787,13.188,349.575,223.451,138.554,84.897,136.887,441.835,125.967,315.868,17.645,0.000,1.000,0.500,56.0,
16.11.2025,18:3:16.250,114.189,174.427,164.980,4.444,0.000,250.0,250.0,266.762,203.326,12.777,305.257,195.865,121.445,74.420,119.982,416.819,138.102,278.717,369.873,0.000,0.500,0.500,30.0,
16.11.2025,18:3:17.245,110.111,182.408,172.679,4.597,0.000,250.0,250.0,215.292,32.011,12.013,92.141,64.596,40.052,24.544,39.574,16.117,1.200,14.917,14.953,0.000,2.375,2.000,30.0,
16.11.2025,18:3:18.247,116.908,166.031,156.274,4.557,0.000,250.0,250.0,207.814,20.569,12.356,55.702,42.212,26.179,16.033,25.860,9.352,0.680,8.672,8.642,0.000,2.250,1.750,30.0,
16.11.2025,18:3:19.248,116.908,175.113,165.889,4.308,0.000,250.0,250.0,82.733,16.369,12.706,41.086,33.365,20.691,12.674,20.433,7.878,0.642,7.236,6.979,0.000,1.625,2.625,30.0,
16.11.2025,18:3:20.243,115.549,178.806,169.214,4.510,0.001,250.0,250.0,394.196,209.705,13.539,460.850,292.627,181.452,111.175,179.259,419.997,112.739,307.257,18.158,0.000,0.500,1.750,30.0,
16.11.2025,18:3:21.242,110.111,168.532,158.646,4.656,0.001,250.0,250.0,465.913,193.721,13.108,444.683,282.304,175.048,107.256,172.940,361.709,97.525,264.184,18.453,0.000,1.500,1.500,30.0,
16.11.2025,18:3:22.252,115.549,181.769,172.044,4.601,0.000,250.0,250.0,344.109,119.896,12.386,167.410,110.858,68.737,42.121,67.910,185.979,82.352,103.627,357.579,0.000,1.500,1.875,30.0,
16.11.2025,18:3:23.255,122.346,190.957,181.410,4.457,0.000,250.0,250.0,289.962,154.178,12.114,246.609,159.288,98.768,60.520,97.581,375.952,158.840,217.112,115.000,0.000,0.000,1.125,30.0,
16.11.2025,18:3:24.248,116.908,170.047,160.616,4.443,0.000,250.0,250.0,283.589,185.786,12.442,351.540,224.173,139.011,85.162,137.332,444.943,126.003,318.940,18.319,0.000,1.000,1.625,30.0,
