Date,Time,"VR VCC 전류 (SVID IOUT) [A]","CPU 패키지 전력 소비 [W]","IA 코어 전력 소비 [W]","시스템 에이전트 전력 소비 [W]","PL1 전력 제한 (Static) [W]","PL2 전력 제한 (Static) [W]","GPU 전력 소비 [W]","GPU 라인 전력 소비 (avg) [W]","GPU PCIe +12V 입력 전력 소비 [W]","GPU 12VHPWR 전력 소비 [W]","GPU Unknown Rail (D6) 전력 소비 (sum) [W]","GPU Core (NVVDD) 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D4) 전력 소비 (sum) [W]","GPU Misc0 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D) 전력 소비 (sum) [W]","GPU Unknown Rail (10) 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","나머지 칩 전력 소비 [W]","PCH 전력 소비 [W]","총 전력 소비 [W]","총 전력 소비 [W]","T3 [°C]",
17.11.2025,9:28:23.556,17.672,34.093,24.948,3.596,250.0,250.0,29.029,5.519,6.031,9.374,9.562,5.935,3.627,5.861,5.112,0.526,4.586,4.578,0.000,0.002,0.000,0.500,19.0,
17.11.2025,9:28:24.568,31.266,29.794,19.565,3.592,250.0,250.0,17.502,5.806,5.150,11.396,10.258,6.362,3.896,6.289,5.084,0.523,4.561,4.543,0.000,0.000,0.000,0.000,19.0,
17.11.2025,9:28:25.564,25.829,34.042,24.027,3.588,250.0,250.0,21.621,9.307,6.332,23.582,18.551,11.500,7.051,11.365,5.071,0.519,4.552,4.543,0.000,0.000,0.000,0.000,19.0,
17.11.2025,9:28:26.556,1.359,37.256,27.234,3.736,250.0,250.0,20.867,5.402,5.843,9.193,9.329,5.788,3.541,5.714,5.047,0.521,4.526,4.518,0.000,0.000,0.000,0.000,19.0,
17.11.2025,9:28:27.559,17.672,24.853,15.200,3.396,250.0,250.0,17.782,7.692,6.771,17.020,14.756,9.149,5.607,9.039,5.036,0.518,4.518,4.510,0.000,0.000,0.000,0.000,19.0,
17.11.2025,9:28:28.558,16.313,32.016,22.546,3.224,250.0,250.0,23.745,5.719,6.684,9.608,10.100,6.270,3.830,6.196,5.008,0.516,4.492,4.484,0.000,0.000,0.000,0.000,19.0,
17.11.2025,9:28:29.558,23.110,33.098,23.449,3.432,250.0,250.0,22.582,23.863,12.781,69.427,50.985,31.612,19.373,31.233,7.955,0.701,7.254,7.312,0.000,0.000,0.000,0.000,19.0,
17.11.2025,9:28:30.555,19.032,37.751,28.387,3.748,250.0,250.0,79.771,21.707,12.382,61.473,45.800,28.404,17.396,28.062,8.127,0.713,7.414,7.303,0.001,0.000,0.000,0.000,19.0,
17.11.2025,9:28:31.562,16.313,32.355,24.233,3.562,250.0,250.0,77.828,20.850,12.038,58.681,43.859,27.195,16.664,26.878,7.964,0.701,7.263,7.253,0.000,0.000,0.000,0.000,19.0,
17.11.2025,9:28:32.562,13.594,26.693,18.966,3.259,250.0,250.0,71.550,20.705,11.522,58.678,43.547,26.998,16.549,26.668,7.932,0.699,7.233,7.223,0.000,0.000,0.000,0.000,19.0,
17.11.2025,9:28:33.564,17.672,26.078,18.482,3.213,250.0,250.0,72.760,21.231,11.909,60.269,44.766,27.759,17.007,27.417,7.975,0.701,7.274,7.233,0.000,0.000,0.000,0.500,19.0,
