Date,Time,"VR VCC 전류 (SVID IOUT) [A]","CPU 패키지 전력 소비 [W]","IA 코어 전력 소비 [W]","시스템 에이전트 전력 소비 [W]","PL1 전력 제한 (Static) [W]","PL2 전력 제한 (Static) [W]","GPU 전력 소비 [W]","GPU 라인 전력 소비 (avg) [W]","GPU PCIe +12V 입력 전력 소비 [W]","GPU 12VHPWR 전력 소비 [W]","GPU Unknown Rail (D6) 전력 소비 (sum) [W]","GPU Core (NVVDD) 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D4) 전력 소비 (sum) [W]","GPU Misc0 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D) 전력 소비 (sum) [W]","GPU Unknown Rail (10) 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","PCH 전력 소비 [W]","나머지 칩 전력 소비 [W]","총 전력 소비 [W]","총 전력 소비 [W]","T3 [°C]",
11.11.2025,14:44:55.609,29.907,104.211,95.640,3.823,250.0,250.0,301.100,167.765,13.497,292.390,187.965,116.546,71.419,115.142,203.260,58.451,144.809,474.171,0.000,0.000,0.500,0.000,9.0,
11.11.2025,14:44:56.602,32.625,110.064,101.548,3.843,250.0,250.0,308.496,164.595,12.783,295.417,189.417,117.444,71.973,116.028,178.754,50.503,128.251,485.383,0.000,0.000,0.000,0.000,9.0,
11.11.2025,14:44:57.615,58.454,102.369,93.886,3.806,250.0,250.0,283.387,90.662,12.129,214.635,138.932,86.146,52.786,85.107,152.297,38.970,113.327,12.290,0.000,0.000,2.625,0.000,9.0,
11.11.2025,14:44:58.614,25.829,121.345,112.690,3.884,250.0,250.0,184.740,28.230,12.014,82.017,58.325,36.163,22.162,35.722,12.290,0.919,11.371,11.312,0.000,0.000,0.000,1.125,9.0,
11.11.2025,14:44:59.608,44.860,38.973,31.207,3.228,250.0,250.0,174.847,137.364,12.420,321.816,205.240,127.268,77.972,125.733,244.751,71.791,172.960,13.693,0.000,0.000,0.500,1.500,9.0,
11.11.2025,14:45:0.604,108.752,114.762,106.139,3.905,250.0,250.0,334.288,125.650,12.743,305.691,195.640,121.320,74.320,119.856,206.718,59.177,147.541,13.492,0.000,0.000,0.000,0.000,9.0,
11.11.2025,14:45:1.607,19.032,99.923,91.413,3.824,250.0,250.0,306.264,142.414,13.675,299.990,192.650,119.456,73.194,118.018,179.372,51.112,128.261,248.415,0.000,0.000,0.000,1.250,9.0,
11.11.2025,14:45:2.606,27.188,104.637,96.070,3.847,250.0,250.0,307.680,152.938,14.754,297.467,191.765,118.916,72.849,117.478,172.139,49.062,123.077,371.877,0.000,0.000,0.000,0.000,9.0,
11.11.2025,14:45:3.614,35.344,104.335,95.757,3.874,250.0,250.0,308.813,166.846,15.086,298.516,192.685,119.483,73.202,118.032,188.392,53.939,134.453,474.672,0.000,0.000,0.000,0.375,9.0,
11.11.2025,14:45:4.605,106.033,104.476,95.886,3.841,250.0,250.0,309.047,73.739,13.812,205.762,134.783,83.578,51.205,82.561,76.092,18.239,57.853,13.503,0.000,0.000,2.375,1.250,9.0,
11.11.2025,14:45:5.607,21.750,111.376,102.771,3.881,250.0,250.0,189.750,29.743,12.739,85.496,60.929,37.779,23.150,37.325,13.679,1.024,12.655,12.655,0.000,0.000,0.000,0.000,9.0,
11.11.2025,14:45:6.612,101.955,89.038,80.709,3.664,250.0,250.0,145.464,138.184,12.076,327.436,208.569,129.327,79.242,127.769,243.798,70.985,172.813,9.823,0.000,0.000,0.000,0.000,9.0,
11.11.2025,14:45:7.609,100.595,81.201,73.092,3.552,250.0,250.0,337.837,139.850,12.446,335.128,213.377,132.312,81.065,130.718,239.614,68.743,170.871,14.222,0.000,0.000,1.625,0.000,9.0,
11.11.2025,14:45:8.607,74.767,114.300,105.692,3.911,250.0,250.0,341.090,138.170,12.797,324.570,207.158,128.452,78.706,126.906,244.308,70.616,173.692,14.493,0.000,0.000,0.000,1.125,9.0,
11.11.2025,14:45:9.614,100.595,117.220,108.641,3.879,250.0,250.0,336.962,147.508,13.345,340.559,217.402,134.809,82.593,133.179,266.350,76.189,190.161,20.496,0.000,0.000,1.125,0.000,9.0,
11.11.2025,14:45:10.608,31.266,116.215,107.613,3.919,250.0,250.0,327.614,172.933,13.410,295.949,189.985,117.807,72.178,116.393,181.296,51.405,129.891,561.016,0.000,0.000,0.000,0.375,9.0,
11.11.2025,14:45:11.607,115.549,102.004,93.390,3.867,250.0,250.0,307.255,80.141,13.471,206.399,134.919,83.657,51.262,82.653,107.889,26.996,80.893,13.268,0.000,0.000,0.000,0.750,9.0,
11.11.2025,14:45:12.614,24.469,115.232,106.550,3.915,250.0,250.0,202.196,29.769,13.139,84.866,60.787,37.689,23.098,37.235,14.335,1.067,13.268,12.208,0.000,0.000,1.250,0.000,9.0,
11.11.2025,14:45:13.607,54.376,91.061,82.758,3.635,250.0,250.0,158.574,135.711,12.826,332.681,212.265,131.619,80.646,130.035,221.449,65.633,155.816,14.140,0.000,0.000,1.125,1.625,9.0,
11.11.2025,14:45:14.611,106.033,86.093,77.808,3.682,250.0,250.0,338.445,167.459,12.354,342.257,217.809,135.055,82.754,133.425,263.014,75.734,187.280,224.906,0.000,0.000,0.500,2.625,9.0,
11.11.2025,14:45:15.601,103.314,120.119,111.450,3.902,250.0,250.0,339.998,148.996,12.709,334.705,213.345,132.297,81.048,130.704,285.269,82.468,202.801,14.612,0.000,0.000,1.250,0.000,9.0,
11.11.2025,14:45:16.612,38.063,110.155,101.594,3.904,250.0,250.0,340.955,137.499,13.262,325.069,207.791,128.842,78.949,127.284,231.858,65.777,166.082,30.074,0.000,0.000,0.000,0.375,9.0,
11.11.2025,14:45:17.606,62.532,109.580,100.944,3.881,250.0,250.0,335.035,200.643,13.581,333.803,213.361,132.302,81.059,130.697,224.618,63.107,161.511,652.396,0.000,0.000,2.000,0.000,9.0,
11.11.2025,14:45:18.615,104.673,108.272,99.693,3.866,250.0,250.0,309.340,75.501,13.076,208.669,135.883,84.250,51.633,83.235,82.335,20.152,62.183,13.598,0.000,0.000,0.000,0.500,9.0,
11.11.2025,14:45:19.610,16.313,149.763,141.102,3.933,250.0,250.0,178.449,29.217,12.425,84.127,59.894,37.136,22.758,36.682,13.426,1.006,12.420,12.301,0.000,0.000,0.000,0.000,9.0,
11.11.2025,14:45:20.603,104.673,45.887,38.146,3.245,250.0,250.0,208.055,138.862,12.327,334.227,212.815,131.965,80.850,130.372,235.697,67.559,168.138,14.670,0.000,0.000,0.000,0.000,9.0,
11.11.2025,14:45:21.601,99.236,107.522,98.920,3.886,250.0,250.0,336.304,134.127,12.600,339.869,216.424,134.206,82.218,132.589,204.204,57.742,146.462,14.953,0.000,0.000,0.750,0.000,122.0,
11.11.2025,14:45:22.607,101.955,113.084,104.445,3.900,250.0,250.0,338.239,152.254,12.870,337.448,215.209,133.451,81.758,131.846,235.393,66.248,169.145,139.175,0.000,0.000,0.500,0.000,122.0,
11.11.2025,14:45:23.601,101.955,128.792,120.133,3.906,250.0,250.0,341.941,164.954,13.457,321.333,205.549,127.450,78.099,125.917,201.340,56.006,145.335,375.055,0.000,0.000,0.500,0.000,122.0,
11.11.2025,14:45:24.623,21.750,110.125,101.500,3.925,250.0,250.0,338.068,199.900,14.160,319.424,204.901,127.053,77.848,125.518,173.404,47.926,125.478,783.290,0.000,0.000,0.000,2.000,122.0,
11.11.2025,14:45:25.636,108.752,119.396,110.768,3.936,250.0,250.0,292.879,92.154,14.845,225.092,146.968,91.134,55.834,90.036,141.763,35.568,106.195,14.105,0.000,0.000,0.875,0.000,122.0,
11.11.2025,14:45:26.645,101.955,129.884,121.177,3.941,250.0,250.0,147.783,185.019,14.769,316.842,203.845,126.396,77.449,124.873,201.891,57.244,144.647,582.229,0.000,0.000,2.625,0.000,122.0,
11.11.2025,14:45:27.645,107.392,79.184,70.964,3.598,250.0,250.0,331.616,137.273,13.480,310.831,199.147,123.490,75.657,122.005,203.594,57.526,146.068,120.928,0.000,0.001,1.625,0.000,122.0,
11.11.2025,14:45:28.638,106.033,119.309,110.319,4.212,250.0,250.0,337.313,136.778,12.480,332.800,212.033,131.479,80.554,129.885,226.525,63.640,162.885,15.496,0.000,0.000,2.500,0.000,122.0,
11.11.2025,14:45:29.644,101.955,112.244,103.532,3.937,250.0,250.0,343.600,208.905,12.241,345.234,219.547,136.141,83.406,134.500,233.839,66.477,167.362,690.306,0.000,0.000,1.500,0.375,122.0,
11.11.2025,14:45:30.639,108.752,110.411,101.814,3.895,250.0,250.0,343.291,121.365,12.655,300.234,192.200,119.172,73.028,117.735,191.899,53.865,138.034,14.824,0.000,0.000,1.125,0.750,122.0,
11.11.2025,14:45:31.648,110.111,114.963,106.414,3.839,250.0,250.0,314.314,123.728,12.981,302.022,193.556,120.014,73.542,118.564,200.797,56.582,144.215,15.012,0.000,0.000,1.875,1.375,122.0,
11.11.2025,14:45:32.648,24.469,122.106,113.445,3.904,250.0,250.0,239.696,30.946,13.169,88.280,62.911,39.015,23.896,38.549,14.918,1.108,13.810,13.810,0.000,0.000,0.000,0.500,122.0,
11.11.2025,14:45:33.668,69.329,89.276,81.051,3.598,250.0,250.0,129.014,144.644,13.525,336.735,215.145,133.403,81.742,131.798,235.331,69.354,165.977,63.428,0.000,0.000,0.000,0.000,122.0,
11.11.2025,14:45:34.688,106.033,85.915,77.708,3.586,250.0,250.0,335.247,136.981,13.629,328.233,209.914,130.163,79.751,128.595,232.181,65.778,166.403,15.165,0.000,0.000,0.000,0.500,122.0,
11.11.2025,14:45:35.682,54.376,121.987,113.321,3.911,250.0,250.0,340.458,181.022,13.097,330.531,211.088,130.892,80.196,129.312,210.920,59.492,151.428,493.266,0.000,0.000,1.125,0.000,56.0,
11.11.2025,14:45:36.688,101.955,111.880,103.293,3.898,250.0,250.0,343.752,140.338,12.628,340.650,217.031,134.582,82.449,132.952,233.708,65.325,168.383,15.672,0.000,0.000,2.750,1.375,56.0,
11.11.2025,14:45:37.682,95.158,122.718,114.072,3.908,250.0,250.0,346.369,198.554,12.372,327.747,208.844,129.503,79.341,127.945,197.120,55.537,141.583,705.550,0.000,0.000,0.500,0.000,56.0,
11.11.2025,14:45:38.687,59.813,121.461,112.825,3.931,250.0,250.0,330.573,84.298,12.722,204.989,133.375,82.698,50.677,81.708,131.207,32.715,98.493,14.400,0.000,0.000,0.875,0.500,56.0,
11.11.2025,14:45:39.678,29.907,146.059,137.352,3.972,250.0,250.0,189.592,30.125,13.156,85.986,61.490,38.123,23.367,37.670,14.206,1.056,13.150,13.044,0.000,0.000,0.000,0.000,77.0,
11.11.2025,14:45:40.685,101.955,41.588,33.764,3.237,250.0,250.0,182.469,211.276,13.571,331.436,211.863,131.372,80.491,129.780,257.937,72.373,185.564,698.371,0.000,0.000,0.125,0.000,77.0,
11.11.2025,14:45:41.680,101.955,127.143,118.494,3.896,250.0,250.0,341.332,133.494,13.062,337.285,215.167,133.425,81.742,131.808,203.254,57.051,146.203,15.943,0.000,0.000,0.000,0.000,77.0,
11.11.2025,14:45:42.685,91.080,104.775,96.115,3.918,250.0,250.0,344.629,131.410,12.511,336.673,214.532,133.029,81.503,131.423,194.274,54.287,139.987,15.884,0.000,0.000,0.375,1.750,77.0,
11.11.2025,14:45:43.698,42.141,118.116,109.491,3.902,250.0,250.0,348.208,141.249,12.393,329.344,209.837,130.107,79.730,128.538,253.286,73.369,179.917,15.966,0.000,0.000,0.000,0.375,77.0,
11.11.2025,14:45:44.708,103.314,114.222,105.567,3.915,250.0,250.0,346.908,144.608,12.675,341.376,217.526,134.891,82.635,133.261,253.738,72.920,180.819,16.238,0.000,0.000,1.875,1.125,77.0,
11.11.2025,14:45:45.707,114.189,118.081,109.490,3.926,250.0,250.0,284.710,81.264,12.778,211.114,137.178,85.063,52.115,84.037,107.929,26.189,81.740,14.493,0.000,0.000,2.750,0.500,77.0,
11.11.2025,14:45:46.703,43.501,114.421,105.869,3.793,250.0,250.0,162.648,30.418,13.402,86.719,62.096,38.506,23.590,38.040,14.308,1.075,13.233,13.209,0.000,0.000,0.000,0.000,77.0,
11.11.2025,14:45:47.708,46.219,46.591,38.840,3.253,250.0,250.0,210.258,189.306,14.423,327.509,210.030,130.239,79.791,128.658,219.508,61.092,158.416,563.394,0.000,0.000,1.250,1.750,77.0,
11.11.2025,14:45:48.698,97.876,120.359,111.708,3.942,250.0,250.0,346.320,143.624,15.267,344.390,221.028,137.050,83.978,135.396,241.394,67.251,174.143,16.344,0.000,0.000,1.125,0.000,77.0,
11.11.2025,14:45:49.703,100.595,125.526,116.844,3.934,250.0,250.0,341.669,193.523,14.328,338.943,217.016,134.571,82.445,132.942,225.320,63.182,162.138,564.342,0.000,0.000,1.125,0.000,77.0,
11.11.2025,14:45:50.700,103.314,115.696,107.016,3.938,250.0,250.0,345.123,137.320,13.204,342.054,218.209,135.304,82.905,133.674,215.726,60.333,155.393,16.402,0.000,0.000,2.375,2.500,77.0,
11.11.2025,14:45:51.708,27.188,120.467,111.792,3.959,250.0,250.0,350.290,145.987,12.199,320.270,204.230,126.638,77.592,125.117,167.548,45.066,122.482,258.723,0.000,0.000,0.000,0.000,56.0,
11.11.2025,14:45:52.719,2.719,135.388,126.668,3.986,250.0,250.0,283.156,31.085,12.317,89.080,62.878,38.992,23.886,38.527,15.437,1.144,14.293,14.293,0.000,0.000,0.000,1.000,56.0,
11.11.2025,14:45:53.714,17.672,82.729,74.616,3.489,250.0,250.0,135.272,18.611,12.436,42.441,34.030,21.100,12.930,20.855,14.465,1.080,13.385,13.385,0.000,0.000,0.000,0.000,56.0,
11.11.2025,14:45:54.723,69.329,36.915,29.211,3.237,250.0,250.0,162.549,149.924,13.265,352.260,224.577,139.257,85.320,137.568,265.419,76.161,189.258,16.155,0.000,0.001,0.500,0.375,56.0,
11.11.2025,14:45:55.717,81.564,126.248,117.502,3.951,250.0,250.0,346.410,156.878,13.557,345.367,220.529,136.741,83.788,135.099,234.676,65.606,169.070,164.343,0.000,0.000,0.000,0.000,56.0,
11.11.2025,14:45:56.710,35.344,113.319,104.671,3.939,250.0,250.0,343.539,170.292,13.651,351.839,224.556,139.239,85.317,137.562,254.198,70.977,183.221,242.364,0.000,0.000,1.625,0.500,106.0,
11.11.2025,14:45:57.713,100.595,114.601,105.995,3.929,250.0,250.0,340.097,134.748,13.440,331.678,212.014,131.463,80.551,129.881,216.027,60.159,155.868,16.402,0.000,0.000,1.125,0.000,106.0,
11.11.2025,14:45:58.711,114.189,113.268,104.636,3.933,250.0,250.0,342.675,136.911,13.074,347.900,221.644,137.440,84.204,135.788,206.151,57.445,148.706,16.755,0.000,0.000,1.000,0.000,106.0,
11.11.2025,14:45:59.710,53.016,112.453,103.726,3.982,250.0,250.0,300.203,113.082,12.389,241.057,155.169,96.218,58.951,95.060,228.255,58.682,169.572,15.471,0.000,0.000,1.250,0.000,106.0,
11.11.2025,14:46:0.720,103.314,109.769,101.258,3.777,250.0,250.0,170.389,131.974,12.511,312.082,199.522,123.718,75.804,122.232,229.034,65.733,163.301,15.802,0.000,0.000,0.000,0.000,106.0,
11.11.2025,14:46:1.711,103.314,109.769,101.258,3.777,250.0,250.0,255.605,126.120,13.153,316.526,202.538,125.588,76.950,124.065,193.200,53.926,139.274,15.978,0.000,0.000,0.375,1.125,106.0,
11.11.2025,14:46:2.715,31.266,72.582,64.434,3.542,250.0,250.0,339.094,151.798,13.859,360.488,230.174,142.728,87.446,141.000,262.777,73.814,188.963,16.732,0.000,0.001,0.000,2.000,106.0,
11.11.2025,14:46:3.711,99.236,121.492,112.850,3.944,250.0,250.0,347.932,151.798,13.375,326.566,208.881,129.528,79.353,127.970,232.493,65.521,166.972,16.390,0.000,0.000,0.000,0.000,106.0,
11.11.2025,14:46:4.716,36.704,131.135,122.504,3.910,250.0,250.0,344.277,136.705,12.809,328.215,209.468,129.890,79.578,128.321,203.272,56.880,146.392,368.281,0.000,0.000,0.000,0.500,106.0,
11.11.2025,14:46:5.714,55.735,120.752,112.056,3.947,250.0,250.0,326.104,166.311,12.283,194.992,127.044,78.783,48.261,77.828,79.442,18.136,61.306,15.695,0.000,0.000,0.000,1.625,106.0,
11.11.2025,14:46:6.718,100.595,117.576,108.890,3.937,250.0,250.0,326.104,71.377,12.283,194.992,127.044,78.783,48.261,77.828,79.442,18.136,61.306,15.695,0.000,0.000,0.875,1.125,106.0,
11.11.2025,14:46:7.714,108.752,143.692,134.977,4.027,250.0,250.0,262.514,142.732,12.568,337.256,214.892,133.244,81.648,131.639,174.191,49.399,124.792,167.689,0.000,0.000,1.875,1.000,106.0,
11.11.2025,14:46:8.723,104.673,135.411,126.704,3.945,250.0,250.0,348.127,192.438,12.829,346.394,220.613,136.806,83.807,135.154,255.547,73.042,182.504,477.682,0.000,0.000,0.500,2.500,106.0,
11.11.2025,14:46:9.719,25.829,117.296,108.674,3.885,250.0,250.0,349.308,134.232,13.294,339.121,216.435,134.209,82.226,132.593,203.721,56.837,146.884,17.003,0.000,0.000,1.125,1.375,106.0,
11.11.2025,14:46:10.724,70.689,112.540,103.986,3.894,250.0,250.0,348.591,142.583,14.186,334.879,214.437,132.971,81.466,131.366,240.214,67.639,172.575,36.099,0.003,0.000,0.000,0.000,106.0,
11.11.2025,14:46:11.717,104.673,116.377,107.775,3.904,250.0,250.0,347.037,189.752,14.963,327.771,210.603,130.591,80.012,129.022,248.566,70.735,177.831,507.424,0.000,0.000,1.875,0.000,106.0,
11.11.2025,14:46:12.715,101.955,124.294,115.704,3.886,250.0,250.0,297.693,102.320,15.041,242.141,157.605,97.725,59.880,96.543,169.267,42.332,126.935,15.731,0.000,0.000,0.000,0.000,106.0,
11.11.2025,14:46:13.738,20.391,146.280,137.484,4.027,250.0,250.0,172.051,31.614,13.682,89.880,64.233,39.830,24.403,39.352,15.300,1.136,14.164,14.164,0.000,0.000,0.000,1.375,106.0,
11.11.2025,14:46:14.728,100.595,47.462,39.508,3.347,250.0,250.0,294.051,141.386,12.744,341.348,217.463,134.838,82.625,133.209,237.412,65.808,171.604,16.814,0.000,0.000,0.000,1.625,56.0,
11.11.2025,14:46:15.743,107.392,124.191,115.538,3.947,250.0,250.0,345.657,185.649,12.363,330.584,210.673,130.638,80.035,129.057,247.345,70.277,177.068,468.453,0.000,0.000,0.000,0.000,56.0,
11.11.2025,14:46:16.755,28.547,120.631,111.905,4.001,250.0,250.0,346.193,142.266,12.779,359.540,228.791,141.863,86.928,140.150,217.747,60.776,156.971,17.116,0.000,0.000,1.125,0.000,56.0,
11.11.2025,14:46:17.748,47.579,119.983,111.339,3.891,250.0,250.0,345.910,150.649,12.930,337.767,215.453,133.600,81.853,131.984,271.338,77.432,193.906,50.227,0.000,0.000,0.000,0.375,56.0,
11.11.2025,14:46:18.749,108.752,119.814,111.200,3.916,250.0,250.0,346.434,131.197,13.409,333.562,213.158,132.179,80.979,130.586,179.589,50.366,129.223,48.915,0.000,0.000,0.000,0.625,56.0,
11.11.2025,14:46:19.746,81.564,124.747,116.092,3.947,250.0,250.0,259.363,151.684,13.592,351.484,224.331,139.111,85.220,137.434,274.787,78.786,196.000,16.096,0.000,0.000,0.000,0.000,56.0,
11.11.2025,14:46:20.754,103.314,130.495,121.688,4.027,250.0,250.0,348.128,190.387,13.787,321.657,206.086,127.785,78.301,126.241,183.691,51.104,132.587,662.628,0.000,0.000,0.000,0.000,56.0,
11.11.2025,14:46:21.749,101.955,118.433,109.823,3.932,250.0,250.0,344.374,186.160,13.270,329.445,210.464,130.505,79.959,128.937,220.227,60.268,159.959,528.571,0.000,0.000,0.000,1.500,56.0,
11.11.2025,14:46:22.744,32.625,113.890,105.265,3.948,250.0,250.0,343.340,157.726,12.775,345.204,219.894,136.349,83.545,134.697,267.869,76.331,191.538,109.059,0.000,0.000,0.000,0.000,56.0,
11.11.2025,14:46:23.750,99.236,124.231,115.472,4.002,250.0,250.0,340.326,227.064,12.390,347.777,221.300,137.224,84.076,135.560,266.266,75.391,190.874,799.776,0.000,0.000,2.250,2.375,56.0,
11.11.2025,14:46:24.768,111.470,128.395,119.745,3.958,250.0,250.0,346.784,117.348,12.649,203.205,132.345,82.059,50.286,81.069,171.706,42.620,129.085,268.454,0.000,0.000,1.625,0.000,56.0,
11.11.2025,14:46:25.765,89.720,144.517,135.780,3.994,250.0,250.0,260.180,132.939,13.346,338.918,216.378,134.164,82.214,132.548,196.356,54.117,142.239,19.112,0.000,0.000,1.625,0.000,56.0,
11.11.2025,14:46:26.758,106.033,134.811,126.026,4.015,250.0,250.0,348.415,154.033,13.681,339.789,217.135,134.636,82.499,133.008,192.047,52.614,139.433,235.484,0.000,0.000,0.000,0.125,56.0,
11.11.2025,14:46:27.763,100.595,112.640,103.997,3.937,250.0,250.0,348.583,206.217,13.161,355.809,226.713,140.585,86.128,138.884,238.436,66.063,172.373,624.018,0.000,0.000,2.750,1.000,56.0,
11.11.2025,14:46:28.767,32.625,128.382,119.764,3.909,250.0,250.0,351.081,172.905,12.617,323.570,206.533,128.072,78.461,126.527,203.105,56.004,147.101,447.058,0.000,0.000,0.500,2.375,56.0,
11.11.2025,14:46:29.771,84.283,110.102,101.301,4.059,250.0,250.0,342.078,125.009,12.403,318.037,203.036,125.895,77.141,124.385,185.869,51.208,134.661,17.451,0.000,0.000,0.000,0.375,56.0,
11.11.2025,14:46:30.759,103.314,126.189,117.136,4.239,250.0,250.0,315.049,75.372,12.554,210.159,136.533,84.660,51.873,83.645,79.007,17.877,61.130,16.284,0.000,0.000,0.000,0.000,56.0,
11.11.2025,14:46:31.768,19.032,144.154,135.256,4.073,250.0,250.0,187.708,32.053,12.741,91.675,64.766,40.160,24.606,39.669,16.070,1.188,14.882,14.776,0.000,0.000,0.000,0.000,56.0,
11.11.2025,14:46:32.767,53.016,19.829,12.391,2.976,250.0,250.0,133.645,125.290,13.668,305.636,196.182,121.647,74.535,120.184,202.024,58.122,143.902,17.003,0.000,0.000,0.875,0.000,77.0,
11.11.2025,14:46:33.758,103.314,105.469,97.046,3.744,250.0,250.0,299.315,160.420,14.540,349.964,224.011,138.903,85.108,137.225,249.289,69.396,179.893,155.868,0.000,0.000,1.250,0.000,77.0,
11.11.2025,14:46:34.768,51.657,101.899,93.517,3.715,250.0,250.0,339.388,183.663,15.180,332.911,213.903,132.632,81.271,131.039,205.058,56.638,148.420,519.581,0.000,0.000,1.625,0.000,77.0,
11.11.2025,14:46:35.758,103.314,117.386,108.722,3.965,250.0,250.0,338.511,137.826,14.519,323.636,207.736,128.815,78.921,127.259,239.930,67.970,171.960,17.509,0.000,0.000,2.500,0.375,77.0,
11.11.2025,14:46:36.772,100.595,117.120,108.472,3.897,250.0,250.0,342.026,140.374,13.522,338.494,216.248,134.088,82.160,132.472,234.507,65.971,168.536,17.746,0.000,0.000,0.000,0.000,42.0,
11.11.2025,14:46:37.764,112.830,122.853,114.240,3.938,250.0,250.0,347.534,90.017,12.311,219.295,141.942,88.020,53.922,86.958,140.388,34.346,106.042,16.944,0.000,0.000,0.000,1.125,9.0,
11.11.2025,14:46:38.768,21.750,153.680,144.900,4.068,250.0,250.0,233.987,32.505,12.322,93.592,65.688,40.730,24.958,40.240,16.243,1.207,15.036,15.036,0.000,0.000,0.000,0.000,9.0,
11.11.2025,14:46:39.763,78.845,54.807,46.851,3.355,250.0,250.0,186.450,135.338,12.865,327.903,209.244,129.755,79.489,128.187,224.335,61.964,162.371,17.262,0.000,0.000,0.375,0.500,9.0,
11.11.2025,14:46:40.761,91.080,124.987,116.387,3.896,250.0,250.0,342.137,188.084,13.256,351.980,224.463,139.192,85.271,137.515,259.097,73.402,185.695,410.971,0.000,0.000,1.500,0.000,9.0,
11.11.2025,14:46:41.770,103.314,120.414,111.731,3.956,250.0,250.0,347.088,148.155,13.520,357.493,227.989,141.369,86.620,139.656,248.554,70.673,177.881,17.792,0.000,0.000,0.500,1.000,9.0,
11.11.2025,14:46:42.762,31.266,122.281,113.673,3.898,250.0,250.0,341.904,158.781,13.712,327.313,209.448,129.879,79.569,128.311,250.512,70.840,179.672,198.550,0.000,0.000,0.000,0.875,9.0,
11.11.2025,14:46:43.757,107.392,119.610,111.009,3.924,250.0,250.0,340.515,140.553,13.762,347.033,221.644,137.436,84.208,135.772,223.630,61.511,162.119,18.417,0.000,0.000,0.375,0.000,9.0,
11.11.2025,14:46:44.767,73.407,118.105,109.399,3.935,250.0,250.0,302.789,90.631,12.973,221.962,143.954,89.257,54.697,88.183,139.322,33.508,105.814,16.638,0.000,0.000,0.750,0.000,9.0,
