Date,Time,"VR VCC 전류 (SVID IOUT) [A]","CPU 패키지 전력 소비 [W]","IA 코어 전력 소비 [W]","시스템 에이전트 전력 소비 [W]","나머지 칩 전력 소비 [W]","PL1 전력 제한 (Static) [W]","PL2 전력 제한 (Static) [W]","GPU 전력 소비 [W]","GPU 라인 전력 소비 (avg) [W]","GPU PCIe +12V 입력 전력 소비 [W]","GPU 12VHPWR 전력 소비 [W]","GPU Unknown Rail (D6) 전력 소비 (sum) [W]","GPU Core (NVVDD) 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D4) 전력 소비 (sum) [W]","GPU Misc0 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D) 전력 소비 (sum) [W]","GPU Unknown Rail (10) 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","PCH 전력 소비 [W]","총 전력 소비 [W]","총 전력 소비 [W]","T3 [°C]",
16.11.2025,17:55:39.851,111.470,178.122,168.682,4.461,0.000,250.0,250.0,301.732,182.770,12.868,350.024,223.492,138.585,84.907,136.907,431.767,123.754,308.013,17.381,0.000,1.125,2.750,19.0,
16.11.2025,17:55:40.861,112.830,173.246,163.703,4.525,0.000,250.0,250.0,290.021,98.782,12.335,345.888,220.639,136.809,83.830,135.155,18.544,1.420,17.124,16.072,0.000,2.250,1.125,19.0,
16.11.2025,17:55:41.852,104.673,185.369,175.902,4.434,0.000,250.0,250.0,283.813,32.416,12.103,92.881,65.117,40.379,24.738,39.889,16.765,1.246,15.519,15.519,0.000,1.500,1.625,19.0,
16.11.2025,17:55:42.865,112.830,185.321,175.801,4.460,0.000,250.0,250.0,201.610,32.624,12.699,92.788,65.426,40.570,24.856,40.080,17.025,1.259,15.766,15.766,0.000,1.125,1.250,19.0,
16.11.2025,17:55:43.853,116.908,184.233,174.369,4.670,0.001,250.0,250.0,204.153,66.376,13.433,230.030,149.718,92.832,56.886,91.718,9.960,0.740,9.220,9.220,0.000,2.125,2.375,19.0,
16.11.2025,17:55:44.856,119.627,179.761,170.008,4.625,0.000,250.0,250.0,137.505,16.330,12.832,40.490,33.070,20.509,12.561,20.264,8.072,0.641,7.431,7.431,0.000,0.000,1.750,19.0,
16.11.2025,17:55:45.852,116.908,174.817,165.458,4.398,0.000,250.0,250.0,114.843,218.699,12.824,477.318,302.654,187.668,114.986,185.411,412.079,142.984,269.095,81.968,0.000,1.500,2.625,19.0,
16.11.2025,17:55:46.855,118.267,164.561,154.982,4.511,0.000,250.0,250.0,457.509,219.316,12.306,491.297,311.000,192.852,118.148,190.524,419.436,138.583,280.853,38.163,0.000,1.375,2.125,19.0,
16.11.2025,17:55:47.864,118.267,162.085,152.403,4.615,0.000,250.0,250.0,467.016,57.929,12.065,181.962,119.443,74.065,45.378,73.166,27.328,8.769,18.559,18.559,0.000,2.250,0.750,19.0,
16.11.2025,17:55:48.856,114.189,179.523,169.940,4.498,0.000,250.0,250.0,333.933,151.115,12.444,206.443,134.841,83.619,51.222,82.611,378.838,169.577,209.261,182.289,0.000,0.375,0.000,19.0,
16.11.2025,17:55:49.851,111.470,177.169,167.704,4.407,0.000,250.0,250.0,290.149,182.471,12.855,353.149,225.426,139.780,85.646,138.102,426.757,120.618,306.139,16.238,0.000,0.500,0.125,19.0,
16.11.2025,17:55:50.857,104.673,167.515,158.137,4.413,0.000,250.0,250.0,292.383,99.070,13.784,346.710,222.070,137.706,84.364,136.039,17.101,1.277,15.824,15.824,0.000,1.125,2.250,19.0,
16.11.2025,17:55:51.861,101.955,185.488,176.025,4.415,0.000,250.0,250.0,291.964,82.650,14.481,282.384,182.639,113.247,69.392,111.881,17.936,1.333,16.602,16.602,0.000,0.375,1.000,19.0,
16.11.2025,17:55:52.858,118.267,172.981,163.559,4.423,0.000,250.0,250.0,244.122,33.942,14.778,93.495,67.161,41.637,25.524,41.134,20.429,4.875,15.554,14.835,0.000,1.250,0.500,19.0,
16.11.2025,17:55:53.867,106.033,178.153,168.386,4.588,0.000,250.0,250.0,209.095,149.731,13.781,310.927,199.920,123.971,75.949,122.472,317.641,85.938,231.703,15.012,0.000,1.625,0.000,19.0,
16.11.2025,17:55:54.877,104.673,175.213,165.502,4.605,0.000,250.0,250.0,195.784,160.239,12.740,406.050,258.304,160.169,98.135,158.238,197.529,91.470,106.059,113.695,0.000,1.375,2.750,19.0,
16.11.2025,17:55:55.867,114.189,170.225,160.621,4.535,0.000,250.0,250.0,436.227,108.423,12.213,380.963,242.168,150.168,92.000,148.357,20.289,1.541,18.748,17.781,0.000,2.375,1.125,20.0,
16.11.2025,17:55:56.873,118.267,176.328,166.628,4.578,0.000,250.0,250.0,369.491,94.128,12.425,326.934,208.981,129.586,79.395,128.014,19.854,1.471,18.383,16.238,0.000,1.000,1.250,20.0,
16.11.2025,17:55:57.880,100.595,175.264,165.811,4.434,0.000,250.0,250.0,288.571,87.276,12.676,175.607,115.985,71.921,44.064,71.047,104.272,42.779,61.492,172.920,0.000,0.000,0.500,20.0,
16.11.2025,17:55:58.872,116.908,188.724,179.283,4.451,0.000,250.0,250.0,285.913,159.197,13.142,255.176,165.206,102.432,62.774,101.196,389.763,153.501,236.262,112.514,0.000,1.125,0.000,19.0,
16.11.2025,17:55:59.876,115.549,170.727,161.279,4.419,0.000,250.0,250.0,294.571,166.039,13.416,349.284,223.377,138.513,84.864,136.847,347.460,90.670,256.790,19.171,0.000,0.500,0.000,19.0,
16.11.2025,17:56:0.866,115.549,176.257,166.841,4.432,0.000,250.0,250.0,291.848,100.068,13.617,348.518,223.074,138.325,84.749,136.646,19.574,1.451,18.123,16.602,0.000,2.625,0.000,19.0,
16.11.2025,17:56:1.875,110.111,166.736,157.250,4.455,0.000,250.0,250.0,292.848,82.759,13.161,284.282,183.022,113.491,69.531,112.112,17.920,1.491,16.429,16.155,0.000,1.000,2.625,19.0,
16.11.2025,17:56:2.877,118.267,199.544,190.121,4.459,0.000,250.0,250.0,207.928,33.199,12.575,94.692,66.530,41.252,25.278,40.749,17.828,2.604,15.224,15.259,0.000,0.250,1.125,19.0,
16.11.2025,17:56:3.875,112.830,168.710,158.971,4.605,0.001,250.0,250.0,219.961,47.783,12.091,111.442,76.413,47.375,29.038,46.801,23.062,7.755,15.307,108.549,0.000,2.500,2.500,19.0,
16.11.2025,17:56:4.886,110.111,182.793,172.979,4.636,0.000,250.0,250.0,145.623,47.783,12.403,91.597,64.505,39.993,24.512,39.515,16.023,1.188,14.835,14.776,0.000,0.000,1.375,19.0,
16.11.2025,17:56:5.885,108.752,167.554,158.107,4.425,0.000,250.0,250.0,387.919,31.935,13.286,466.004,295.736,183.374,112.362,181.166,380.603,103.236,277.368,20.291,0.000,0.000,0.000,19.0,
16.11.2025,17:56:6.889,115.549,173.285,163.634,4.562,0.000,250.0,250.0,467.964,203.343,13.745,441.916,280.923,174.197,106.726,172.099,197.421,53.925,143.496,120.144,0.000,0.125,1.625,19.0,
16.11.2025,17:56:7.894,107.392,187.669,177.995,4.596,0.001,250.0,250.0,323.951,170.459,13.088,323.480,207.341,128.568,78.773,127.008,427.395,138.595,288.800,428.792,0.000,1.125,0.125,19.0,
16.11.2025,17:56:8.896,114.189,169.514,160.015,4.476,0.000,250.0,250.0,285.658,216.184,12.598,346.355,221.109,137.103,84.006,135.447,17.485,1.295,16.190,16.190,0.000,1.500,1.125,19.0,
16.11.2025,17:56:9.887,112.830,180.819,171.375,4.423,0.000,250.0,250.0,285.658,98.778,12.598,346.355,221.109,137.103,84.006,135.447,17.485,1.295,16.190,16.190,0.000,2.250,1.500,19.0,
16.11.2025,17:56:10.891,110.111,177.746,168.293,4.426,0.000,250.0,250.0,292.168,80.134,12.132,274.287,176.148,109.230,66.918,107.912,18.702,1.393,17.309,17.309,0.000,2.000,1.125,19.0,
16.11.2025,17:56:11.896,119.627,193.692,183.947,4.612,0.000,250.0,250.0,273.104,88.520,12.463,307.532,196.975,122.142,74.833,120.667,17.292,1.290,16.002,16.002,0.003,1.000,0.000,19.0,
16.11.2025,17:56:12.884,111.470,197.632,187.914,4.587,0.000,250.0,250.0,282.077,96.087,12.831,335.925,214.773,133.171,81.602,131.564,17.435,1.303,16.132,16.132,0.000,1.125,0.000,19.0,
16.11.2025,17:56:13.885,118.267,174.347,164.683,4.564,0.000,250.0,250.0,225.651,176.542,13.438,289.808,186.717,115.778,70.939,114.387,404.447,146.080,258.367,165.458,0.000,1.500,1.875,19.0,
16.11.2025,17:56:14.884,118.267,170.378,160.527,4.655,0.000,250.0,250.0,218.874,25.056,13.863,62.119,47.125,29.222,17.903,28.866,17.592,1.308,16.284,16.284,0.000,0.375,0.000,19.0,
16.11.2025,17:56:15.886,112.830,166.522,156.847,4.579,0.000,250.0,250.0,183.141,240.480,15.156,458.856,292.867,181.601,111.266,179.401,367.937,161.792,206.145,429.781,0.000,2.250,1.250,19.0,
16.11.2025,17:56:16.885,114.189,180.066,170.424,4.572,0.000,250.0,250.0,460.761,217.495,14.955,458.855,292.434,181.335,111.099,179.140,382.558,155.257,227.301,172.012,0.000,1.125,0.000,19.0,
16.11.2025,17:56:17.894,110.111,193.685,184.171,4.461,0.001,250.0,250.0,343.539,100.073,13.537,350.285,224.077,138.952,85.125,137.273,17.597,1.313,16.284,16.284,0.000,0.500,1.750,19.0,
16.11.2025,17:56:18.887,110.111,193.685,184.171,4.461,0.001,250.0,250.0,300.940,77.455,12.191,187.303,122.803,76.153,46.650,75.230,24.378,5.607,18.771,205.468,0.000,1.125,1.750,19.0,
16.11.2025,17:56:19.896,114.189,173.216,163.685,4.470,0.000,250.0,250.0,291.822,175.142,12.188,244.802,158.218,98.111,60.107,96.925,381.255,162.064,219.191,318.557,0.000,2.375,1.125,19.0,
16.11.2025,17:56:20.881,107.392,173.718,164.316,4.458,0.000,250.0,250.0,293.017,186.802,12.657,354.830,226.321,140.332,85.989,138.642,446.182,125.169,321.013,16.885,0.000,0.000,0.500,19.0,
16.11.2025,17:56:21.885,115.549,175.590,166.131,4.447,0.000,250.0,250.0,284.937,99.515,12.985,348.640,222.710,138.093,84.617,136.427,17.665,1.321,16.344,16.344,0.000,0.500,2.375,19.0,
16.11.2025,17:56:22.887,116.908,187.224,177.703,4.470,0.000,250.0,250.0,294.153,79.250,13.253,270.038,174.253,108.054,66.199,106.748,18.455,1.406,17.049,17.049,0.000,1.375,1.125,19.0,
16.11.2025,17:56:23.890,108.752,186.396,176.970,4.440,0.000,250.0,250.0,241.272,33.915,13.339,94.586,66.941,41.510,25.431,41.007,19.266,1.459,17.807,17.807,0.000,1.000,0.000,19.0,
16.11.2025,17:56:24.884,112.830,171.870,162.145,4.575,0.000,250.0,250.0,220.416,34.375,13.366,95.327,67.409,41.806,25.603,41.303,20.142,1.490,18.652,18.652,0.000,1.625,1.250,19.0,
16.11.2025,17:56:25.889,111.470,192.126,182.337,4.658,0.000,250.0,250.0,167.205,19.669,12.864,51.832,40.123,24.881,15.242,24.586,9.443,0.691,8.752,8.274,0.000,2.500,1.750,19.0,
16.11.2025,17:56:26.890,106.033,163.532,153.942,4.493,0.000,250.0,250.0,183.190,208.118,12.807,441.646,280.195,173.742,106.453,171.657,437.125,120.960,316.165,20.433,0.000,2.375,1.750,19.0,
16.11.2025,17:56:27.896,111.470,174.479,164.998,4.472,0.000,250.0,250.0,461.262,269.161,12.503,477.142,302.180,187.378,114.802,185.113,433.457,134.809,298.648,545.578,0.000,0.000,1.250,19.0,
16.11.2025,17:56:28.882,114.189,174.217,164.517,4.602,0.000,250.0,250.0,410.218,146.931,12.802,179.498,118.522,73.492,45.030,72.605,203.756,91.268,112.489,559.847,0.000,1.000,2.375,19.0,
16.11.2025,17:56:29.889,112.830,192.288,182.682,4.520,0.000,250.0,250.0,286.090,220.939,13.378,276.125,178.298,110.559,67.739,109.227,408.444,138.235,270.209,637.181,0.000,0.000,2.250,19.0,
16.11.2025,17:56:30.891,119.627,181.382,171.941,4.437,0.000,250.0,250.0,290.796,116.944,13.493,346.884,221.949,137.624,84.325,135.970,105.537,24.507,81.030,18.123,0.000,0.000,1.125,19.0,
16.11.2025,17:56:31.882,115.549,168.080,158.630,4.432,0.000,250.0,250.0,299.692,92.043,12.992,319.873,204.919,127.070,77.849,125.536,17.669,1.517,16.152,16.850,0.000,1.000,0.000,19.0,
16.11.2025,17:56:32.888,114.189,183.620,174.171,4.416,0.000,250.0,250.0,291.162,59.925,12.308,196.301,128.350,79.590,48.760,78.632,19.393,1.435,17.958,16.520,0.000,2.250,0.500,19.0,
16.11.2025,17:56:33.896,110.111,173.029,163.614,4.443,0.000,250.0,250.0,245.905,32.782,11.983,94.132,65.818,40.810,25.008,40.320,16.962,1.254,15.708,15.824,0.000,2.500,1.875,19.0,
16.11.2025,17:56:34.882,108.752,189.788,180.129,4.533,0.000,250.0,250.0,214.240,151.025,12.479,236.540,153.248,95.025,58.223,93.888,373.448,169.624,203.824,113.948,0.000,1.125,0.250,19.0,
16.11.2025,17:56:35.888,116.908,181.013,171.274,4.602,0.000,250.0,250.0,182.665,187.131,12.865,379.738,241.738,149.899,91.839,148.090,418.161,123.435,294.726,10.824,0.000,0.250,0.500,19.0,
16.11.2025,17:56:36.890,120.986,165.952,156.180,4.641,0.000,250.0,250.0,426.409,219.767,13.638,478.568,303.774,188.362,115.412,186.086,445.289,136.814,308.475,21.256,0.000,0.000,2.625,19.0,
16.11.2025,17:56:37.883,110.111,170.792,161.052,4.598,0.000,250.0,250.0,369.126,69.991,14.229,192.998,127.443,79.031,48.412,78.075,24.703,7.063,17.640,110.311,0.000,1.000,0.000,19.0,
16.11.2025,17:56:38.887,104.673,187.659,178.202,4.481,0.000,250.0,250.0,292.767,156.876,15.237,231.065,151.715,94.072,57.643,92.932,370.711,171.981,198.730,184.671,0.000,1.625,1.250,19.0,
16.11.2025,17:56:39.894,118.267,171.253,161.760,4.472,0.000,250.0,250.0,287.076,163.109,14.282,265.148,172.052,106.690,65.362,105.395,401.573,138.559,263.014,99.012,0.000,2.125,2.000,19.0,
16.11.2025,17:56:40.885,118.267,165.627,156.138,4.448,0.000,250.0,250.0,287.005,186.492,13.206,352.846,225.416,139.776,85.640,138.098,444.960,136.510,308.450,20.020,0.000,0.500,1.125,19.0,
16.11.2025,17:56:41.886,122.346,175.346,165.909,4.448,0.000,250.0,250.0,288.612,119.386,12.416,349.998,223.173,138.388,84.785,136.722,115.329,27.049,88.281,17.721,0.000,2.125,0.000,19.0,
16.11.2025,17:56:42.894,115.549,190.578,181.102,4.462,0.000,250.0,250.0,300.214,83.398,12.359,285.328,183.086,113.532,69.554,112.155,20.501,1.594,18.907,16.969,0.000,1.125,2.375,19.0,
16.11.2025,17:56:43.886,119.627,157.814,148.349,4.459,0.000,250.0,250.0,269.210,90.112,12.772,312.866,200.516,124.338,76.178,122.827,17.480,1.302,16.178,16.661,0.000,1.625,0.000,19.0,
16.11.2025,17:56:44.897,116.908,174.225,164.635,4.535,0.000,250.0,250.0,211.999,33.332,12.930,92.930,65.643,40.712,24.931,40.222,20.023,1.488,18.535,15.907,0.000,2.250,0.375,19.0,
16.11.2025,17:56:45.900,125.064,172.081,162.246,4.651,0.000,250.0,250.0,200.651,116.118,13.527,380.162,242.565,150.410,92.155,148.588,20.667,8.435,12.232,92.435,0.000,1.375,1.875,19.0,
16.11.2025,17:56:46.902,111.470,184.458,174.626,4.642,0.000,250.0,250.0,455.357,101.462,13.765,353.959,226.390,140.381,86.009,138.693,18.955,1.443,17.512,17.509,0.000,2.500,0.000,17.0,
16.11.2025,17:56:47.911,114.189,194.061,184.366,4.597,0.000,250.0,250.0,325.470,71.095,13.291,236.917,153.869,95.409,58.460,94.260,20.088,1.517,18.571,18.570,0.000,0.375,2.375,17.0,
16.11.2025,17:56:48.901,123.705,166.819,157.322,4.449,0.000,250.0,250.0,286.520,129.246,12.961,182.257,120.277,74.577,45.700,73.678,332.427,149.496,182.931,118.158,0.003,0.875,2.500,17.0,
16.11.2025,17:56:49.911,114.189,162.386,152.900,4.457,0.000,250.0,250.0,298.962,223.587,12.535,331.549,211.786,131.317,80.469,129.737,442.047,129.095,312.952,454.377,0.000,1.000,2.000,17.0,
16.11.2025,17:56:50.900,122.346,191.512,182.062,4.433,0.000,250.0,250.0,289.399,122.762,12.549,354.990,226.298,140.326,85.972,138.624,125.870,30.157,95.713,17.121,0.000,1.500,1.250,17.0,
16.11.2025,17:56:51.899,115.549,189.593,180.131,4.463,0.000,250.0,250.0,293.016,94.202,12.986,327.787,209.767,130.078,79.689,128.509,18.194,1.379,16.815,16.814,0.000,0.000,0.000,17.0,
16.11.2025,17:56:52.903,116.908,177.082,167.607,4.487,0.000,250.0,250.0,285.134,76.135,13.478,256.374,165.987,102.923,63.064,101.677,19.780,1.491,18.289,18.287,0.000,1.125,0.000,17.0,
16.11.2025,17:56:53.919,118.267,173.858,164.403,4.453,0.000,250.0,250.0,289.922,71.544,13.335,239.861,155.818,96.620,59.198,95.458,18.849,1.398,17.451,17.451,0.000,0.750,1.625,17.0,
16.11.2025,17:56:54.929,111.470,182.809,173.219,4.509,0.000,250.0,250.0,196.066,87.008,12.744,134.876,91.127,56.503,34.624,55.833,153.394,65.440,87.954,177.583,0.000,0.875,2.375,17.0,
16.11.2025,17:56:55.939,78.845,198.068,188.237,4.648,0.000,250.0,250.0,195.646,72.967,12.247,256.530,165.229,102.456,62.773,101.211,10.002,0.766,9.236,9.218,0.000,1.000,2.000,17.0,
16.11.2025,17:56:56.931,112.830,168.984,159.314,4.530,0.000,250.0,250.0,106.630,153.444,12.243,299.937,192.831,119.577,73.254,118.133,315.359,96.599,218.760,87.752,0.000,1.750,0.000,17.0,
16.11.2025,17:56:57.937,106.033,176.439,167.082,4.386,0.000,250.0,250.0,350.098,132.909,12.767,383.731,244.250,151.452,92.798,149.619,91.522,33.698,57.824,111.432,0.000,0.000,2.375,17.0,
16.11.2025,17:56:58.932,114.189,183.441,173.804,4.564,0.000,250.0,250.0,466.022,146.988,13.212,406.922,258.901,160.541,98.360,158.612,129.699,44.846,84.852,113.937,0.000,0.375,1.125,17.0,
16.11.2025,17:56:59.938,118.267,174.622,164.952,4.576,0.000,250.0,250.0,373.282,100.201,13.989,347.073,222.334,137.863,84.471,136.209,21.271,1.613,19.658,17.534,0.000,2.500,0.500,17.0,
16.11.2025,17:57:0.942,118.267,176.344,166.934,4.399,0.000,250.0,250.0,288.769,71.070,14.744,235.087,153.686,95.296,58.390,94.146,21.132,1.630,19.502,17.085,0.000,0.500,1.625,17.0,
16.11.2025,17:57:1.930,123.705,183.686,174.299,4.385,0.000,250.0,250.0,301.675,143.948,15.081,174.352,116.795,72.423,44.372,71.548,252.390,114.289,138.101,440.133,0.000,0.000,0.500,17.0,
16.11.2025,17:57:2.933,116.908,173.082,163.639,4.389,0.000,250.0,250.0,294.603,233.815,14.049,294.964,190.331,118.024,72.307,116.596,408.621,140.228,268.393,714.640,0.000,0.000,0.000,17.0,
16.11.2025,17:57:3.939,110.111,174.800,165.449,4.407,0.000,250.0,250.0,294.094,137.402,12.729,168.311,111.645,69.227,42.418,68.388,246.883,110.519,136.363,407.536,0.000,1.500,2.750,17.0,
16.11.2025,17:57:4.934,114.189,167.269,157.711,4.461,0.001,250.0,250.0,206.221,94.764,12.134,100.019,69.478,43.084,26.394,42.558,23.252,7.003,16.249,607.472,0.000,1.500,1.625,17.0,
16.11.2025,17:57:5.939,126.424,175.097,165.279,4.664,0.000,250.0,250.0,205.260,47.274,12.459,156.787,104.001,64.484,39.517,63.709,10.866,0.861,10.005,10.054,0.000,1.000,0.500,17.0,
16.11.2025,17:57:6.931,108.752,185.689,176.024,4.592,0.000,250.0,250.0,237.465,216.353,13.087,475.477,301.398,186.888,114.510,184.636,433.529,120.359,313.170,20.481,0.000,0.500,2.250,17.0,
16.11.2025,17:57:7.938,116.908,192.014,182.407,4.526,0.000,250.0,250.0,462.150,122.661,13.353,354.009,226.170,140.236,85.934,138.548,124.823,29.759,95.063,18.711,0.000,0.000,0.000,17.0,
16.11.2025,17:57:8.943,119.627,184.023,174.443,4.525,0.000,250.0,250.0,306.309,100.450,13.508,349.164,223.374,138.509,84.865,136.831,20.207,1.553,18.654,17.840,0.000,0.375,0.000,30.0,
16.11.2025,17:57:9.938,110.111,188.710,179.234,4.472,0.000,250.0,250.0,286.805,76.710,13.605,258.571,167.415,103.815,63.600,102.558,20.150,1.624,18.526,17.238,0.000,2.375,2.750,30.0,
16.11.2025,17:57:10.940,122.346,203.133,193.665,4.467,0.000,250.0,250.0,301.500,112.051,13.205,171.909,114.091,70.739,43.352,69.889,188.983,83.638,105.345,259.357,0.000,1.125,1.250,30.0,
16.11.2025,17:57:11.943,92.439,181.513,172.017,4.458,0.000,250.0,250.0,294.329,176.271,12.930,322.345,206.471,128.025,78.446,126.491,434.969,140.977,293.992,18.068,0.000,0.000,1.125,19.0,
16.11.2025,17:57:12.943,119.627,177.889,168.458,4.453,0.000,250.0,250.0,286.937,178.748,12.405,352.384,224.658,139.308,85.350,137.617,407.986,111.121,296.865,19.783,0.000,1.500,2.500,19.0,
16.11.2025,17:57:13.934,111.470,184.799,175.181,4.562,0.000,250.0,250.0,286.315,33.782,12.496,96.122,67.365,41.780,25.585,41.277,18.296,1.351,16.944,16.602,0.000,2.250,2.375,19.0,
16.11.2025,17:57:14.930,118.267,165.580,155.824,4.617,0.000,250.0,250.0,206.378,131.629,13.105,171.125,113.597,70.436,43.161,69.585,266.553,118.850,147.703,302.173,0.000,2.250,2.375,19.0,
16.11.2025,17:57:15.940,111.470,176.646,166.780,4.665,0.000,250.0,250.0,206.236,113.723,13.560,160.833,107.306,66.540,40.766,65.727,269.778,125.095,144.683,142.946,0.000,1.625,2.375,19.0,
16.11.2025,17:57:16.936,118.267,163.702,153.829,4.652,0.000,250.0,250.0,316.951,158.560,13.230,422.786,268.740,166.647,102.093,164.635,102.889,29.107,73.782,241.692,0.000,0.500,2.750,19.0,
16.11.2025,17:57:17.937,112.830,177.446,167.774,4.610,0.000,250.0,250.0,404.303,73.044,12.645,244.620,158.266,98.131,60.135,96.944,20.418,1.552,18.866,18.864,0.000,1.500,0.000,19.0,
16.11.2025,17:57:18.931,115.549,174.889,165.421,4.459,0.000,250.0,250.0,293.956,97.795,12.172,154.410,102.770,63.726,39.044,62.947,134.903,56.602,78.301,273.072,0.000,0.000,0.750,19.0,
16.11.2025,17:57:19.933,111.470,168.136,158.650,4.449,0.000,250.0,250.0,288.968,190.772,12.571,295.308,189.564,117.550,72.014,116.135,405.661,145.151,260.510,293.252,0.000,1.125,0.000,19.0,
16.11.2025,17:57:20.941,115.549,190.282,180.842,4.454,0.000,250.0,250.0,291.044,160.174,12.899,351.243,224.268,139.055,85.213,137.376,317.119,83.655,233.464,17.451,0.000,0.000,0.500,19.0,
16.11.2025,17:57:21.945,120.986,199.130,189.683,4.453,0.000,250.0,250.0,287.659,100.989,13.602,352.800,225.586,139.886,85.700,138.196,18.514,1.415,17.100,17.097,0.000,0.375,0.000,19.0,
16.11.2025,17:57:22.961,115.549,193.253,183.768,4.454,0.002,250.0,250.0,294.653,65.780,14.162,214.746,140.826,87.318,53.508,86.265,20.871,1.598,19.272,19.231,0.000,1.000,2.250,19.0,
16.11.2025,17:57:23.974,120.986,182.427,172.951,4.445,0.000,250.0,250.0,287.261,35.532,14.771,97.417,69.581,43.148,26.433,42.621,20.966,1.548,19.418,19.418,0.000,1.125,1.500,19.0,
16.11.2025,17:57:24.962,116.908,164.027,154.202,4.649,0.000,250.0,250.0,191.942,34.306,14.506,95.611,68.292,42.350,25.942,41.836,18.654,1.436,17.218,17.216,0.000,1.125,2.375,19.0,
16.11.2025,17:57:25.965,115.549,164.027,154.202,4.649,0.000,250.0,250.0,234.949,197.708,13.598,277.235,178.994,110.985,68.009,109.643,390.785,135.700,255.085,437.041,0.000,1.750,0.000,19.0,
16.11.2025,17:57:26.976,116.908,168.282,158.610,4.587,0.000,250.0,250.0,422.317,101.332,12.551,351.953,224.437,139.167,85.270,137.490,21.358,1.619,19.739,19.737,0.000,1.250,1.750,42.0,
16.11.2025,17:57:27.979,116.908,186.602,177.135,4.439,0.000,250.0,250.0,288.657,94.141,12.451,327.697,209.371,129.832,79.539,128.262,18.344,1.604,16.740,17.569,0.000,0.000,0.000,42.0,
16.11.2025,17:57:28.978,114.189,186.602,177.135,4.439,0.000,250.0,250.0,290.208,79.004,12.651,196.289,128.537,79.708,48.829,78.751,67.088,23.015,44.073,111.097,0.000,2.625,1.250,42.0,
16.11.2025,17:57:29.985,125.064,174.401,164.893,4.492,0.000,250.0,250.0,295.283,151.648,13.007,241.455,156.661,97.150,59.511,95.975,374.103,170.209,203.894,104.515,0.000,0.000,1.250,42.0,
16.11.2025,17:57:30.978,122.346,183.370,173.852,4.484,0.000,250.0,250.0,293.666,130.351,13.341,351.169,224.496,139.214,85.282,137.535,166.565,42.151,124.414,19.347,0.000,0.000,1.625,42.0,
16.11.2025,17:57:31.989,118.267,175.921,166.465,4.448,0.000,250.0,250.0,287.551,100.818,13.604,351.902,225.065,139.560,85.505,137.883,18.442,1.658,16.784,17.781,0.000,0.375,1.125,42.0,
16.11.2025,17:57:32.978,112.830,186.645,177.165,4.457,0.000,250.0,250.0,291.945,56.485,13.534,180.802,119.685,74.211,45.474,73.325,20.333,1.503,18.830,17.156,0.000,0.000,2.750,42.0,
16.11.2025,17:57:33.982,114.189,181.349,171.854,4.472,0.000,250.0,250.0,295.189,34.378,12.888,97.334,68.355,42.388,25.967,41.873,19.016,1.411,17.605,16.944,0.000,1.125,2.375,42.0,
16.11.2025,17:57:34.977,118.267,176.860,167.037,4.645,0.000,250.0,250.0,198.820,33.820,12.514,96.546,67.641,41.940,25.701,41.437,17.920,1.318,16.602,16.579,0.000,1.500,1.125,42.0,
16.11.2025,17:57:35.986,116.908,173.656,163.929,4.626,0.001,250.0,250.0,219.895,22.851,12.196,62.635,46.408,28.777,17.631,28.433,11.164,0.926,10.238,10.105,0.000,2.375,1.875,42.0,
16.11.2025,17:57:36.975,116.908,173.656,163.929,4.626,0.001,250.0,250.0,112.879,175.677,13.087,328.654,210.313,130.410,79.903,128.841,427.563,125.647,301.916,10.440,0.000,1.500,0.750,42.0,
16.11.2025,17:57:37.984,110.111,170.442,160.864,4.563,0.000,250.0,250.0,442.373,218.329,13.835,473.932,300.956,186.620,114.336,184.366,443.564,125.892,317.672,22.118,0.000,0.000,2.625,42.0,
16.11.2025,17:57:38.990,103.314,170.442,160.864,4.563,0.000,250.0,250.0,439.451,77.000,13.583,257.704,166.832,103.452,63.380,102.206,22.573,1.719,20.854,17.698,0.000,0.000,0.500,42.0,
16.11.2025,17:57:39.980,120.986,171.489,161.846,4.530,0.000,250.0,250.0,295.121,100.788,13.003,179.274,118.553,73.512,45.041,72.625,194.278,85.932,108.346,117.315,0.000,1.500,1.125,42.0,
16.11.2025,17:57:40.982,122.346,178.430,169.002,4.425,0.000,250.0,250.0,293.592,202.817,12.697,318.032,203.592,126.237,77.355,124.715,421.148,142.919,278.229,323.244,0.000,1.125,0.000,42.0,
16.11.2025,17:57:41.991,111.470,186.114,176.647,4.451,0.000,250.0,250.0,287.337,173.222,12.512,312.963,200.388,124.259,76.129,122.761,432.341,140.348,291.993,18.521,0.000,0.375,1.250,42.0,
16.11.2025,17:57:42.980,112.830,174.010,164.652,4.402,0.000,250.0,250.0,292.987,100.134,12.848,349.701,223.287,138.459,84.828,136.793,18.959,1.447,17.512,17.509,0.000,1.250,1.125,17.0,
16.11.2025,17:57:43.987,110.111,162.815,153.344,4.458,0.000,250.0,250.0,289.586,95.324,12.973,331.564,212.172,131.566,80.606,129.983,18.600,1.418,17.182,17.181,0.000,0.500,0.750,17.0,
