Date,Time,"VR VCC 전류 (SVID IOUT) [A]","CPU 패키지 전력 소비 [W]","IA 코어 전력 소비 [W]","시스템 에이전트 전력 소비 [W]","PL1 전력 제한 (Static) [W]","PL2 전력 제한 (Static) [W]","GPU 전력 소비 [W]","GPU 라인 전력 소비 (avg) [W]","GPU PCIe +12V 입력 전력 소비 [W]","GPU 12VHPWR 전력 소비 [W]","GPU Unknown Rail (D6) 전력 소비 (sum) [W]","GPU Core (NVVDD) 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D4) 전력 소비 (sum) [W]","GPU Misc0 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D) 전력 소비 (sum) [W]","GPU Unknown Rail (10) 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","PCH 전력 소비 [W]","나머지 칩 전력 소비 [W]","총 전력 소비 [W]","T3 [°C]","총 전력 소비 [W]",
12.11.2025,10:49:9.605,13.594,15.225,6.156,2.899,250.0,250.0,13.458,4.398,2.770,8.668,7.104,4.408,2.696,4.346,4.830,0.499,4.331,4.331,0.000,0.000,0.000,125.0,0.000,
12.11.2025,10:49:10.612,4.078,12.401,3.366,2.815,250.0,250.0,24.126,19.907,8.888,58.524,41.815,25.926,15.889,25.607,7.700,0.678,7.022,7.022,0.000,0.000,0.000,125.0,0.000,
12.11.2025,10:49:11.605,43.501,16.356,8.417,2.912,250.0,250.0,67.272,19.464,8.863,56.816,40.739,25.265,15.474,24.958,7.734,0.681,7.053,7.053,0.000,0.000,0.000,125.0,0.000,
12.11.2025,10:49:12.609,25.829,27.126,19.702,3.000,250.0,250.0,66.222,15.386,6.625,43.427,31.036,19.242,11.794,19.021,7.827,0.710,7.117,7.063,0.000,0.000,0.000,125.0,0.000,
12.11.2025,10:49:13.609,25.829,30.763,22.803,3.198,250.0,250.0,59.925,22.523,8.897,68.266,47.856,29.671,18.185,29.315,7.952,0.795,7.157,7.132,0.002,0.000,0.000,125.0,0.000,
12.11.2025,10:49:14.609,12.235,23.941,16.006,3.177,250.0,250.0,76.653,20.122,8.888,59.245,42.258,26.209,16.049,25.890,7.803,0.724,7.079,7.072,0.000,0.000,0.000,125.0,0.000,
12.11.2025,10:49:15.607,21.750,26.275,18.811,3.029,250.0,250.0,67.595,19.827,8.865,58.168,41.574,25.781,15.793,25.475,7.765,0.683,7.082,7.082,0.000,0.000,0.000,125.0,0.000,
12.11.2025,10:49:16.603,16.313,26.559,19.045,3.099,250.0,250.0,67.719,19.989,8.854,58.786,41.955,26.015,15.940,25.696,7.787,0.715,7.072,7.072,0.000,0.000,0.000,125.0,0.000,
12.11.2025,10:49:17.606,17.672,27.097,19.804,2.949,250.0,250.0,69.893,19.964,8.864,58.668,41.888,25.975,15.913,25.656,7.785,0.683,7.102,7.102,0.000,0.000,0.000,125.0,0.000,
12.11.2025,10:49:18.606,20.391,28.832,21.379,3.038,250.0,250.0,67.742,20.119,8.899,59.219,42.256,26.196,16.060,25.877,7.789,0.687,7.102,7.102,0.000,0.000,0.000,125.0,0.000,
