Date,Time,"VR VCC 전류 (SVID IOUT) [A]","CPU 패키지 전력 소비 [W]","IA 코어 전력 소비 [W]","시스템 에이전트 전력 소비 [W]","PL1 전력 제한 (Static) [W]","PL2 전력 제한 (Static) [W]","GPU 전력 소비 [W]","GPU 라인 전력 소비 (avg) [W]","GPU PCIe +12V 입력 전력 소비 [W]","GPU 12VHPWR 전력 소비 [W]","GPU Unknown Rail (D6) 전력 소비 (sum) [W]","GPU Core (NVVDD) 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D4) 전력 소비 (sum) [W]","GPU Misc0 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D) 전력 소비 (sum) [W]","GPU Unknown Rail (10) 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","나머지 칩 전력 소비 [W]","PCH 전력 소비 [W]","총 전력 소비 [W]","총 전력 소비 [W]","T3 [°C]",
17.11.2025,9:17:23.530,14.953,14.050,4.830,3.051,250.0,250.0,16.650,5.416,5.213,10.159,9.544,5.915,3.629,5.842,4.783,0.494,4.289,4.289,0.000,0.000,0.000,0.000,9.0,
17.11.2025,9:17:24.532,12.235,19.196,9.596,3.329,250.0,250.0,16.542,8.016,6.187,19.123,15.691,9.732,5.959,9.610,4.787,0.506,4.281,4.281,0.000,0.000,0.000,0.000,9.0,
17.11.2025,9:17:25.530,21.750,16.085,6.800,3.089,250.0,250.0,21.405,8.561,6.561,20.823,16.975,10.527,6.448,10.405,4.804,0.540,4.264,4.263,0.000,0.000,0.000,0.000,9.0,
17.11.2025,9:17:26.531,33.985,25.170,15.374,3.524,250.0,250.0,17.263,7.600,6.905,16.835,14.723,9.132,5.591,9.010,4.764,0.492,4.272,4.272,0.000,0.000,0.000,0.000,9.0,
17.11.2025,9:17:27.530,21.750,27.764,17.904,3.555,250.0,250.0,24.464,7.314,6.991,15.623,14.010,8.689,5.321,8.591,4.836,0.517,4.319,4.246,0.001,0.000,0.000,0.000,9.0,
17.11.2025,9:17:28.530,17.672,32.696,22.983,3.464,250.0,250.0,18.352,23.340,12.798,67.867,50.024,31.018,19.006,30.639,7.572,0.669,6.903,6.901,0.000,0.000,0.000,0.000,9.0,
17.11.2025,9:17:29.522,19.032,31.911,22.432,3.464,250.0,250.0,75.459,20.949,12.543,59.020,44.380,27.519,16.861,27.190,7.547,0.666,6.881,6.881,0.000,0.000,0.000,0.500,9.0,
17.11.2025,9:17:30.525,25.829,28.674,20.808,3.398,250.0,250.0,70.353,20.569,11.971,58.162,43.499,26.976,16.523,26.646,7.526,0.664,6.862,6.862,0.000,0.000,0.000,0.000,9.0,
17.11.2025,9:17:31.526,24.469,26.705,19.027,3.288,250.0,250.0,70.127,20.376,11.493,57.917,43.064,26.701,16.363,26.371,7.502,0.660,6.842,6.852,0.000,0.000,0.000,0.000,9.0,
17.11.2025,9:17:32.526,21.750,27.535,19.782,3.310,250.0,250.0,71.300,20.612,12.232,58.092,43.620,27.044,16.576,26.714,7.502,0.660,6.842,6.842,0.000,0.000,0.000,0.000,9.0,
17.11.2025,9:17:33.525,21.750,25.541,17.943,3.225,250.0,250.0,71.550,20.761,12.810,58.082,43.966,27.271,16.695,26.942,7.502,0.660,6.842,6.842,0.000,0.000,0.000,0.000,9.0,
17.11.2025,9:17:34.532,14.953,29.316,21.525,3.319,250.0,250.0,66.284,8.289,7.252,19.077,16.329,10.125,6.204,10.003,4.827,0.528,4.299,4.246,0.000,0.000,0.000,0.000,9.0,
17.11.2025,9:17:35.531,16.313,25.960,18.249,3.314,250.0,250.0,24.350,5.691,6.141,10.356,10.225,6.345,3.880,6.271,4.751,0.510,4.241,4.195,0.000,0.000,0.000,0.000,9.0,
17.11.2025,9:17:36.531,24.469,31.195,21.822,3.180,250.0,250.0,21.065,5.026,5.441,8.579,8.707,5.398,3.309,5.325,4.659,0.481,4.178,4.178,0.000,0.002,0.000,0.000,9.0,
17.11.2025,9:17:37.532,19.032,28.289,18.598,3.215,250.0,250.0,14.868,5.042,5.280,8.834,8.747,5.429,3.318,5.368,4.640,0.479,4.161,4.161,0.000,0.000,0.000,0.000,9.0,
17.11.2025,9:17:38.530,23.110,29.366,19.585,3.532,250.0,250.0,16.553,9.749,6.477,25.553,19.861,12.312,7.549,12.165,4.696,0.517,4.179,4.178,0.000,0.000,0.000,0.000,9.0,
17.11.2025,9:17:39.531,59.813,49.519,39.358,3.829,250.0,250.0,22.275,6.278,6.174,12.681,11.696,7.252,4.444,7.166,4.615,0.479,4.136,4.136,0.000,0.000,0.000,0.000,9.0,
