Date,Time,"VR VCC 전류 (SVID IOUT) [A]","CPU 패키지 전력 소비 [W]","IA 코어 전력 소비 [W]","시스템 에이전트 전력 소비 [W]","PL1 전력 제한 (Static) [W]","PL2 전력 제한 (Static) [W]","GPU 전력 소비 [W]","GPU 라인 전력 소비 (avg) [W]","GPU PCIe +12V 입력 전력 소비 [W]","GPU 12VHPWR 전력 소비 [W]","GPU Unknown Rail (D6) 전력 소비 (sum) [W]","GPU Core (NVVDD) 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D4) 전력 소비 (sum) [W]","GPU Misc0 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D) 전력 소비 (sum) [W]","GPU Unknown Rail (10) 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","PCH 전력 소비 [W]","나머지 칩 전력 소비 [W]","총 전력 소비 [W]","T3 [°C]","총 전력 소비 [W]",
12.11.2025,12:21:41.862,14.953,12.955,4.016,2.750,250.0,250.0,9.979,3.576,2.575,6.857,5.854,3.636,2.218,3.587,3.811,0.397,3.414,3.414,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:21:42.859,4.078,13.884,4.949,2.769,250.0,250.0,11.482,19.026,8.832,57.053,40.865,25.340,15.525,25.033,6.073,0.591,5.482,5.468,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:21:43.855,13.594,14.172,6.784,2.869,250.0,250.0,62.630,18.474,8.806,54.933,39.529,24.515,15.014,24.220,6.088,0.541,5.547,5.547,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:21:44.854,19.032,28.122,20.613,3.029,250.0,250.0,63.922,18.309,8.795,54.289,39.121,24.256,14.865,23.974,6.111,0.543,5.568,5.568,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:21:45.851,14.953,23.942,15.640,3.030,250.0,250.0,52.123,3.640,2.710,6.919,5.975,3.708,2.267,3.659,3.859,0.402,3.457,3.448,0.002,0.000,0.000,42.0,0.000,
12.11.2025,12:21:46.857,21.750,29.607,20.050,3.000,250.0,250.0,16.777,6.901,3.261,18.570,13.518,8.381,5.137,8.283,4.205,0.681,3.524,3.448,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:21:47.861,16.313,26.076,17.758,3.212,250.0,250.0,57.389,25.914,8.822,79.395,54.712,33.926,20.786,33.521,9.559,0.722,8.837,8.861,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:21:48.861,19.032,24.204,16.852,2.954,250.0,250.0,88.157,25.824,8.836,78.926,54.436,33.746,20.690,33.341,9.683,0.759,8.924,8.897,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:21:49.855,16.313,23.987,16.602,2.958,250.0,250.0,79.537,18.813,8.832,56.102,40.272,24.978,15.294,24.672,6.174,0.546,5.628,5.628,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:21:50.859,19.032,26.889,19.266,3.111,250.0,250.0,66.033,31.856,8.834,74.372,51.493,31.928,19.565,31.548,47.528,9.213,38.315,5.768,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:21:51.857,24.469,25.099,17.509,3.135,250.0,250.0,77.775,26.069,8.824,83.898,57.334,35.543,21.791,35.115,6.253,0.556,5.697,5.679,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:21:52.855,16.313,25.558,17.956,3.139,250.0,250.0,81.689,19.042,8.791,56.759,40.653,25.204,15.449,24.910,6.482,0.794,5.688,5.688,0.000,0.000,0.000,42.0,2.125,
12.11.2025,12:21:53.854,16.313,24.879,17.377,3.045,250.0,250.0,76.361,41.365,8.739,61.714,43.532,26.990,16.542,26.672,112.857,32.375,80.482,3.746,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:21:54.851,17.672,25.205,17.617,3.129,250.0,250.0,57.546,19.318,8.776,60.757,42.957,26.635,16.322,26.317,3.940,0.407,3.533,3.533,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:21:55.859,17.672,26.257,18.650,3.087,250.0,250.0,57.717,19.560,8.764,61.546,43.447,26.942,16.505,26.611,4.117,0.522,3.595,3.550,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:21:56.854,21.750,24.889,17.342,3.084,250.0,250.0,57.581,18.599,8.775,58.021,41.255,25.580,15.675,25.274,3.940,0.407,3.533,3.533,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:21:57.850,17.672,27.535,20.006,3.087,250.0,250.0,56.141,37.348,8.752,57.337,40.820,25.306,15.514,25.001,98.593,30.789,67.804,3.558,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:21:58.864,19.032,25.809,18.230,3.098,250.0,250.0,55.540,17.449,8.766,53.576,38.545,23.901,14.644,23.619,3.950,0.408,3.542,3.542,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:21:59.864,23.110,28.440,20.815,3.151,250.0,250.0,56.335,20.571,8.749,58.397,41.483,25.723,15.760,25.405,13.317,1.601,11.716,3.558,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:22:0.859,23.110,26.362,17.949,3.070,250.0,250.0,61.466,24.116,8.752,42.451,31.699,19.654,12.045,19.421,5.978,0.844,5.134,95.186,0.000,0.001,0.000,42.0,0.000,
12.11.2025,12:22:1.856,14.953,26.010,18.424,3.118,250.0,250.0,62.091,19.904,8.800,62.579,44.105,27.339,16.766,27.009,4.287,0.416,3.871,3.871,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:22:2.856,19.032,24.923,17.372,3.092,250.0,250.0,61.381,35.525,8.787,59.648,42.282,26.210,16.072,25.892,86.327,22.454,63.873,3.706,0.000,0.000,0.000,42.0,0.750,
12.11.2025,12:22:3.853,17.672,24.170,16.677,3.058,250.0,250.0,57.964,18.963,8.826,59.250,42.054,26.074,15.980,25.756,4.040,0.479,3.561,3.610,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:22:4.852,20.391,25.590,18.028,3.067,250.0,250.0,58.786,10.313,8.809,25.991,21.579,13.387,8.192,13.227,4.194,0.619,3.575,3.558,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:22:5.850,20.391,23.890,16.362,3.091,250.0,250.0,58.508,18.981,8.800,59.250,42.038,26.064,15.974,25.758,4.164,0.494,3.670,3.601,0.000,0.001,0.000,42.0,0.000,
12.11.2025,12:22:6.863,27.188,25.124,17.561,3.068,250.0,250.0,55.740,10.222,8.749,25.826,21.452,13.294,8.158,13.134,4.021,0.446,3.575,3.567,0.000,0.000,0.000,42.0,0.375,
12.11.2025,12:22:7.864,16.313,25.457,17.903,3.097,250.0,250.0,55.879,18.871,8.765,58.932,41.820,25.927,15.893,25.621,4.079,0.428,3.651,3.593,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:22:8.863,20.391,26.675,19.186,3.046,250.0,250.0,56.180,46.184,8.758,36.565,28.041,17.383,10.658,17.175,4.020,0.436,3.584,335.218,0.000,0.001,0.000,42.0,0.000,
12.11.2025,12:22:9.856,16.313,27.119,19.082,3.096,250.0,250.0,55.520,8.721,4.278,24.435,17.811,11.043,6.768,10.908,4.185,0.610,3.575,3.593,0.002,0.000,0.000,42.0,0.000,
12.11.2025,12:22:10.859,17.672,24.726,15.988,3.012,250.0,250.0,66.900,13.557,8.757,37.551,28.725,17.815,10.910,17.593,4.833,0.608,4.225,4.553,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:22:11.859,17.672,26.267,18.595,3.150,250.0,250.0,65.079,20.471,8.762,64.340,45.172,28.006,17.166,27.664,4.718,0.497,4.221,4.165,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:22:12.856,17.672,26.267,18.595,3.150,250.0,250.0,59.729,19.568,8.739,61.478,43.363,26.887,16.476,26.569,4.195,0.414,3.781,3.781,0.000,0.000,1.625,42.0,0.000,
12.11.2025,12:22:13.860,33.985,24.783,17.296,3.066,250.0,250.0,60.072,10.784,8.785,27.731,22.655,14.043,8.612,13.871,4.244,0.593,3.651,3.651,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:22:14.859,32.625,29.769,21.933,3.309,250.0,250.0,57.237,31.664,8.751,59.670,42.274,26.214,16.060,25.896,67.080,14.171,52.909,3.618,0.000,0.000,0.000,42.0,2.125,
12.11.2025,12:22:15.858,17.672,29.416,21.651,3.240,250.0,250.0,58.332,10.724,8.747,27.507,22.492,13.942,8.550,13.783,4.243,0.472,3.771,3.728,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:22:16.854,14.953,25.219,17.637,3.101,250.0,250.0,55.799,18.852,8.749,58.866,41.765,25.895,15.870,25.577,4.092,0.479,3.613,3.610,0.000,0.000,0.000,42.0,2.125,
12.11.2025,12:22:17.857,17.672,24.115,16.591,3.046,250.0,250.0,58.170,10.460,8.797,26.448,21.864,13.560,8.304,13.388,4.290,0.630,3.660,3.660,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:22:18.859,14.953,24.896,17.399,3.073,250.0,250.0,41.396,8.991,4.315,25.547,18.536,11.493,7.043,11.345,4.015,0.414,3.601,3.601,0.000,0.000,0.000,42.0,0.500,
12.11.2025,12:22:19.857,17.672,29.311,21.220,3.024,250.0,250.0,55.744,21.251,8.795,66.944,46.803,29.016,17.787,28.674,4.986,0.467,4.519,4.518,0.002,0.000,0.000,42.0,0.000,
12.11.2025,12:22:20.853,21.750,28.288,19.175,3.106,250.0,250.0,64.176,35.092,8.748,62.148,43.802,27.159,16.643,26.841,80.734,29.045,51.689,4.113,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:22:21.852,21.750,24.704,17.153,3.090,250.0,250.0,62.113,11.452,8.744,29.981,24.017,14.894,9.123,14.722,4.549,0.613,3.936,3.936,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:22:22.861,19.032,26.168,18.588,3.084,250.0,250.0,58.038,41.077,8.774,60.021,42.502,26.350,16.152,26.032,113.573,33.313,80.260,3.797,0.000,0.001,0.000,42.0,0.000,
12.11.2025,12:22:23.860,17.672,24.190,16.673,3.111,250.0,250.0,59.364,10.649,8.784,27.211,22.319,13.836,8.483,13.677,4.278,0.627,3.651,3.626,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:22:24.855,20.391,25.690,18.094,3.106,250.0,250.0,57.926,19.105,8.800,59.702,42.319,26.235,16.084,25.917,4.160,0.440,3.720,3.669,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:22:25.852,17.672,23.537,16.009,3.080,250.0,250.0,56.293,40.782,8.825,58.890,41.835,25.945,15.890,25.627,113.508,33.081,80.427,3.797,0.000,0.000,1.750,42.0,0.000,
12.11.2025,12:22:26.850,19.032,25.750,18.205,3.075,250.0,250.0,57.727,18.079,8.815,55.787,39.940,24.769,15.171,24.463,4.099,0.422,3.677,3.643,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:22:27.851,16.313,25.521,17.992,3.074,250.0,250.0,54.735,34.600,8.814,58.243,41.426,25.692,15.734,25.386,83.484,20.833,62.651,3.737,0.000,0.000,0.000,42.0,1.375,
12.11.2025,12:22:28.864,20.391,25.531,17.990,3.082,250.0,250.0,57.655,10.437,8.784,26.395,21.823,13.534,8.289,13.362,4.266,0.606,3.660,3.651,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:22:29.861,17.672,26.254,18.702,3.060,250.0,250.0,58.732,18.963,8.765,59.094,41.903,25.979,15.924,25.673,4.309,0.445,3.864,3.677,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:22:30.861,14.953,25.639,18.044,3.143,250.0,250.0,54.599,39.341,8.775,56.165,40.116,24.874,15.242,24.569,109.906,32.439,77.467,3.855,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:22:31.861,16.313,25.114,17.579,3.066,250.0,250.0,58.273,21.908,4.297,74.156,48.595,30.128,18.467,29.773,4.706,0.451,4.255,4.255,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:22:32.862,16.313,26.858,18.801,3.078,250.0,250.0,67.769,21.389,8.809,67.314,47.051,29.173,17.878,28.818,5.089,0.425,4.664,4.664,0.003,0.000,1.125,42.0,1.000,
12.11.2025,12:22:33.855,19.032,26.550,17.827,3.093,250.0,250.0,67.289,40.035,8.772,62.083,43.792,27.148,16.644,26.818,105.430,32.350,73.080,4.235,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:22:34.858,17.672,24.967,17.404,3.095,250.0,250.0,59.523,11.649,8.782,30.756,24.529,15.206,9.323,15.022,4.443,0.454,3.989,3.989,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:22:35.854,16.313,25.917,18.351,3.101,250.0,250.0,60.739,19.242,8.798,60.253,42.653,26.451,16.202,26.133,4.124,0.438,3.686,3.686,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:22:36.851,17.672,26.720,19.157,3.108,250.0,250.0,58.991,32.969,8.776,57.796,41.129,25.504,15.625,25.186,75.979,27.789,48.190,3.711,0.000,0.000,0.000,42.0,2.125,
