Date,Time,"VR VCC 전류 (SVID IOUT) [A]","CPU 패키지 전력 소비 [W]","IA 코어 전력 소비 [W]","시스템 에이전트 전력 소비 [W]","PL1 전력 제한 (Static) [W]","PL2 전력 제한 (Static) [W]","GPU 전력 소비 [W]","GPU 라인 전력 소비 (avg) [W]","GPU PCIe +12V 입력 전력 소비 [W]","GPU 12VHPWR 전력 소비 [W]","GPU Unknown Rail (D6) 전력 소비 (sum) [W]","GPU Core (NVVDD) 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D4) 전력 소비 (sum) [W]","GPU Misc0 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D) 전력 소비 (sum) [W]","GPU Unknown Rail (10) 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","나머지 칩 전력 소비 [W]","PCH 전력 소비 [W]","총 전력 소비 [W]","총 전력 소비 [W]",
17.11.2025,19:51:53.257,2.719,13.264,4.135,2.910,250.0,250.0,12.872,6.774,3.105,17.062,12.508,7.763,4.745,7.665,5.175,0.608,4.567,4.543,0.000,0.000,0.000,0.000,
17.11.2025,19:51:54.268,4.078,19.806,10.555,3.069,250.0,250.0,15.504,4.835,2.935,9.813,7.914,4.908,3.006,4.847,5.205,0.625,4.580,4.518,0.000,0.000,0.000,0.000,
17.11.2025,19:51:55.259,14.953,33.767,24.382,3.151,250.0,250.0,24.532,7.457,3.840,19.035,14.190,8.806,5.384,8.696,5.048,0.522,4.526,4.526,0.000,0.000,0.000,0.000,
17.11.2025,19:51:56.263,21.750,34.469,24.863,3.312,250.0,250.0,17.471,11.754,4.515,33.548,23.610,14.645,8.965,14.461,5.284,0.759,4.525,7.233,0.000,0.000,0.000,0.000,
17.11.2025,19:51:57.267,17.672,26.445,18.689,3.238,250.0,250.0,75.639,19.782,8.999,57.475,41.235,25.565,15.670,25.258,8.130,0.716,7.414,7.353,0.000,0.000,0.000,0.000,
17.11.2025,19:51:58.257,23.110,26.094,18.560,3.098,250.0,250.0,69.545,19.783,9.011,57.499,41.261,25.578,15.683,25.271,8.083,0.710,7.373,7.363,0.000,0.000,0.000,0.000,
17.11.2025,19:51:59.263,24.469,30.077,22.325,3.302,250.0,250.0,89.048,55.474,9.143,165.851,108.334,67.180,41.154,66.361,44.389,5.036,39.353,7.935,0.000,0.000,0.000,0.000,
17.11.2025,19:52:0.268,19.032,26.942,19.160,3.255,250.0,250.0,91.594,37.947,9.101,78.668,54.327,33.682,20.645,33.279,71.160,13.628,57.532,7.444,0.000,0.000,0.000,0.000,
17.11.2025,19:52:1.258,17.672,24.954,17.285,3.228,250.0,250.0,82.292,20.452,9.118,59.719,42.701,26.469,16.232,26.151,8.318,0.823,7.495,7.493,0.000,0.000,0.000,0.000,
17.11.2025,19:52:2.270,19.032,27.429,19.740,3.156,250.0,250.0,78.710,19.422,8.841,58.709,41.799,25.918,15.881,25.612,5.999,0.536,5.463,5.463,0.000,0.000,0.000,0.000,
17.11.2025,19:52:3.257,14.953,28.029,19.647,3.180,250.0,250.0,58.905,23.488,4.336,79.003,51.659,32.030,19.629,31.638,5.772,0.720,5.052,5.045,0.000,0.002,0.000,0.000,
17.11.2025,19:52:4.265,24.469,27.370,18.810,3.270,250.0,250.0,61.996,19.720,4.372,39.828,27.393,16.992,10.401,16.784,7.039,0.851,6.188,67.357,0.000,0.001,1.000,0.000,
17.11.2025,19:52:5.270,16.313,26.183,16.623,3.207,250.0,250.0,64.267,13.914,8.820,37.246,28.581,17.722,10.859,17.502,6.348,0.631,5.717,5.716,0.000,0.000,0.000,0.000,
17.11.2025,19:52:6.260,20.391,28.903,20.375,3.162,250.0,250.0,62.728,22.432,8.875,60.427,42.867,26.578,16.289,26.260,18.672,1.872,16.800,5.679,0.000,0.000,0.000,0.000,
17.11.2025,19:52:7.268,14.953,27.050,18.902,3.226,250.0,250.0,64.219,13.790,8.882,36.927,28.423,17.625,10.798,17.404,6.138,0.570,5.568,5.567,0.000,0.000,0.000,0.000,
17.11.2025,19:52:8.257,19.032,25.736,17.280,3.178,250.0,250.0,61.981,25.732,4.736,77.256,50.819,31.511,19.308,31.131,18.528,1.781,16.747,5.504,0.000,0.000,0.000,0.000,
17.11.2025,19:52:9.261,17.672,25.711,17.154,3.223,250.0,250.0,64.733,13.693,8.892,36.253,28.002,17.365,10.637,17.157,6.405,0.590,5.815,5.815,0.000,0.000,0.000,0.000,
17.11.2025,19:52:10.269,19.032,28.307,19.312,3.219,250.0,250.0,62.025,13.542,8.866,35.651,27.620,17.119,10.501,16.911,6.499,0.748,5.751,5.751,0.000,0.000,0.000,0.000,
17.11.2025,19:52:11.260,23.110,28.726,19.691,3.249,250.0,250.0,64.126,32.823,9.026,62.491,44.254,27.433,16.821,27.103,67.342,13.287,54.055,6.413,0.000,0.000,0.000,0.000,
17.11.2025,19:52:12.266,20.391,25.458,17.708,3.277,250.0,250.0,64.497,27.199,8.877,57.604,41.129,25.509,15.620,25.203,46.252,11.373,34.879,5.540,0.000,0.000,0.000,0.000,
17.11.2025,19:52:13.258,14.953,26.972,17.932,3.226,250.0,250.0,61.517,31.763,4.356,77.542,50.762,31.469,19.293,31.090,48.836,3.902,44.934,5.444,0.000,0.002,0.000,0.000,
17.11.2025,19:52:14.268,17.672,26.418,16.998,3.248,250.0,250.0,63.316,22.534,4.356,49.277,33.246,20.616,12.630,20.359,17.351,2.686,14.665,50.158,0.000,0.000,0.000,0.000,
17.11.2025,19:52:15.268,24.469,27.038,17.676,3.195,250.0,250.0,67.728,21.881,8.992,61.246,43.454,26.940,16.514,26.623,14.024,2.222,11.802,6.989,0.000,0.000,0.000,0.000,
