Date,Time,"VR VCC 전류 (SVID IOUT) [A]","CPU 패키지 전력 소비 [W]","IA 코어 전력 소비 [W]","시스템 에이전트 전력 소비 [W]","PL1 전력 제한 (Static) [W]","PL2 전력 제한 (Static) [W]","GPU 전력 소비 [W]","GPU 라인 전력 소비 (avg) [W]","GPU PCIe +12V 입력 전력 소비 [W]","GPU 12VHPWR 전력 소비 [W]","GPU Unknown Rail (D6) 전력 소비 (sum) [W]","GPU Core (NVVDD) 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D4) 전력 소비 (sum) [W]","GPU Misc0 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D) 전력 소비 (sum) [W]","GPU Unknown Rail (10) 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","PCH 전력 소비 [W]","나머지 칩 전력 소비 [W]","총 전력 소비 [W]","T3 [°C]","총 전력 소비 [W]",
12.11.2025,14:50:49.458,31.266,11.783,3.336,2.664,250.0,250.0,11.816,4.216,2.936,8.031,6.817,4.230,2.587,4.168,4.623,0.479,4.144,4.144,0.000,0.000,0.000,42.0,0.000,
12.11.2025,14:50:50.453,13.594,13.776,5.275,2.756,250.0,250.0,15.074,10.705,4.248,31.500,22.166,13.740,8.426,13.581,4.620,0.476,4.144,4.144,0.000,0.000,0.000,42.0,0.000,
12.11.2025,14:50:51.451,20.391,15.622,7.043,2.781,250.0,250.0,21.643,6.674,3.582,16.773,12.632,7.829,4.803,7.731,4.623,0.479,4.144,4.144,0.000,0.000,0.000,42.0,0.000,
12.11.2025,14:50:52.454,27.188,26.026,17.430,2.804,250.0,250.0,15.339,5.201,3.249,11.487,9.145,5.668,3.477,5.594,4.623,0.479,4.144,4.144,0.000,0.000,0.000,42.0,0.000,
12.11.2025,14:50:53.457,14.953,31.460,22.485,3.112,250.0,250.0,15.048,8.100,3.507,21.344,15.405,9.551,5.854,9.441,4.662,0.518,4.144,6.571,0.000,0.000,0.000,42.0,0.000,
12.11.2025,14:50:54.455,14.953,28.527,20.809,3.241,250.0,250.0,80.154,27.191,9.035,81.842,56.370,34.956,21.414,34.528,11.544,0.866,10.678,10.675,0.000,0.000,0.000,42.0,0.000,
12.11.2025,14:50:55.453,16.313,26.252,19.429,3.024,250.0,250.0,90.587,26.965,9.051,80.897,55.784,34.589,21.195,34.173,11.603,0.868,10.735,10.758,0.000,0.000,0.000,42.0,0.000,
12.11.2025,14:50:56.449,0.000,25.656,18.907,2.973,250.0,250.0,77.804,20.733,9.295,61.351,43.812,27.164,16.648,26.846,7.712,0.818,6.894,6.792,0.000,0.000,0.000,42.0,0.000,
12.11.2025,14:50:57.448,17.672,28.840,21.771,3.234,250.0,250.0,80.051,23.208,9.033,68.771,48.257,29.924,18.333,29.557,10.663,1.294,9.369,6.881,0.000,0.000,0.000,42.0,0.000,
12.11.2025,14:50:58.449,21.750,28.673,21.584,3.266,250.0,250.0,78.732,23.280,8.915,69.361,48.538,30.095,18.443,29.740,10.430,1.222,9.208,6.852,0.000,0.000,0.000,42.0,0.000,
12.11.2025,14:50:59.448,23.110,28.525,21.372,3.278,250.0,250.0,77.572,22.758,8.947,69.512,48.657,30.178,18.479,29.811,7.575,0.674,6.901,6.842,0.000,0.000,0.000,42.0,0.375,
12.11.2025,14:51:0.450,19.032,29.993,21.869,3.238,250.0,250.0,65.175,16.156,4.336,49.023,33.081,20.519,12.562,20.274,8.453,1.093,7.360,4.857,0.003,0.000,0.000,42.0,0.500,
12.11.2025,14:51:1.447,16.313,29.186,19.712,3.254,250.0,250.0,51.960,15.571,4.336,47.124,31.900,19.781,12.119,19.549,8.196,1.111,7.085,4.508,0.000,0.000,0.000,42.0,0.000,
12.11.2025,14:51:2.448,14.953,29.888,20.537,3.251,250.0,250.0,50.982,13.396,4.305,41.363,28.314,17.562,10.752,17.354,4.950,0.529,4.421,4.411,0.000,0.000,0.000,42.0,0.000,
12.11.2025,14:51:3.464,16.313,30.695,21.559,3.255,250.0,250.0,49.758,15.597,4.326,47.616,32.211,19.968,12.243,19.724,7.797,1.078,6.719,4.289,0.000,0.000,0.000,42.0,0.000,
12.11.2025,14:51:4.475,25.829,28.809,19.734,3.241,250.0,250.0,51.282,14.757,4.325,44.342,30.171,18.702,11.469,18.482,7.897,1.106,6.791,4.289,0.000,0.000,0.000,42.0,0.000,
12.11.2025,14:51:5.489,19.032,32.125,22.999,3.306,250.0,250.0,50.988,13.535,4.302,42.055,28.741,17.822,10.919,17.602,4.819,0.545,4.274,4.272,0.000,0.000,0.000,42.0,0.000,
12.11.2025,14:51:6.487,19.032,28.695,19.637,3.245,250.0,250.0,49.978,14.952,4.290,45.150,30.650,19.009,11.641,18.777,7.859,1.150,6.709,4.289,0.001,0.000,0.000,42.0,0.000,
12.11.2025,14:51:7.484,17.672,30.551,21.388,3.316,250.0,250.0,50.003,12.637,4.256,38.681,26.621,16.507,10.114,16.311,4.792,0.494,4.298,4.298,0.000,0.000,0.000,42.0,0.000,
12.11.2025,14:51:8.482,17.672,28.620,19.529,3.260,250.0,250.0,47.982,16.540,4.291,51.179,34.389,21.326,13.063,21.069,7.910,1.217,6.693,4.263,0.000,0.000,0.000,42.0,0.000,
12.11.2025,14:51:9.495,27.188,30.140,21.054,3.257,250.0,250.0,49.747,14.463,4.293,43.361,29.557,18.325,11.232,18.104,7.725,1.060,6.665,4.306,0.000,0.000,0.000,42.0,0.000,
12.11.2025,14:51:10.498,20.391,29.828,20.806,3.223,250.0,250.0,49.180,14.309,4.305,44.389,30.197,18.723,11.474,18.490,5.591,0.730,4.861,4.331,0.000,0.000,0.000,42.0,0.000,
