Date,Time,"VR VCC 전류 (SVID IOUT) [A]","CPU 패키지 전력 소비 [W]","IA 코어 전력 소비 [W]","시스템 에이전트 전력 소비 [W]","PL1 전력 제한 (Static) [W]","PL2 전력 제한 (Static) [W]","GPU 전력 소비 [W]","GPU 라인 전력 소비 (avg) [W]","GPU PCIe +12V 입력 전력 소비 [W]","GPU 12VHPWR 전력 소비 [W]","GPU Unknown Rail (D6) 전력 소비 (sum) [W]","GPU Core (NVVDD) 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D4) 전력 소비 (sum) [W]","GPU Misc0 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D) 전력 소비 (sum) [W]","GPU Unknown Rail (10) 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","PCH 전력 소비 [W]","나머지 칩 전력 소비 [W]","총 전력 소비 [W]","T3 [°C]","총 전력 소비 [W]",
12.11.2025,14:30:21.107,10.875,12.354,3.414,2.754,250.0,250.0,10.849,3.898,2.685,7.269,6.179,3.828,2.351,3.779,4.451,0.460,3.991,3.991,0.000,0.000,0.000,42.0,0.000,
12.11.2025,14:30:22.102,2.719,15.442,6.422,2.828,250.0,250.0,12.062,7.105,3.702,18.479,13.752,8.529,5.223,8.419,4.471,0.463,4.008,4.008,0.000,0.000,0.000,42.0,0.000,
12.11.2025,14:30:23.113,12.235,16.099,7.085,2.870,250.0,250.0,17.372,5.639,2.966,13.539,10.230,6.345,3.885,6.271,4.574,0.519,4.055,4.008,0.000,0.000,0.000,42.0,0.000,
12.11.2025,14:30:24.113,16.313,17.916,8.723,3.044,250.0,250.0,12.793,4.394,2.795,9.037,7.345,4.552,2.793,4.490,4.463,0.463,4.000,4.000,0.000,0.000,0.000,42.0,0.000,
12.11.2025,14:30:25.117,23.110,36.342,26.671,3.396,250.0,250.0,14.642,3.946,2.685,7.437,6.280,3.891,2.389,3.855,4.463,0.463,4.000,4.000,0.000,0.000,1.125,42.0,0.000,
12.11.2025,14:30:26.116,19.032,34.103,25.080,3.262,250.0,250.0,46.711,25.017,8.859,78.665,54.286,33.663,20.623,33.246,7.153,0.632,6.521,6.521,0.000,0.000,0.000,42.0,0.000,
12.11.2025,14:30:27.146,19.032,29.219,21.456,3.262,250.0,250.0,89.797,26.721,8.872,80.631,55.511,34.418,21.093,34.013,11.170,0.836,10.334,10.334,0.000,0.000,0.000,42.0,0.000,
12.11.2025,14:30:28.142,23.110,30.253,22.802,3.043,250.0,250.0,85.241,25.211,8.907,79.216,54.662,33.889,20.773,33.484,7.303,0.732,6.571,6.571,0.000,0.000,0.000,42.0,0.000,
12.11.2025,14:30:29.139,21.750,27.605,19.812,3.251,250.0,250.0,68.217,20.657,8.885,61.931,43.918,27.230,16.688,26.911,7.218,0.672,6.546,6.571,0.000,0.000,0.000,42.0,0.000,
12.11.2025,14:30:30.139,17.672,29.110,21.331,3.337,250.0,250.0,81.883,23.121,8.959,69.206,48.482,30.064,18.418,29.696,9.863,1.067,8.796,6.661,0.000,0.000,0.000,42.0,0.000,
12.11.2025,14:30:31.145,21.750,29.439,21.687,3.315,250.0,250.0,77.325,23.456,8.923,72.540,50.524,31.330,19.194,30.950,7.239,0.638,6.601,6.621,0.000,0.000,0.000,42.0,0.000,
12.11.2025,14:30:32.146,19.032,27.985,20.203,3.315,250.0,250.0,77.600,22.923,8.848,69.094,48.339,29.972,18.367,29.604,9.169,0.942,8.227,6.672,0.000,0.000,0.000,42.0,0.000,
12.11.2025,14:30:33.143,17.672,25.833,18.166,3.275,250.0,250.0,62.590,13.648,4.324,41.430,28.378,17.589,10.789,17.381,5.112,0.556,4.556,6.364,0.000,0.000,0.000,42.0,0.000,
