Date,Time,"VR VCC 전류 (SVID IOUT) [A]","CPU 패키지 전력 소비 [W]","IA 코어 전력 소비 [W]","시스템 에이전트 전력 소비 [W]","PL1 전력 제한 (Static) [W]","PL2 전력 제한 (Static) [W]","GPU 전력 소비 [W]","GPU 라인 전력 소비 (avg) [W]","GPU PCIe +12V 입력 전력 소비 [W]","GPU 12VHPWR 전력 소비 [W]","GPU Unknown Rail (D6) 전력 소비 (sum) [W]","GPU Core (NVVDD) 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D4) 전력 소비 (sum) [W]","GPU Misc0 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D) 전력 소비 (sum) [W]","GPU Unknown Rail (10) 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","나머지 칩 전력 소비 [W]","PCH 전력 소비 [W]","총 전력 소비 [W]","총 전력 소비 [W]","T3 [°C]",
19.11.2025,19:6:42.257,16.313,27.164,19.617,3.103,250.0,250.0,72.954,14.652,8.746,41.533,31.102,19.289,11.813,19.058,5.268,0.538,4.730,4.442,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:6:43.267,17.672,28.869,21.247,3.139,250.0,250.0,70.040,20.744,8.766,65.108,45.592,28.274,17.318,27.934,4.984,0.517,4.467,4.475,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:6:44.270,16.313,27.078,19.501,3.107,250.0,250.0,73.658,44.356,8.769,71.022,49.217,30.521,18.696,30.156,115.195,33.225,81.970,4.790,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:6:45.256,16.313,27.523,20.049,3.042,250.0,250.0,69.667,20.386,8.736,63.754,44.738,27.739,16.999,27.411,4.999,0.524,4.475,4.484,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:6:46.260,17.672,26.949,19.424,3.091,250.0,250.0,69.324,20.677,8.814,64.816,45.450,28.178,17.272,27.838,4.967,0.508,4.459,4.467,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:6:47.262,28.547,26.612,19.079,3.060,250.0,250.0,70.137,20.545,8.803,64.259,45.092,27.957,17.135,27.617,5.036,0.518,4.518,4.518,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:6:48.267,16.313,26.005,18.536,3.069,250.0,250.0,69.090,20.362,8.783,63.623,44.689,27.715,16.974,27.374,4.992,0.517,4.475,4.475,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:6:49.256,24.469,25.037,17.542,3.038,250.0,250.0,72.856,21.197,8.768,63.281,44.456,27.565,16.891,27.237,9.613,1.313,8.300,4.543,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:6:50.264,19.032,27.340,19.853,3.088,250.0,250.0,68.790,20.415,8.784,63.820,44.812,27.789,17.023,27.460,4.987,0.512,4.475,4.484,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:6:51.264,28.547,25.974,18.418,3.124,250.0,250.0,72.709,25.371,8.785,64.867,45.460,28.180,17.280,27.840,28.361,3.830,24.531,4.578,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:6:52.257,36.704,27.376,19.777,3.148,250.0,250.0,70.216,20.789,8.794,65.178,45.668,28.315,17.353,27.975,5.046,0.528,4.518,4.518,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:6:53.257,24.469,27.803,20.249,3.114,250.0,250.0,72.782,20.816,8.820,65.313,45.757,28.378,17.379,28.037,4.996,0.512,4.484,4.484,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:6:54.258,23.110,28.350,20.772,3.081,250.0,250.0,70.175,20.634,8.867,64.517,45.299,28.088,17.211,27.748,5.044,0.526,4.518,4.518,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:6:55.268,28.547,26.835,19.272,3.116,250.0,250.0,70.760,20.555,9.001,64.138,45.134,27.987,17.147,27.646,5.005,0.521,4.484,4.484,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:6:56.268,20.391,27.226,19.766,3.069,250.0,250.0,73.060,12.686,8.990,30.989,24.758,15.347,9.411,15.164,5.365,0.583,4.782,11.468,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:6:57.260,17.672,25.627,18.130,3.081,250.0,250.0,56.995,33.726,8.866,41.610,31.198,19.346,11.852,19.115,5.105,0.671,4.434,195.060,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:6:58.260,31.266,25.768,18.271,3.068,250.0,250.0,60.056,41.348,8.840,60.431,42.766,26.518,16.248,26.202,113.924,32.612,81.312,4.629,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:6:59.266,24.469,26.469,18.917,3.072,250.0,250.0,69.849,19.634,8.828,60.733,42.940,26.622,16.318,26.306,5.036,0.518,4.518,4.518,0.000,0.000,0.000,0.000,20.0,
19.11.2025,19:7:0.257,25.829,28.719,21.115,3.127,250.0,250.0,70.899,40.063,8.864,61.599,43.501,26.975,16.526,26.647,105.853,31.705,74.148,4.807,0.001,0.000,0.000,0.000,20.0,
19.11.2025,19:7:1.257,20.391,26.867,19.376,3.075,250.0,250.0,72.016,19.773,8.906,61.146,43.248,26.822,16.426,26.494,5.074,0.531,4.543,4.543,0.000,0.000,0.000,0.125,20.0,
