Date,Time,"VR VCC 전류 (SVID IOUT) [A]","CPU 패키지 전력 소비 [W]","IA 코어 전력 소비 [W]","시스템 에이전트 전력 소비 [W]","PL1 전력 제한 (Static) [W]","PL2 전력 제한 (Static) [W]","GPU 전력 소비 [W]","GPU 라인 전력 소비 (avg) [W]","GPU PCIe +12V 입력 전력 소비 [W]","GPU 12VHPWR 전력 소비 [W]","GPU Unknown Rail (D6) 전력 소비 (sum) [W]","GPU Core (NVVDD) 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D4) 전력 소비 (sum) [W]","GPU Misc0 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D) 전력 소비 (sum) [W]","GPU Unknown Rail (10) 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","PCH 전력 소비 [W]","나머지 칩 전력 소비 [W]","총 전력 소비 [W]","T3 [°C]","총 전력 소비 [W]",
12.11.2025,12:56:49.600,17.672,29.474,19.998,3.267,250.0,250.0,31.319,10.206,4.142,29.618,20.936,12.979,7.957,12.820,4.938,0.550,4.388,3.737,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:56:50.615,20.391,29.395,19.901,3.249,250.0,250.0,31.283,9.216,4.129,26.427,18.945,11.750,7.195,11.615,4.176,0.430,3.746,3.746,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:56:51.612,17.672,28.723,19.248,3.250,250.0,250.0,31.254,9.290,4.165,26.622,19.090,11.835,7.255,11.700,4.237,0.473,3.764,3.762,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:56:52.611,16.313,30.023,20.484,3.337,250.0,250.0,31.651,9.253,4.178,26.530,19.042,11.811,7.231,11.663,4.168,0.431,3.737,3.737,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:56:53.609,24.469,30.579,21.052,3.314,250.0,250.0,31.068,9.631,4.240,27.202,19.506,12.087,7.419,11.940,5.079,0.601,4.478,3.754,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:56:54.607,21.750,29.299,19.880,3.233,250.0,250.0,30.620,9.502,4.179,27.475,19.622,12.168,7.454,12.021,4.178,0.432,3.746,3.746,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:56:55.603,32.625,29.675,20.184,3.272,250.0,250.0,31.365,9.284,4.154,26.672,19.104,11.848,7.256,11.713,4.176,0.430,3.746,3.746,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:56:56.615,20.391,31.151,21.634,3.281,250.0,250.0,31.154,9.484,4.167,26.620,19.096,11.838,7.258,11.691,5.213,0.626,4.587,3.746,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:56:57.600,25.829,30.318,20.916,3.254,250.0,250.0,31.030,9.565,4.215,27.630,19.750,12.245,7.505,12.098,4.225,0.469,3.756,3.754,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:56:58.612,17.672,29.472,19.997,3.254,250.0,250.0,31.122,9.532,4.253,27.493,19.687,12.208,7.479,12.060,4.204,0.465,3.739,3.737,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:56:59.611,25.829,30.092,20.630,3.242,250.0,250.0,31.549,9.498,4.240,26.786,19.231,11.924,7.307,11.789,4.979,0.554,4.425,3.746,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:0.608,17.672,28.656,19.209,3.233,250.0,250.0,31.448,9.598,4.265,26.996,19.379,12.023,7.356,11.876,5.165,0.587,4.578,3.754,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:1.607,17.672,30.259,20.707,3.301,250.0,250.0,31.997,9.365,4.277,26.167,18.879,11.705,7.174,11.570,5.067,0.600,4.467,3.746,0.000,0.001,0.000,42.0,0.000,
12.11.2025,12:57:2.606,16.313,30.143,20.722,3.234,250.0,250.0,31.589,9.466,4.203,26.630,19.114,11.859,7.255,11.712,5.068,0.596,4.472,3.754,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:3.603,12.235,29.164,19.665,3.277,250.0,250.0,31.215,9.778,4.117,27.868,19.830,12.303,7.527,12.156,5.112,0.591,4.521,3.754,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:4.606,14.953,31.888,22.452,3.253,250.0,250.0,31.407,9.744,4.130,27.785,19.787,12.270,7.517,12.122,5.041,0.553,4.488,3.746,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:5.604,17.672,29.847,20.403,3.208,250.0,250.0,31.136,3.738,2.550,7.093,5.983,3.706,2.277,3.669,4.180,0.434,3.746,3.746,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:6.608,14.953,27.307,17.974,3.135,250.0,250.0,29.035,9.702,4.215,27.541,19.700,12.208,7.492,12.060,5.023,0.554,4.469,3.754,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:7.608,19.032,30.234,20.787,3.234,250.0,250.0,31.404,9.512,4.191,26.725,19.172,11.889,7.283,11.742,5.180,0.627,4.553,3.754,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:8.608,17.672,29.683,20.244,3.256,250.0,250.0,31.460,9.401,4.179,26.290,18.897,11.714,7.183,11.567,5.212,0.619,4.593,3.754,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:9.604,20.391,28.675,19.207,3.238,250.0,250.0,31.579,9.398,4.240,26.320,18.947,11.751,7.196,11.616,5.081,0.604,4.477,3.754,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:10.608,24.469,29.632,20.165,3.258,250.0,250.0,31.244,9.275,4.252,26.514,19.083,11.838,7.245,11.690,4.189,0.435,3.754,3.754,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:11.607,16.313,31.467,21.932,3.284,250.0,250.0,31.341,9.286,4.191,26.618,19.107,11.850,7.257,11.703,4.189,0.435,3.754,3.754,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:12.609,16.313,29.882,20.411,3.275,250.0,250.0,31.142,9.328,4.252,26.716,19.207,11.912,7.295,11.765,4.187,0.433,3.754,3.754,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:13.604,20.391,29.177,19.651,3.276,250.0,250.0,31.059,9.287,4.203,25.891,18.664,11.566,7.098,11.431,5.124,0.581,4.543,3.771,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:14.603,20.391,30.225,20.688,3.317,250.0,250.0,31.347,9.547,4.228,26.941,19.329,11.985,7.344,11.838,5.028,0.555,4.473,3.754,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:15.615,14.953,29.732,20.148,3.373,250.0,250.0,30.329,9.661,4.227,27.383,19.602,12.151,7.451,12.004,5.021,0.554,4.467,3.754,0.000,0.000,0.000,42.0,0.000,
