Date,Time,"VR VCC 전류 (SVID IOUT) [A]","CPU 패키지 전력 소비 [W]","IA 코어 전력 소비 [W]","시스템 에이전트 전력 소비 [W]","PL1 전력 제한 (Static) [W]","PL2 전력 제한 (Static) [W]","GPU 전력 소비 [W]","GPU 라인 전력 소비 (avg) [W]","GPU PCIe +12V 입력 전력 소비 [W]","GPU 12VHPWR 전력 소비 [W]","GPU Unknown Rail (D6) 전력 소비 (sum) [W]","GPU Core (NVVDD) 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D4) 전력 소비 (sum) [W]","GPU Misc0 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D) 전력 소비 (sum) [W]","GPU Unknown Rail (10) 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","나머지 칩 전력 소비 [W]","PCH 전력 소비 [W]","총 전력 소비 [W]","총 전력 소비 [W]",
20.11.2025,11:35:36.173,35.344,14.109,5.038,2.906,250.0,250.0,12.605,4.260,3.198,10.067,8.232,5.104,3.128,5.043,4.019,0.418,3.601,3.601,0.000,0.000,0.000,0.000,
20.11.2025,11:35:37.113,35.344,14.109,5.038,2.906,250.0,250.0,12.605,4.641,3.198,10.067,8.232,5.104,3.128,5.043,4.019,0.418,3.601,3.601,0.000,0.000,0.000,0.000,
20.11.2025,11:35:38.102,13.594,13.527,4.455,2.904,250.0,250.0,13.966,8.316,3.933,23.347,16.931,10.502,6.429,10.367,4.019,0.418,3.601,3.618,0.000,0.000,0.000,0.000,
20.11.2025,11:35:39.104,23.110,13.125,3.988,2.933,250.0,250.0,16.396,4.215,3.259,8.363,7.214,4.478,2.736,4.416,4.038,0.420,3.618,3.610,0.000,0.000,0.000,0.000,
20.11.2025,11:35:40.104,24.469,31.794,22.606,2.962,250.0,250.0,17.665,4.811,3.222,10.680,8.626,5.350,3.276,5.288,4.028,0.418,3.610,3.610,0.000,0.000,1.250,0.000,
20.11.2025,11:35:41.102,107.392,27.704,18.114,3.373,250.0,250.0,15.148,5.036,3.198,11.515,9.124,5.653,3.471,5.592,4.102,0.448,3.654,3.601,0.000,0.000,0.000,0.000,
20.11.2025,11:35:42.111,104.673,142.658,132.053,4.116,250.0,250.0,16.395,7.548,3.858,20.490,15.112,9.372,5.740,9.249,4.024,0.414,3.610,3.610,0.000,0.000,0.000,0.500,
20.11.2025,11:35:43.113,106.033,162.017,150.931,4.332,250.0,250.0,18.670,6.610,3.688,17.093,12.893,7.998,4.895,7.900,4.016,0.415,3.601,3.601,0.001,0.000,0.500,0.000,
20.11.2025,11:35:44.108,96.517,157.604,146.695,4.294,250.0,250.0,21.402,6.562,3.602,16.971,12.770,7.912,4.858,7.814,4.035,0.417,3.618,3.618,0.000,0.000,2.500,2.375,
20.11.2025,11:35:45.114,103.314,156.469,145.465,4.328,250.0,250.0,18.661,6.448,3.417,16.725,12.491,7.747,4.744,7.649,4.052,0.446,3.606,3.601,0.000,0.000,0.000,1.625,
20.11.2025,11:35:46.109,99.236,162.758,151.761,4.337,250.0,250.0,18.295,8.292,4.116,23.078,16.866,10.463,6.403,10.340,4.024,0.414,3.610,3.610,0.000,0.000,1.250,2.000,
20.11.2025,11:35:47.106,99.236,156.167,145.096,4.328,250.0,250.0,24.228,8.134,4.116,22.464,16.484,10.229,6.255,10.107,4.034,0.416,3.618,3.618,0.000,0.000,1.250,0.750,
20.11.2025,11:35:48.111,81.564,158.862,147.980,4.289,250.0,250.0,20.944,6.730,3.614,17.610,13.161,8.169,4.992,8.071,4.034,0.416,3.618,3.618,0.000,0.000,1.625,0.000,
