Date,Time,"VR VCC 전류 (SVID IOUT) [A]","CPU 패키지 전력 소비 [W]","IA 코어 전력 소비 [W]","시스템 에이전트 전력 소비 [W]","나머지 칩 전력 소비 [W]","PL1 전력 제한 (Static) [W]","PL2 전력 제한 (Static) [W]","GPU 전력 소비 [W]","GPU 라인 전력 소비 (avg) [W]","GPU PCIe +12V 입력 전력 소비 [W]","GPU 12VHPWR 전력 소비 [W]","GPU Unknown Rail (D6) 전력 소비 (sum) [W]","GPU Core (NVVDD) 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D4) 전력 소비 (sum) [W]","GPU Misc0 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D) 전력 소비 (sum) [W]","GPU Unknown Rail (10) 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","PCH 전력 소비 [W]","총 전력 소비 [W]","총 전력 소비 [W]",
11.11.2025,10:7:43.863,9.516,11.102,2.180,2.834,0.000,250.0,250.0,11.093,3.688,2.697,7.238,6.161,3.820,2.341,3.783,3.746,0.392,3.354,3.346,0.001,0.000,0.000,
11.11.2025,10:7:44.858,13.594,11.920,2.924,2.845,0.000,250.0,250.0,10.647,3.709,2.612,7.402,6.210,3.856,2.354,3.807,3.746,0.392,3.354,3.354,0.000,0.000,0.000,
11.11.2025,10:7:45.872,9.516,11.372,2.341,2.839,0.000,250.0,250.0,10.504,3.774,2.759,7.507,6.369,3.942,2.427,3.893,3.746,0.392,3.354,3.354,0.000,0.000,0.000,
11.11.2025,10:7:46.871,12.235,12.487,3.497,2.867,0.000,250.0,250.0,10.648,3.724,2.648,7.424,6.247,3.881,2.366,3.832,3.746,0.392,3.354,3.346,0.000,0.000,0.000,
11.11.2025,10:7:47.866,8.156,12.143,3.147,2.820,0.000,250.0,250.0,10.778,3.796,2.612,7.732,6.420,3.980,2.440,3.931,3.746,0.392,3.354,3.354,0.000,0.000,0.000,
11.11.2025,10:7:48.866,20.391,11.377,2.394,2.845,0.000,250.0,250.0,10.670,3.849,2.661,7.896,6.547,4.069,2.478,4.019,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:7:49.864,10.875,11.513,2.577,2.816,0.000,250.0,250.0,10.740,4.021,2.722,8.482,6.950,4.313,2.637,4.263,3.746,0.392,3.354,3.354,0.000,0.000,0.000,
11.11.2025,10:7:50.863,14.953,10.985,1.992,2.832,0.000,250.0,250.0,10.815,3.982,2.697,8.358,6.860,4.249,2.611,4.199,3.746,0.392,3.354,3.354,0.001,0.000,0.000,
11.11.2025,10:7:51.869,8.156,11.825,2.796,2.815,0.000,250.0,250.0,10.970,3.842,2.513,8.014,6.533,4.055,2.478,4.006,3.735,0.389,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:7:52.860,13.594,11.461,2.470,2.812,0.000,250.0,250.0,10.755,3.805,2.661,7.722,6.441,3.990,2.451,3.941,3.746,0.392,3.354,3.354,0.000,0.000,0.000,
11.11.2025,10:7:53.863,12.235,11.128,2.211,2.796,0.000,250.0,250.0,10.870,3.848,2.562,7.983,6.543,4.054,2.489,4.004,3.746,0.392,3.354,3.354,0.000,0.000,0.000,
11.11.2025,10:7:54.859,10.875,11.765,2.764,2.829,0.000,250.0,250.0,10.635,3.722,2.538,7.533,6.247,3.881,2.366,3.832,3.738,0.392,3.346,3.346,0.001,0.000,0.000,
11.11.2025,10:7:55.865,9.516,11.534,2.630,2.815,0.000,250.0,250.0,10.585,3.857,2.636,7.945,6.564,4.064,2.500,4.014,3.746,0.392,3.354,3.354,0.000,0.000,0.000,
11.11.2025,10:7:56.861,6.797,12.543,3.466,2.878,0.000,250.0,250.0,10.832,3.949,2.710,8.222,6.791,4.203,2.588,4.154,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:7:57.873,10.875,10.772,1.810,2.846,0.000,250.0,250.0,10.799,3.942,2.759,8.144,6.760,4.199,2.561,4.150,3.746,0.392,3.354,3.354,0.000,0.000,0.000,
11.11.2025,10:7:58.866,12.235,11.416,2.432,2.816,0.000,250.0,250.0,10.613,4.103,2.967,8.548,7.146,4.436,2.710,4.374,3.746,0.392,3.354,3.354,0.000,0.000,0.000,
11.11.2025,10:7:59.869,10.875,11.027,2.141,2.811,0.000,250.0,250.0,10.856,3.927,2.734,8.124,6.736,4.174,2.562,4.125,3.735,0.389,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:8:0.866,16.313,12.679,3.603,2.862,0.000,250.0,250.0,11.269,3.818,2.697,7.733,6.469,4.017,2.452,3.967,3.746,0.392,3.354,3.354,0.000,0.000,0.000,
11.11.2025,10:8:1.866,14.953,10.862,1.925,2.809,0.000,250.0,250.0,10.878,3.806,2.575,7.816,6.437,4.000,2.437,3.951,3.746,0.392,3.354,3.354,0.000,0.000,0.000,
11.11.2025,10:8:2.864,14.953,11.381,2.461,2.835,0.000,250.0,250.0,10.915,3.816,2.599,7.835,6.473,4.012,2.461,3.962,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:8:3.862,14.953,11.483,2.505,2.810,0.000,250.0,250.0,11.024,3.811,2.661,7.738,6.455,4.004,2.451,3.955,3.746,0.392,3.354,3.354,0.000,0.000,0.000,
11.11.2025,10:8:4.861,13.594,11.677,2.711,2.805,0.000,250.0,250.0,10.902,3.775,2.661,7.607,6.370,3.955,2.415,3.906,3.738,0.392,3.346,3.354,0.000,0.000,0.000,
11.11.2025,10:8:5.861,23.110,11.484,2.560,2.827,0.000,250.0,250.0,11.188,3.732,2.697,7.414,6.272,3.894,2.378,3.844,3.738,0.392,3.346,3.346,0.001,0.000,0.000,
11.11.2025,10:8:6.870,10.875,11.776,2.769,2.859,0.000,250.0,250.0,10.726,3.738,2.746,7.371,6.286,3.895,2.391,3.845,3.746,0.392,3.354,3.354,0.000,0.000,0.000,
11.11.2025,10:8:7.862,9.516,11.449,2.461,2.842,0.000,250.0,250.0,10.842,3.773,2.746,7.517,6.368,3.954,2.414,3.905,3.735,0.389,3.346,3.354,0.000,0.000,0.000,
11.11.2025,10:8:8.869,10.875,11.604,2.627,2.791,0.000,250.0,250.0,10.994,3.677,2.599,7.296,6.149,3.808,2.341,3.758,3.738,0.392,3.346,3.346,0.001,0.000,0.000,
11.11.2025,10:8:9.867,13.594,11.106,2.168,2.813,0.000,250.0,250.0,10.750,3.753,2.697,7.488,6.321,3.918,2.403,3.869,3.738,0.392,3.346,3.354,0.000,0.000,0.000,
11.11.2025,10:8:10.861,13.594,11.798,2.820,2.845,0.000,250.0,250.0,10.691,3.685,2.477,7.448,6.164,3.822,2.342,3.772,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:8:11.859,13.594,11.549,2.589,2.844,0.000,250.0,250.0,10.736,3.804,2.722,7.659,6.440,3.990,2.450,3.941,3.746,0.392,3.354,3.346,0.000,0.000,0.000,
11.11.2025,10:8:12.869,10.875,12.039,2.975,2.887,0.000,250.0,250.0,11.073,3.881,2.648,8.033,6.629,4.103,2.526,4.053,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:8:13.866,14.953,16.326,7.009,3.141,0.000,250.0,250.0,10.892,3.856,2.587,8.000,6.564,4.076,2.488,4.027,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:8:14.862,14.953,16.326,7.009,3.141,0.000,250.0,250.0,10.837,3.948,2.624,8.304,6.777,4.202,2.575,4.153,3.746,0.392,3.354,3.354,0.000,0.000,0.000,
11.11.2025,10:8:15.858,14.953,18.866,9.442,3.182,0.000,250.0,250.0,10.864,3.890,2.660,8.035,6.643,4.116,2.527,4.067,3.746,0.392,3.354,3.354,0.000,0.000,0.000,
11.11.2025,10:8:16.857,12.235,12.208,3.106,2.890,0.000,250.0,250.0,10.876,3.779,2.526,7.764,6.387,3.958,2.429,3.908,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:8:17.856,20.391,11.444,2.466,2.839,0.000,250.0,250.0,11.115,3.767,2.550,7.689,6.345,3.942,2.403,3.893,3.746,0.392,3.354,3.354,0.000,0.000,0.000,
11.11.2025,10:8:18.868,13.594,12.165,3.134,2.869,0.000,250.0,250.0,10.781,3.860,2.746,7.862,6.577,4.077,2.500,4.027,3.735,0.389,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:8:19.866,13.594,11.917,2.956,2.804,0.000,250.0,250.0,10.643,3.860,2.759,8.123,6.746,4.186,2.560,4.137,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:8:20.870,10.875,12.677,3.782,2.801,0.000,250.0,250.0,10.643,3.933,2.759,8.123,6.746,4.186,2.560,4.137,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:8:21.869,16.313,14.621,5.656,2.784,0.000,250.0,250.0,10.958,3.842,2.808,7.720,6.532,4.055,2.477,4.005,3.738,0.392,3.346,3.346,0.001,0.000,0.000,
11.11.2025,10:8:22.864,13.594,11.403,2.408,2.873,0.000,250.0,250.0,11.009,3.814,2.832,7.595,6.464,4.014,2.450,3.964,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:8:23.863,13.594,11.186,2.260,2.815,0.000,250.0,250.0,11.028,3.843,2.734,7.798,6.528,4.052,2.476,4.003,3.746,0.392,3.354,3.346,0.000,0.000,0.000,
11.11.2025,10:8:24.860,16.313,11.780,2.797,2.810,0.000,250.0,250.0,10.712,3.618,2.599,7.082,5.996,3.718,2.278,3.681,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:8:25.870,19.032,12.006,3.113,2.827,0.000,250.0,250.0,10.715,3.737,2.538,7.593,6.282,3.892,2.390,3.855,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:8:26.871,12.235,12.856,3.871,2.813,0.000,250.0,250.0,10.708,3.859,2.599,7.990,6.565,4.077,2.488,4.028,3.746,0.392,3.354,3.354,0.000,0.000,0.000,
11.11.2025,10:8:27.866,10.875,12.066,3.052,2.814,0.000,250.0,250.0,10.694,3.761,2.697,7.521,6.345,3.930,2.415,3.881,3.735,0.389,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:8:28.864,4.078,11.865,2.909,2.837,0.000,250.0,250.0,10.977,3.776,2.710,7.572,6.379,3.953,2.426,3.903,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:8:29.861,10.875,11.692,2.748,2.817,0.000,250.0,250.0,10.704,4.075,2.685,8.742,7.080,4.396,2.684,4.346,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:8:30.858,13.594,11.449,2.464,2.819,0.000,250.0,250.0,10.800,4.238,2.697,9.352,7.466,4.632,2.834,4.583,3.735,0.389,3.346,3.346,0.001,0.000,0.000,
11.11.2025,10:8:31.871,9.516,11.897,2.965,2.825,0.000,250.0,250.0,10.776,4.243,2.709,9.353,7.482,4.639,2.843,4.578,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:8:32.861,13.594,11.618,2.694,2.812,0.000,250.0,250.0,10.737,4.231,2.636,9.380,7.450,4.618,2.832,4.569,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:8:33.859,16.313,11.357,2.354,2.835,0.000,250.0,250.0,10.823,4.255,2.624,9.490,7.506,4.651,2.855,4.602,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:8:34.874,9.516,11.366,2.369,2.815,0.000,250.0,250.0,10.751,4.236,2.611,9.410,7.459,4.628,2.831,4.567,3.747,0.393,3.354,3.354,0.000,0.000,0.000,
11.11.2025,10:8:35.869,14.953,11.398,2.445,2.814,0.000,250.0,250.0,10.872,4.557,2.636,10.635,8.219,5.094,3.125,5.033,3.740,0.394,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:8:36.873,9.516,12.276,3.301,2.838,0.000,250.0,250.0,10.901,4.152,2.722,8.998,7.262,4.505,2.757,4.456,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:8:37.866,9.516,11.499,2.505,2.816,0.000,250.0,250.0,10.696,4.106,2.587,8.949,7.157,4.434,2.723,4.385,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:8:38.865,9.516,12.104,3.155,2.790,0.000,250.0,250.0,10.418,4.210,2.648,9.285,7.409,4.598,2.811,4.536,3.735,0.389,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:8:39.864,9.516,11.487,2.596,2.802,0.000,250.0,250.0,10.478,3.838,2.501,8.010,6.529,4.040,2.489,3.991,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:8:40.859,13.594,11.674,2.685,2.810,0.000,250.0,250.0,10.210,3.713,2.550,7.494,6.226,3.863,2.363,3.814,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:8:41.873,12.235,11.352,2.440,2.803,0.000,250.0,250.0,10.499,3.720,2.685,7.380,6.243,3.879,2.364,3.829,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:8:42.870,13.594,11.232,2.256,2.825,0.000,250.0,250.0,10.478,3.767,2.673,7.566,6.353,3.940,2.413,3.890,3.746,0.392,3.354,3.346,0.000,0.000,0.000,
11.11.2025,10:8:43.871,14.953,11.052,2.089,2.822,0.000,250.0,250.0,10.693,3.896,2.955,7.777,6.665,4.127,2.538,4.078,3.738,0.392,3.346,3.346,0.001,0.000,0.000,
11.11.2025,10:8:44.866,13.594,11.738,2.732,2.835,0.000,250.0,250.0,10.815,3.821,2.783,7.668,6.479,4.015,2.464,3.978,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:8:45.866,10.875,11.521,2.542,2.822,0.000,250.0,250.0,10.549,3.804,2.722,7.666,6.436,3.999,2.437,3.950,3.738,0.392,3.346,3.354,0.000,0.000,0.000,
11.11.2025,10:8:46.869,16.313,12.426,3.424,2.849,0.000,250.0,250.0,10.444,3.771,2.759,7.503,6.366,3.952,2.414,3.903,3.735,0.389,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:8:47.865,14.953,11.875,2.936,2.842,0.000,250.0,250.0,10.592,3.849,2.697,7.857,6.551,4.064,2.487,4.015,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:8:48.861,9.516,11.943,2.897,2.847,0.000,250.0,250.0,10.394,3.734,2.636,7.478,6.280,3.891,2.389,3.842,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:8:49.860,10.875,11.246,2.325,2.821,0.000,250.0,250.0,10.253,3.748,2.587,7.590,6.311,3.912,2.399,3.863,3.735,0.389,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:8:50.858,12.235,11.323,2.378,2.831,0.000,250.0,250.0,10.513,3.680,2.697,7.218,6.151,3.814,2.337,3.765,3.738,0.392,3.346,3.346,0.001,0.000,0.000,
11.11.2025,10:8:51.859,10.875,11.552,2.597,2.829,0.000,250.0,250.0,10.490,3.695,2.673,7.296,6.183,3.830,2.353,3.793,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:8:52.871,12.235,11.419,2.383,2.836,0.000,250.0,250.0,10.435,3.612,2.599,7.050,5.990,3.710,2.280,3.673,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:8:53.868,14.953,11.553,2.613,2.822,0.000,250.0,250.0,10.641,3.730,2.648,7.449,6.256,3.879,2.377,3.843,3.746,0.392,3.354,3.354,0.000,0.000,0.000,
11.11.2025,10:8:54.865,10.875,12.227,3.216,2.864,0.000,250.0,250.0,10.728,3.641,2.636,7.125,6.059,3.756,2.303,3.707,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:8:55.866,10.875,11.419,2.449,2.836,0.000,250.0,250.0,10.520,3.646,2.550,7.230,6.064,3.759,2.305,3.723,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:8:56.868,9.516,13.670,4.600,2.884,0.000,250.0,250.0,10.743,3.763,2.734,7.493,6.349,3.933,2.416,3.883,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:8:57.861,16.313,11.547,2.574,2.832,0.000,250.0,250.0,10.859,3.867,2.746,7.884,6.592,4.091,2.501,4.041,3.735,0.389,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:8:58.864,13.594,12.068,3.070,2.830,0.000,250.0,250.0,11.124,3.785,2.710,7.598,6.401,3.971,2.430,3.922,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:8:59.866,13.594,11.558,2.608,2.806,0.000,250.0,250.0,10.719,3.792,2.746,7.591,6.415,3.977,2.438,3.927,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:0.866,13.594,11.894,2.884,2.854,0.000,250.0,250.0,11.023,3.794,2.611,7.735,6.423,3.974,2.449,3.925,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:1.862,9.516,11.717,2.762,2.824,0.000,250.0,250.0,11.171,4.014,2.648,8.530,6.936,4.300,2.636,4.251,3.746,0.392,3.354,3.346,0.000,0.000,0.000,
11.11.2025,10:9:2.863,10.875,11.567,2.629,2.825,0.000,250.0,250.0,10.901,3.790,2.673,7.660,6.405,3.979,2.426,3.930,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:3.860,13.594,11.543,2.609,2.797,0.000,250.0,250.0,10.804,3.834,2.734,7.760,6.515,4.039,2.476,3.990,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:4.859,10.875,11.279,2.311,2.829,0.000,250.0,250.0,10.634,3.820,2.796,7.652,6.474,4.012,2.462,3.975,3.738,0.392,3.346,3.354,0.001,0.000,0.000,
11.11.2025,10:9:5.867,12.235,11.429,2.449,2.807,0.000,250.0,250.0,10.723,3.807,2.783,7.612,6.452,4.002,2.450,3.952,3.735,0.389,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:6.868,4.078,13.360,4.394,2.839,0.000,250.0,250.0,11.126,3.909,2.943,7.842,6.690,4.152,2.538,4.102,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:7.865,13.594,11.886,2.899,2.821,0.000,250.0,250.0,10.936,3.954,3.028,7.935,6.800,4.218,2.582,4.157,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:8.865,13.594,11.514,2.557,2.825,0.000,250.0,250.0,10.848,3.796,2.661,7.696,6.421,3.986,2.435,3.937,3.738,0.392,3.346,3.346,0.001,0.000,0.000,
11.11.2025,10:9:9.860,2.719,11.259,2.286,2.817,0.000,250.0,250.0,10.940,3.863,2.587,8.014,6.585,4.074,2.511,4.025,3.746,0.392,3.354,3.346,0.000,0.000,0.000,
11.11.2025,10:9:10.858,14.953,11.493,2.534,2.827,0.000,250.0,250.0,10.885,3.824,2.611,7.846,6.490,4.027,2.463,3.978,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:11.871,12.235,11.547,2.549,2.840,0.000,250.0,250.0,10.847,3.829,2.697,7.785,6.500,4.038,2.462,3.989,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:12.871,10.875,12.017,3.000,2.859,0.000,250.0,250.0,10.681,3.682,2.660,7.251,6.150,3.813,2.337,3.764,3.746,0.392,3.354,3.354,0.000,0.000,0.000,
11.11.2025,10:9:13.866,12.235,11.403,2.482,2.822,0.000,250.0,250.0,10.683,3.760,2.685,7.527,6.342,3.928,2.414,3.879,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:14.869,10.875,11.323,2.347,2.831,0.000,250.0,250.0,10.890,3.727,2.624,7.468,6.256,3.879,2.377,3.843,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:15.862,23.110,20.764,11.234,3.276,0.000,250.0,250.0,10.772,3.871,2.697,7.937,6.604,4.091,2.513,4.042,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:16.860,9.516,14.724,5.627,2.957,0.000,250.0,250.0,10.867,3.685,2.648,7.288,6.159,3.819,2.340,3.782,3.735,0.389,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:17.860,13.594,14.409,5.344,2.879,0.000,250.0,250.0,10.641,3.789,2.624,7.709,6.402,3.977,2.425,3.928,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:18.861,12.235,11.593,2.668,2.819,0.000,250.0,250.0,11.167,3.696,2.513,7.458,6.186,3.833,2.353,3.796,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:19.858,9.516,11.221,2.257,2.827,0.000,250.0,250.0,10.706,3.700,2.587,7.398,6.202,3.847,2.355,3.797,3.735,0.389,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:20.871,14.953,11.621,2.642,2.864,0.000,250.0,250.0,10.871,3.769,2.722,7.530,6.362,3.945,2.417,3.896,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:21.871,13.594,11.485,2.481,2.842,0.000,250.0,250.0,10.973,3.652,2.661,7.141,6.087,3.770,2.317,3.721,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:22.869,10.875,11.761,2.760,2.843,0.000,250.0,250.0,10.633,3.612,2.612,7.041,5.986,3.707,2.279,3.670,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:23.867,10.875,11.113,2.157,2.814,0.000,250.0,250.0,10.658,3.715,2.587,7.457,6.230,3.866,2.364,3.817,3.738,0.392,3.346,3.354,0.000,0.000,0.000,
11.11.2025,10:9:24.867,12.235,11.934,2.941,2.847,0.000,250.0,250.0,10.830,3.760,2.722,7.497,6.343,3.929,2.414,3.879,3.735,0.389,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:25.861,13.594,11.595,2.621,2.840,0.000,250.0,250.0,10.898,3.895,2.698,8.033,6.660,4.132,2.528,4.082,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:26.861,17.672,11.867,2.850,2.867,0.000,250.0,250.0,11.146,3.918,2.771,8.046,6.714,4.164,2.550,4.114,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:27.855,14.953,12.647,3.666,2.843,0.000,250.0,250.0,10.812,3.667,2.673,7.192,6.118,3.791,2.327,3.754,3.735,0.389,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:28.859,9.516,11.884,2.872,2.877,0.000,250.0,250.0,10.858,3.787,2.845,7.472,6.407,3.967,2.440,3.918,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:29.857,10.875,11.310,2.347,2.846,0.000,250.0,250.0,10.902,3.729,2.881,7.216,6.264,3.889,2.375,3.839,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:30.859,14.953,12.438,3.439,2.845,0.000,250.0,250.0,11.004,4.046,2.992,8.316,7.019,4.347,2.672,4.297,3.735,0.389,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:31.858,4.078,11.615,2.626,2.854,0.000,250.0,250.0,10.869,4.034,2.857,8.404,6.976,4.331,2.645,4.282,3.746,0.392,3.354,3.354,0.001,0.000,0.000,
11.11.2025,10:9:32.856,10.875,11.301,2.322,2.843,0.000,250.0,250.0,10.919,3.957,2.648,8.325,6.811,4.225,2.586,4.163,3.735,0.389,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:33.870,12.235,10.994,2.012,2.843,0.000,250.0,250.0,10.823,3.895,2.722,8.005,6.663,4.126,2.537,4.077,3.735,0.389,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:34.864,10.875,11.636,2.642,2.819,0.000,250.0,250.0,10.523,3.956,2.722,8.239,6.807,4.222,2.585,4.160,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:35.864,14.953,12.403,3.481,2.786,0.000,250.0,250.0,10.761,3.925,2.746,8.105,6.730,4.171,2.559,4.121,3.735,0.389,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:36.861,8.156,15.452,6.391,2.825,0.000,250.0,250.0,10.742,4.011,2.685,8.489,6.931,4.297,2.634,4.248,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:37.866,10.875,11.685,2.690,2.851,0.000,250.0,250.0,10.885,4.027,2.832,8.404,6.971,4.323,2.648,4.273,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:38.870,14.953,11.047,2.029,2.867,0.000,250.0,250.0,10.948,3.854,2.611,7.972,6.559,4.073,2.486,4.024,3.735,0.389,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:39.866,13.594,11.407,2.412,2.842,0.000,250.0,250.0,10.753,3.979,2.661,8.393,6.858,4.248,2.610,4.199,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:40.864,13.594,11.168,2.196,2.871,0.000,250.0,250.0,10.871,3.670,2.550,7.332,6.124,3.795,2.329,3.758,3.735,0.389,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:41.860,6.797,11.168,2.196,2.871,0.000,250.0,250.0,10.681,3.694,2.771,7.194,6.187,3.833,2.354,3.784,3.735,0.389,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:42.876,5.438,11.480,2.474,2.870,0.000,250.0,250.0,10.592,3.853,2.759,7.808,6.561,4.070,2.491,4.020,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:43.877,5.438,11.616,2.618,2.842,0.000,250.0,250.0,10.779,3.773,2.685,7.587,6.370,3.955,2.415,3.905,3.735,0.389,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:44.885,5.438,11.950,2.890,2.881,0.000,250.0,250.0,10.906,3.840,2.685,7.833,6.532,4.042,2.490,3.993,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:45.897,5.438,11.184,2.191,2.858,0.000,250.0,250.0,10.907,3.751,2.685,7.498,6.320,3.918,2.402,3.868,3.735,0.389,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:46.895,9.516,12.408,3.356,2.896,0.000,250.0,250.0,10.855,3.669,2.599,7.269,6.127,3.797,2.330,3.748,3.735,0.389,3.346,3.346,0.001,0.000,0.000,
11.11.2025,10:9:47.894,10.875,11.586,2.541,2.857,0.000,250.0,250.0,10.675,3.712,2.563,7.461,6.224,3.858,2.366,3.809,3.746,0.392,3.354,3.346,0.000,0.000,0.000,
11.11.2025,10:9:48.891,10.875,11.738,2.789,2.865,0.000,250.0,250.0,10.922,4.106,2.624,8.914,7.157,4.434,2.723,4.385,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:49.888,8.156,11.084,2.064,2.846,0.000,250.0,250.0,10.942,3.960,2.746,8.228,6.819,4.230,2.589,4.168,3.735,0.389,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:50.908,9.516,11.823,2.785,2.865,0.000,250.0,250.0,11.115,3.876,2.697,7.960,6.614,4.101,2.513,4.052,3.738,0.392,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:51.904,10.875,11.415,2.455,2.870,0.000,250.0,250.0,10.780,3.900,2.967,7.788,6.671,4.135,2.536,4.086,3.735,0.389,3.346,3.346,0.000,0.000,0.000,
11.11.2025,10:9:52.917,12.235,11.739,2.696,2.873,0.000,250.0,250.0,10.818,3.821,2.795,7.659,6.484,4.023,2.461,3.974,3.735,0.389,3.346,3.346,0.000,0.000,0.000,
