Date,Time,"VR VCC 전류 (SVID IOUT) [A]","CPU 패키지 전력 소비 [W]","IA 코어 전력 소비 [W]","시스템 에이전트 전력 소비 [W]","PL1 전력 제한 (Static) [W]","PL2 전력 제한 (Static) [W]","GPU 전력 소비 [W]","GPU 라인 전력 소비 (avg) [W]","GPU PCIe +12V 입력 전력 소비 [W]","GPU 12VHPWR 전력 소비 [W]","GPU Unknown Rail (D6) 전력 소비 (sum) [W]","GPU Core (NVVDD) 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D4) 전력 소비 (sum) [W]","GPU Misc0 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D) 전력 소비 (sum) [W]","GPU Unknown Rail (10) 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","나머지 칩 전력 소비 [W]","PCH 전력 소비 [W]","총 전력 소비 [W]","총 전력 소비 [W]",
20.11.2025,11:57:53.523,2.719,12.785,3.773,2.835,250.0,250.0,6.017,2.720,2.879,2.980,3.633,2.258,1.375,2.234,4.087,0.418,3.669,3.669,0.000,0.000,0.000,0.000,
20.11.2025,11:57:54.511,4.078,18.529,9.354,2.938,250.0,250.0,7.129,4.194,3.038,8.424,7.118,4.418,2.700,4.357,4.102,0.425,3.677,3.677,0.000,0.000,0.000,0.000,
20.11.2025,11:57:55.518,4.078,13.852,4.750,2.907,250.0,250.0,18.751,4.215,3.124,8.424,7.165,4.441,2.724,4.392,4.102,0.425,3.677,3.677,0.000,0.000,0.000,0.000,
20.11.2025,11:57:56.518,2.719,14.281,5.158,2.886,250.0,250.0,14.656,4.648,3.161,10.043,8.191,5.076,3.115,5.015,4.102,0.425,3.677,3.677,0.000,0.000,0.000,0.000,
20.11.2025,11:57:57.512,2.719,13.199,4.122,2.892,250.0,250.0,13.805,4.210,3.050,8.473,7.156,4.431,2.725,4.382,4.102,0.425,3.677,3.677,0.000,0.000,0.000,0.000,
20.11.2025,11:57:58.507,4.078,12.888,3.838,2.888,250.0,250.0,17.870,4.207,2.965,8.547,7.148,4.433,2.715,4.384,4.102,0.425,3.677,3.677,0.000,0.000,0.000,0.000,
20.11.2025,11:57:59.512,12.235,14.236,5.097,2.917,250.0,250.0,15.441,4.889,2.965,11.060,8.704,5.402,3.302,5.340,4.214,0.497,3.717,3.686,0.000,0.000,0.000,0.000,
20.11.2025,11:58:0.511,2.719,12.570,3.507,2.885,250.0,250.0,15.534,5.296,3.246,12.434,9.727,6.035,3.692,5.962,4.094,0.425,3.669,3.677,0.000,0.000,0.000,0.000,
20.11.2025,11:58:1.518,10.875,18.079,8.640,3.183,250.0,250.0,13.524,4.161,3.124,8.228,7.041,4.367,2.674,4.318,4.094,0.425,3.669,3.669,0.000,0.000,0.000,0.000,
20.11.2025,11:58:2.511,13.594,19.442,9.956,3.277,250.0,250.0,12.611,4.038,2.990,7.885,6.753,4.187,2.566,4.138,4.094,0.425,3.669,3.669,0.001,0.000,0.000,0.000,
20.11.2025,11:58:3.507,4.078,13.647,4.513,2.870,250.0,250.0,13.091,4.102,3.101,8.020,6.897,4.283,2.614,4.234,4.102,0.425,3.677,3.669,0.000,0.000,0.000,0.000,
20.11.2025,11:58:4.514,12.235,30.066,20.923,2.963,250.0,250.0,12.953,6.524,3.503,16.860,12.634,7.838,4.796,7.740,4.098,0.429,3.669,3.677,0.000,0.000,0.000,0.000,
20.11.2025,11:58:5.510,12.235,26.944,17.439,3.325,250.0,250.0,14.846,4.092,3.186,7.897,6.886,4.271,2.615,4.210,4.094,0.425,3.669,3.669,0.000,0.000,0.000,0.000,
20.11.2025,11:58:6.515,96.517,143.363,132.038,4.414,250.0,250.0,18.816,3.917,3.075,7.333,6.459,4.003,2.456,3.967,4.102,0.425,3.677,3.669,0.001,0.000,2.750,2.500,
20.11.2025,11:58:7.514,123.705,167.839,156.108,4.759,250.0,250.0,12.501,3.918,2.879,7.541,6.462,4.009,2.453,3.960,4.102,0.425,3.677,3.669,0.000,0.000,2.625,2.125,
20.11.2025,11:58:8.518,106.033,174.704,162.664,4.896,250.0,250.0,12.248,4.381,2.977,9.209,7.555,4.685,2.870,4.636,4.102,0.425,3.677,3.669,0.000,0.000,2.625,2.500,
20.11.2025,11:58:9.515,120.986,179.526,167.631,4.852,250.0,250.0,13.542,4.046,3.063,7.848,6.774,4.197,2.577,4.148,4.094,0.425,3.669,3.669,0.000,0.000,1.875,2.375,
20.11.2025,11:58:10.519,115.549,188.246,176.221,4.886,250.0,250.0,18.814,6.195,3.577,15.536,11.856,7.344,4.512,7.259,4.094,0.425,3.669,3.677,0.000,0.000,2.500,2.625,
20.11.2025,11:58:11.515,108.752,178.313,166.343,4.883,250.0,250.0,16.789,3.906,2.965,7.406,6.445,3.990,2.455,3.941,4.094,0.425,3.669,3.669,0.000,0.000,2.875,1.750,
20.11.2025,11:58:12.506,123.705,178.136,166.087,4.896,250.0,250.0,13.236,3.881,2.965,7.308,6.380,3.951,2.429,3.902,4.102,0.425,3.677,3.669,0.000,0.000,2.375,2.250,
20.11.2025,11:58:13.511,107.392,180.086,168.293,4.807,250.0,250.0,14.059,4.215,2.965,8.596,7.173,4.451,2.722,4.389,4.095,0.426,3.669,3.669,0.000,0.000,2.500,2.375,
20.11.2025,11:58:14.520,119.627,159.271,147.350,4.834,250.0,250.0,11.243,4.079,3.001,8.044,6.859,4.245,2.614,4.196,4.085,0.425,3.660,3.660,0.000,0.000,0.000,2.125,
20.11.2025,11:58:15.513,114.189,187.307,175.383,4.847,250.0,250.0,10.985,4.098,3.025,8.081,6.898,4.271,2.627,4.222,4.095,0.426,3.669,3.669,0.000,0.000,2.625,2.375,
20.11.2025,11:58:16.514,114.189,186.701,174.740,4.831,250.0,250.0,11.320,4.124,3.161,8.056,6.961,4.321,2.640,4.272,4.085,0.425,3.660,3.660,0.000,0.000,0.000,2.125,
20.11.2025,11:58:17.511,114.189,173.003,161.172,4.775,250.0,250.0,11.266,4.082,3.112,7.946,6.861,4.259,2.602,4.210,4.086,0.426,3.660,3.660,0.001,0.001,2.500,1.500,
20.11.2025,11:58:18.520,120.986,170.290,158.375,4.836,250.0,250.0,11.436,4.304,3.284,8.620,7.386,4.577,2.809,4.528,4.086,0.426,3.660,3.660,0.000,0.000,2.500,1.500,
20.11.2025,11:58:19.508,115.549,169.163,157.168,4.854,250.0,250.0,11.781,4.875,3.184,10.901,8.743,5.420,3.323,5.347,4.085,0.425,3.660,3.660,0.000,0.000,2.625,2.500,
20.11.2025,11:58:20.514,118.267,173.309,161.346,4.860,250.0,250.0,17.552,7.687,3.979,20.833,15.388,9.539,5.849,9.429,4.094,0.425,3.669,3.669,0.001,0.000,2.875,1.125,
20.11.2025,11:58:21.518,115.549,179.593,167.547,4.942,250.0,250.0,15.125,8.290,4.004,23.090,16.807,10.428,6.379,10.305,4.108,0.431,3.677,3.677,0.000,0.000,2.500,2.250,
20.11.2025,11:58:22.511,95.158,176.931,164.586,5.052,250.0,250.0,25.005,5.827,3.466,14.114,10.905,6.759,4.146,6.686,4.260,0.453,3.807,3.669,0.000,0.000,2.500,2.500,
20.11.2025,11:58:23.510,99.236,168.731,156.408,5.064,250.0,250.0,24.324,8.331,4.015,23.161,16.859,10.447,6.412,10.324,4.208,0.460,3.748,3.677,0.001,0.000,2.750,2.500,
20.11.2025,11:58:24.509,114.189,169.396,157.060,5.038,250.0,250.0,28.189,8.777,4.284,24.683,17.962,11.145,6.817,11.010,4.098,0.421,3.677,3.677,0.000,0.000,2.625,2.500,
20.11.2025,11:58:25.507,114.189,175.280,163.364,4.850,250.0,250.0,18.958,4.173,3.014,8.400,7.075,4.390,2.685,4.341,4.085,0.425,3.660,3.660,0.000,0.000,1.250,2.250,
20.11.2025,11:58:26.510,116.908,180.296,168.296,4.871,250.0,250.0,11.359,4.089,3.000,8.081,6.887,4.272,2.615,4.210,4.085,0.425,3.660,3.660,0.000,0.000,1.000,0.500,
20.11.2025,11:58:27.514,111.470,157.635,145.766,4.811,250.0,250.0,11.582,3.997,2.927,7.811,6.660,4.134,2.526,4.085,4.085,0.425,3.660,3.660,0.000,0.000,1.750,2.375,
20.11.2025,11:58:28.518,107.392,168.525,156.682,4.808,250.0,250.0,11.476,4.020,3.062,7.750,6.720,4.164,2.556,4.115,4.085,0.425,3.660,3.660,0.000,0.000,2.500,2.250,
20.11.2025,11:58:29.516,111.470,166.946,155.114,4.806,250.0,250.0,11.106,3.831,2.927,7.173,6.273,3.891,2.382,3.842,4.083,0.423,3.660,3.660,0.000,0.000,2.500,2.125,
20.11.2025,11:58:30.509,116.908,170.561,158.634,4.868,250.0,250.0,10.903,4.170,2.914,8.485,7.082,4.394,2.688,4.333,4.074,0.423,3.651,3.660,0.000,0.000,2.625,2.500,
20.11.2025,11:58:31.512,125.064,183.250,171.371,4.813,250.0,250.0,10.790,3.808,2.939,7.075,6.219,3.851,2.368,3.802,4.083,0.423,3.660,3.660,0.000,0.000,1.875,2.625,
20.11.2025,11:58:32.518,116.908,184.691,172.727,4.901,250.0,250.0,11.306,4.003,3.148,7.615,6.682,4.152,2.530,4.103,4.074,0.423,3.651,3.651,0.001,0.000,1.250,2.375,
20.11.2025,11:58:33.511,116.908,178.747,166.784,4.853,250.0,250.0,11.241,3.843,2.853,7.308,6.305,3.913,2.392,3.864,4.074,0.423,3.651,3.651,0.000,0.000,2.375,2.125,
20.11.2025,11:58:34.520,97.876,172.037,159.863,4.958,250.0,250.0,11.724,7.265,3.759,19.362,14.343,8.888,5.455,8.777,4.204,0.472,3.732,3.660,0.001,0.000,2.750,2.750,
20.11.2025,11:58:35.510,114.189,177.323,165.238,4.939,250.0,250.0,18.186,5.387,3.195,12.617,9.818,6.087,3.731,6.013,4.371,0.506,3.865,3.669,0.000,0.000,2.000,2.250,
20.11.2025,11:58:36.514,119.627,176.162,163.840,5.018,250.0,250.0,23.011,7.206,3.747,19.226,14.259,8.847,5.412,8.737,4.085,0.425,3.660,3.660,0.001,0.000,2.750,2.250,
20.11.2025,11:58:37.516,103.314,173.521,161.593,4.875,250.0,250.0,20.576,6.258,3.465,15.867,11.997,7.434,4.563,7.348,4.121,0.459,3.662,3.660,0.000,0.000,2.500,2.250,
20.11.2025,11:58:38.510,103.314,173.521,161.593,4.875,250.0,250.0,24.197,7.584,3.869,20.526,15.129,9.379,5.750,9.269,4.122,0.460,3.662,3.669,0.000,0.000,2.875,2.625,
20.11.2025,11:58:39.511,100.595,162.669,150.423,5.042,250.0,250.0,24.494,7.494,3.966,20.121,14.944,9.268,5.676,9.146,4.079,0.419,3.660,3.660,0.001,0.000,0.500,2.250,
20.11.2025,11:58:40.515,111.470,182.576,170.525,4.872,250.0,250.0,12.521,3.992,3.049,7.676,6.663,4.123,2.540,4.074,4.074,0.423,3.651,3.651,0.000,0.000,2.625,1.375,
20.11.2025,11:58:41.521,115.549,174.162,162.383,4.769,250.0,250.0,12.546,4.007,3.050,7.738,6.703,4.149,2.554,4.100,4.066,0.423,3.643,3.643,0.000,0.000,2.000,2.125,
20.11.2025,11:58:42.525,122.346,184.235,172.419,4.803,250.0,250.0,11.690,4.049,3.025,7.921,6.793,4.206,2.587,4.157,4.074,0.423,3.651,3.651,0.000,0.000,2.500,2.250,
20.11.2025,11:58:43.531,101.955,177.845,166.064,4.775,250.0,250.0,11.472,4.200,2.965,8.559,7.157,4.431,2.726,4.382,4.066,0.423,3.643,3.643,0.000,0.000,0.375,2.375,
20.11.2025,11:58:44.550,118.267,168.578,156.835,4.721,250.0,250.0,11.444,4.175,2.867,8.547,7.077,4.391,2.686,4.342,4.097,0.454,3.643,3.643,0.000,0.000,0.500,1.125,
20.11.2025,11:58:45.540,118.267,175.925,164.172,4.732,250.0,250.0,11.366,4.087,2.879,8.216,6.888,4.273,2.615,4.224,4.066,0.423,3.643,3.643,0.000,0.000,2.625,2.250,
20.11.2025,11:58:46.560,88.361,193.798,182.132,4.749,250.0,250.0,11.448,4.050,2.952,8.007,6.797,4.220,2.577,4.171,4.066,0.423,3.643,3.643,0.000,0.000,2.625,2.500,
20.11.2025,11:58:47.569,118.267,177.523,165.743,4.754,250.0,250.0,11.497,4.134,2.928,8.351,7.003,4.342,2.661,4.281,4.066,0.423,3.643,3.643,0.000,0.000,2.625,2.750,
20.11.2025,11:58:48.561,119.627,167.659,155.870,4.753,250.0,250.0,11.929,4.098,2.940,8.204,6.918,4.293,2.625,4.231,4.066,0.423,3.643,3.643,0.000,0.000,0.750,2.125,
20.11.2025,11:58:49.564,120.986,170.361,158.664,4.734,250.0,250.0,12.215,6.694,3.625,17.400,13.050,8.082,4.968,7.984,4.095,0.451,3.644,3.643,0.000,0.000,2.750,2.500,
20.11.2025,11:58:50.566,103.314,172.447,160.401,4.917,250.0,250.0,21.531,8.282,4.042,23.065,16.821,10.429,6.392,10.306,4.063,0.420,3.643,3.643,0.001,0.000,1.125,1.500,
20.11.2025,11:58:51.563,120.986,171.952,160.114,4.807,250.0,250.0,18.866,8.682,4.261,24.365,17.760,11.014,6.746,10.879,4.071,0.420,3.651,3.651,0.000,0.000,2.750,2.250,
20.11.2025,11:58:52.569,103.314,157.765,145.653,4.952,250.0,250.0,22.888,6.860,3.538,18.012,13.365,8.289,5.076,8.191,4.240,0.515,3.725,3.651,0.001,0.000,1.125,0.000,
20.11.2025,11:58:53.561,115.549,186.716,174.754,4.837,250.0,250.0,20.863,7.437,3.942,19.938,14.813,9.184,5.629,9.074,4.071,0.420,3.651,3.651,0.000,0.000,1.125,1.625,
20.11.2025,11:58:54.555,116.908,177.658,165.969,4.743,250.0,250.0,14.814,6.209,3.477,15.732,11.922,7.396,4.526,7.298,4.054,0.420,3.634,3.634,0.000,0.000,2.500,2.375,
20.11.2025,11:58:55.574,115.549,165.550,153.671,4.797,250.0,250.0,20.111,6.711,3.625,17.424,13.060,8.094,4.966,7.996,4.146,0.493,3.653,3.651,0.000,0.000,2.750,2.250,
20.11.2025,11:58:56.570,106.033,179.665,167.561,4.939,250.0,250.0,24.347,6.148,3.526,15.426,11.763,7.286,4.477,7.200,4.075,0.424,3.651,3.651,0.000,0.000,1.125,2.375,
20.11.2025,11:58:57.575,104.673,178.214,166.343,4.820,250.0,250.0,13.526,4.045,2.952,7.995,6.799,4.209,2.590,4.160,4.057,0.423,3.634,3.634,0.000,0.000,1.750,2.375,
20.11.2025,11:58:58.572,115.549,190.017,178.321,4.722,250.0,250.0,11.473,4.472,2.964,9.589,7.791,4.834,2.957,4.773,4.088,0.454,3.634,3.634,0.000,0.000,2.000,2.250,
20.11.2025,11:58:59.579,112.830,189.749,178.151,4.688,250.0,250.0,11.633,3.980,2.769,7.934,6.638,4.122,2.516,4.073,4.057,0.423,3.634,3.634,0.001,0.000,2.375,2.500,
20.11.2025,11:59:0.576,122.346,172.665,160.909,4.712,250.0,250.0,11.549,4.119,2.829,8.400,6.973,4.321,2.652,4.272,4.054,0.420,3.634,3.634,0.000,0.000,1.250,2.375,
20.11.2025,11:59:1.570,122.346,183.999,172.193,4.816,250.0,250.0,11.678,4.024,3.063,7.799,6.744,4.189,2.555,4.140,4.057,0.423,3.634,3.634,0.001,0.000,2.500,2.375,
